id,county,state,male_under_5_years,male_5_to_9_years,male_10_to_14_years,male_15_to_19_years,male_20_to_24_years,male_25_to_29_years,male_30_to_34_years,male_35_to_39_years,male_40_to_44_years,male_45_to_49_years,male_50_to_54_years,male_55_to_59_years,male_60_to_64_years,male_65_to_69_years,male_70_to_74_years,male_75_to_79_years,male_80_to_84_years,male_85_years_and_over,male_percent_under_5_years,male_percent_5_to_9_years,male_percent_10_to_14_years,male_percent_15_to_19_years,male_percent_20_to_24_years,male_percent_25_to_29_years,male_percent_30_to_34_years,male_percent_35_to_39_years,male_percent_40_to_44_years,male_percent_45_to_49_years,male_percent_50_to_54_years,male_percent_55_to_59_years,male_percent_60_to_64_years,male_percent_65_to_69_years,male_percent_70_to_74_years,male_percent_75_to_79_years,male_percent_80_to_84_years,male_percent_85_years_and_over,female_under_5_years,female_5_to_9_years,female_10_to_14_years,female_15_to_19_years,female_20_to_24_years,female_25_to_29_years,female_30_to_34_years,female_35_to_39_years,female_40_to_44_years,female_45_to_49_years,female_50_to_54_years,female_55_to_59_years,female_60_to_64_years,female_65_to_69_years,female_70_to_74_years,female_75_to_79_years,female_80_to_84_years,female_85_years_and_over,female_percent_under_5_years,female_percent_5_to_9_years,female_percent_10_to_14_years,female_percent_15_to_19_years,female_percent_20_to_24_years,female_percent_25_to_29_years,female_percent_30_to_34_years,female_percent_35_to_39_years,female_percent_40_to_44_years,female_percent_45_to_49_years,female_percent_50_to_54_years,female_percent_55_to_59_years,female_percent_60_to_64_years,female_percent_65_to_69_years,female_percent_70_to_74_years,female_percent_75_to_79_years,female_percent_80_to_84_years,female_percent_85_years_and_over
0500000US02020,Anchorage Municipality,Alaska,8778,11758,8241,10358,11078,12139,12698,10030,9004,7928,9550,9682,8386,5624,4718,1827,1737,1021,6.1,8.1,5.7,7.2,7.7,8.4,8.8,6.9,6.2,5.5,6.6,6.7,5.8,3.9,3.3,1.3,1.2,0.7,10950,9144,10332,7867,9033,12634,12260,10373,8421,7803,8603,8827,9307,5384,5831,3850,1838,986,7.6,6.4,7.2,5.5,6.3,8.8,8.5,7.2,5.9,5.4,6,6.2,6.5,3.8,4.1,2.7,1.3,0.7
0500000US02090,Fairbanks North Star,Alaska,3426,3722,3693,3933,6375,5311,3993,2818,3141,2891,2703,2235,2977,2906,1531,900,371,237,6.4,7,6.9,7.4,12,10,7.5,5.3,5.9,5.4,5.1,4.2,5.6,5.5,2.9,1.7,0.7,0.4,3303,3261,2337,2499,3020,3836,3046,3452,3248,3131,2133,2977,2438,2187,1098,957,415,348,7.6,7.5,5.3,5.7,6.9,8.8,7,7.9,7.4,7.2,4.9,6.8,5.6,5,2.5,2.2,0.9,0.8
0500000US02170,Matanuska-Susitna,Alaska,4034,4361,4298,3743,3690,3492,4050,4258,2925,3772,3601,3668,3771,3186,1491,1032,796,266,7.1,7.7,7.6,6.6,6.5,6.2,7.2,7.5,5.2,6.7,6.4,6.5,6.7,5.6,2.6,1.8,1.4,0.5,3221,4261,3734,3807,2743,3456,3701,3155,3799,3109,3267,3761,3043,3244,1422,785,642,733,6.2,8.2,7.2,7.3,5.3,6.7,7.1,6.1,7.3,6,6.3,7.2,5.9,6.3,2.7,1.5,1.2,1.4
0500000US04001,Apache,Arizona,2654,2349,3405,3023,2160,2466,2385,2018,1755,1814,2587,1793,2593,1478,1882,1208,406,459,7.3,6.4,9.3,8.3,5.9,6.8,6.5,5.5,4.8,5,7.1,4.9,7.1,4.1,5.2,3.3,1.1,1.3,1904,2789,2684,2608,2056,2508,1957,1529,1851,1885,2000,3112,2399,1799,1951,1232,705,483,5.4,7.9,7.6,7.4,5.8,7.1,5.5,4.3,5.2,5.3,5.6,8.8,6.8,5.1,5.5,3.5,2,1.4
0500000US04003,Cochise,Arizona,3494,4374,3553,3950,4207,4216,3977,4276,3232,3074,3545,4077,4169,4167,3998,2977,1786,1132,5.4,6.8,5.5,6.2,6.6,6.6,6.2,6.7,5,4.8,5.5,6.4,6.5,6.5,6.2,4.6,2.8,1.8,3361,3577,3884,3474,3615,3841,3433,2582,4098,3012,3493,3648,4821,3681,4480,2492,1967,2259,5.4,5.8,6.3,5.6,5.9,6.2,5.6,4.2,6.6,4.9,5.7,5.9,7.8,6,7.3,4,3.2,3.7
0500000US04005,Coconino,Arizona,3368,4866,3851,8718,7544,6584,4569,4496,3099,3283,3874,4851,3338,2456,3055,1559,1078,447,4.7,6.9,5.4,12.3,10.6,9.3,6.4,6.3,4.4,4.6,5.5,6.8,4.7,3.5,4.3,2.2,1.5,0.6,3532,2883,4778,8438,10816,4815,4029,4139,3549,3559,3529,4241,4141,3594,2785,2118,944,550,4.9,4,6.6,11.6,14.9,6.6,5.6,5.7,4.9,4.9,4.9,5.9,5.7,5,3.8,2.9,1.3,0.8
0500000US04013,Maricopa,Arizona,140990,141728,161892,153212,151935,173671,161912,146461,146098,140695,133649,129358,121616,97145,87896,60980,39988,27890,6.4,6.4,7.3,6.9,6.9,7.8,7.3,6.6,6.6,6.3,6,5.8,5.5,4.4,4,2.8,1.8,1.3,135129,141982,150472,146258,144740,167245,155854,145528,145727,144636,136923,142070,129166,116784,100489,70237,50551,44507,6,6.3,6.6,6.4,6.4,7.4,6.9,6.4,6.4,6.4,6,6.3,5.7,5.1,4.4,3.1,2.2,2
0500000US04015,Mohave,Arizona,4597,4882,5520,4501,5010,5884,4947,5775,4382,5867,5934,6150,10883,10395,8138,7501,4698,1855,4.3,4.6,5.2,4.2,4.7,5.5,4.6,5.4,4.1,5.5,5.5,5.8,10.2,9.7,7.6,7,4.4,1.7,4400,4334,5682,5880,4164,4804,4474,5229,3895,5257,5798,7099,11006,10005,8630,6946,4489,3170,4.2,4.1,5.4,5.6,4,4.6,4.3,5,3.7,5,5.5,6.7,10.5,9.5,8.2,6.6,4.3,3
0500000US04017,Navajo,Arizona,3637,4112,4358,3644,3077,3782,2964,3314,3397,2914,2897,3306,3844,3381,2762,1740,1199,666,6.6,7.5,7.9,6.6,5.6,6.9,5.4,6,6.2,5.3,5.3,6,7,6.1,5,3.2,2.2,1.2,3811,4003,4658,3377,2761,3639,2408,2848,3469,2996,3202,4421,3525,3712,2848,1818,1716,718,6.8,7.2,8.3,6,4.9,6.5,4.3,5.1,6.2,5.4,5.7,7.9,6.3,6.6,5.1,3.3,3.1,1.3
0500000US04019,Pima,Arizona,29248,28270,33929,35211,45222,39349,32228,33248,26907,27988,27102,31436,29358,30969,24323,18450,13364,9508,5.7,5.5,6.6,6.8,8.8,7.6,6.2,6.4,5.2,5.4,5.3,6.1,5.7,6,4.7,3.6,2.6,1.8,27865,32329,27385,33815,43556,35442,28866,29987,30162,29184,28267,32195,36134,34461,30121,22414,15427,13559,5.2,6.1,5.2,6.4,8.2,6.7,5.4,5.6,5.7,5.5,5.3,6.1,6.8,6.5,5.7,4.2,2.9,2.6
0500000US04021,Pinal,Arizona,12898,12434,17937,15651,13904,17782,16965,17575,15691,14392,13257,14537,12576,14337,12002,10593,4255,4583,5.3,5.2,7.4,6.5,5.8,7.4,7,7.3,6.5,6,5.5,6,5.2,5.9,5,4.4,1.8,1.9,12592,15695,13957,13261,10442,12581,13390,15263,12457,11983,11293,14614,13996,15769,14409,10554,5347,3817,5.7,7.1,6.3,6,4.7,5.7,6,6.9,5.6,5.4,5.1,6.6,6.3,7.1,6.5,4.8,2.4,1.7
0500000US04025,Yavapai,Arizona,4981,5878,4909,7497,5894,4673,5285,4885,5244,6189,5770,8100,9777,11358,10745,7385,4013,3051,4.3,5.1,4.2,6.5,5.1,4,4.6,4.2,4.5,5.4,5,7,8.5,9.8,9.3,6.4,3.5,2.6,4240,4521,5736,5353,4149,5381,4378,4913,5923,6601,5753,8780,13159,12586,12036,7863,4103,3990,3.5,3.8,4.8,4.5,3.5,4.5,3.7,4.1,5,5.5,4.8,7.3,11,10.5,10.1,6.6,3.4,3.3
0500000US04027,Yuma,Arizona,7557,7491,7850,7424,10271,8713,7797,6839,5594,5058,5675,4680,5919,4568,4670,4793,3612,1678,6.9,6.8,7.1,6.7,9.3,7.9,7.1,6.2,5.1,4.6,5.2,4.2,5.4,4.1,4.2,4.3,3.3,1.5,7542,6807,7700,7517,6541,6776,6741,5558,4976,5502,5454,5780,5217,5317,5265,5131,3254,2520,7.3,6.6,7.4,7.3,6.3,6.5,6.5,5.4,4.8,5.3,5.3,5.6,5,5.1,5.1,5,3.1,2.4
0500000US05007,Benton,Arkansas,9770,12653,8872,10187,8032,10606,10055,9499,11211,8775,7867,8327,5972,6208,3873,3495,1834,1496,7,9.1,6.4,7.3,5.8,7.6,7.2,6.8,8.1,6.3,5.7,6,4.3,4.5,2.8,2.5,1.3,1.1,8506,10708,10207,8997,8006,9418,11044,10871,8743,9194,7961,7973,7502,7075,5225,3827,2607,2545,6.1,7.6,7.3,6.4,5.7,6.7,7.9,7.7,6.2,6.5,5.7,5.7,5.3,5,3.7,2.7,1.9,1.8
0500000US05031,Craighead,Arkansas,4143,3985,3455,3982,4751,5217,3179,3114,4195,3137,2997,3685,1761,2069,1591,879,1128,512,7.7,7.4,6.4,7.4,8.8,9.7,5.9,5.8,7.8,5.8,5.6,6.9,3.3,3.8,3,1.6,2.1,1,3068,3350,4070,4017,3698,3971,4040,5074,3303,3175,3987,2770,3327,2055,2369,1965,1478,835,5.4,5.9,7.2,7.1,6.5,7,7.1,9,5.8,5.6,7.1,4.9,5.9,3.6,4.2,3.5,2.6,1.5
0500000US05045,Faulkner,Arkansas,3168,4301,4842,4600,7814,4017,4002,4920,3193,3551,3205,3790,2648,1968,2412,1680,432,333,5.2,7.1,8,7.6,12.8,6.6,6.6,8.1,5.2,5.8,5.3,6.2,4.3,3.2,4,2.8,0.7,0.5,3450,3738,4203,5526,7681,4504,3970,5216,3648,3672,3135,3825,3278,3784,2021,1794,988,698,5.3,5.7,6.5,8.5,11.8,6.9,6.1,8,5.6,5.6,4.8,5.9,5,5.8,3.1,2.8,1.5,1.1
0500000US05051,Garland,Arkansas,2764,2491,2907,3137,2910,2589,2190,2537,2867,2981,2652,2696,3510,3493,2784,2638,900,1018,5.9,5.3,6.2,6.7,6.2,5.5,4.7,5.4,6.1,6.3,5.6,5.7,7.5,7.4,5.9,5.6,1.9,2.2,2192,3012,2231,2987,2190,3083,3129,2911,3524,2789,3187,4160,3961,2827,4218,2307,2007,1607,4.2,5.8,4.3,5.7,4.2,5.9,6,5.6,6.7,5.3,6.1,8,7.6,5.4,8.1,4.4,3.8,3.1
0500000US05069,Jefferson,Arkansas,1243,3092,1371,1915,2485,2830,1907,2167,2084,1932,2011,1952,2358,1507,1807,1178,259,461,3.8,9.5,4.2,5.9,7.6,8.7,5.9,6.7,6.4,5.9,6.2,6,7.2,4.6,5.5,3.6,0.8,1.4,2731,1449,2086,1868,2865,1942,2231,1420,2021,1948,2115,2374,2413,1959,1892,993,1029,929,8,4.2,6.1,5.5,8.4,5.7,6.5,4.1,5.9,5.7,6.2,6.9,7,5.7,5.5,2.9,3,2.7
0500000US05085,Lonoke,Arkansas,2470,2032,3187,2537,1916,2494,2248,2478,2560,2255,2450,2250,1840,1662,1241,777,582,328,7,5.8,9,7.2,5.4,7.1,6.4,7,7.3,6.4,6.9,6.4,5.2,4.7,3.5,2.2,1.6,0.9,2289,1900,3364,2356,1957,2438,2999,3644,1751,2492,2505,1736,2758,1966,1291,1013,513,1030,6,5,8.9,6.2,5.1,6.4,7.9,9.6,4.6,6.6,6.6,4.6,7.3,5.2,3.4,2.7,1.3,2.7
0500000US05119,Pulaski,Arkansas,13067,12071,13607,11298,12225,14784,13014,13682,10597,11390,10913,11362,11154,9471,8119,5003,2204,2897,7,6.5,7.3,6,6.5,7.9,7,7.3,5.7,6.1,5.8,6.1,6,5.1,4.3,2.7,1.2,1.6,12729,13192,11162,11350,12526,15252,14492,13580,13120,12704,11860,13785,13021,12210,8840,5036,3437,6757,6.2,6.4,5.4,5.5,6.1,7.4,7.1,6.6,6.4,6.2,5.8,6.7,6.4,6,4.3,2.5,1.7,3.3
0500000US05125,Saline,Arkansas,3826,4440,3423,3954,2616,4091,3583,3557,4596,4218,3777,3444,4298,4108,1894,2164,1293,712,6.4,7.4,5.7,6.6,4.4,6.8,6,5.9,7.7,7,6.3,5.7,7.2,6.8,3.2,3.6,2.2,1.2,3377,3285,4499,4397,3890,3828,3401,4139,3785,4065,3481,3188,4681,4142,3059,1878,1775,1573,5.4,5.3,7.2,7,6.2,6.1,5.4,6.6,6.1,6.5,5.6,5.1,7.5,6.6,4.9,3,2.8,2.5
0500000US05131,Sebastian,Arkansas,4455,2952,5513,5056,3967,3752,4152,3585,3434,4005,4343,3468,4352,2987,2354,1332,1519,590,7.2,4.8,8.9,8.2,6.4,6.1,6.7,5.8,5.6,6.5,7,5.6,7,4.8,3.8,2.2,2.5,1,4067,4292,3766,4140,4240,4851,4317,4173,4328,3289,3749,3299,4613,3379,3582,2377,1742,1807,6.2,6.5,5.7,6.3,6.4,7.3,6.5,6.3,6.6,5,5.7,5,7,5.1,5.4,3.6,2.6,2.7
0500000US05143,Washington,Arkansas,8119,8162,8971,10129,12966,9517,8074,7773,8046,7869,6007,6943,4459,4504,3411,2355,1856,823,6.8,6.8,7.5,8.4,10.8,7.9,6.7,6.5,6.7,6.6,5,5.8,3.7,3.8,2.8,2,1.5,0.7,7700,8017,7633,9552,12278,8834,7194,7303,9518,6446,5993,7079,5447,4043,5519,2480,1955,2212,6.5,6.7,6.4,8,10.3,7.4,6,6.1,8,5.4,5,5.9,4.6,3.4,4.6,2.1,1.6,1.9
0500000US05145,White,Arkansas,2414,2459,3408,3242,2410,2514,2419,2582,1807,2295,2348,3791,1254,1730,1857,1272,412,555,6.2,6.3,8.8,8.4,6.2,6.5,6.2,6.7,4.7,5.9,6.1,9.8,3.2,4.5,4.8,3.3,1.1,1.4,2147,2102,2837,3416,2872,2376,2457,2529,1803,2670,2455,2069,2862,1994,2076,1849,544,926,5.4,5.3,7.1,8.5,7.2,5.9,6.1,6.3,4.5,6.7,6.1,5.2,7.2,5,5.2,4.6,1.4,2.3
0500000US06001,Alameda,California,48598,47995,49668,47851,48149,67855,72710,66040,61982,56450,52743,52656,46508,34360,30052,16719,11807,11553,5.9,5.8,6,5.8,5.8,8.2,8.8,8,7.5,6.9,6.4,6.4,5.6,4.2,3.6,2,1.4,1.4,45765,43900,48821,46939,48536,66393,71834,67685,59973,57081,52576,52983,51361,41037,35091,22626,16954,18078,5.4,5.2,5.8,5.5,5.7,7.8,8.5,8,7.1,6.7,6.2,6.3,6.1,4.8,4.1,2.7,2,2.1
0500000US06007,Butte,California,6249,6242,6222,8108,11324,7899,7105,7050,6107,5515,5491,6278,6448,6707,4909,2985,1892,1858,5.8,5.8,5.7,7.5,10.4,7.3,6.6,6.5,5.6,5.1,5.1,5.8,5.9,6.2,4.5,2.8,1.7,1.7,5732,6345,6389,8123,10637,7704,6444,5737,6055,5909,5605,6118,7791,6469,6414,3978,3013,2334,5.2,5.7,5.8,7.3,9.6,7,5.8,5.2,5.5,5.3,5.1,5.5,7,5.8,5.8,3.6,2.7,2.1
0500000US06013,Contra Costa,California,32960,36952,37982,37674,33036,36699,37032,39468,37167,38546,38844,39794,34654,26303,23955,14459,8705,9155,5.9,6.6,6.7,6.7,5.9,6.5,6.6,7,6.6,6.8,6.9,7.1,6.2,4.7,4.3,2.6,1.5,1.6,31251,36037,37295,36103,32049,35923,36845,39067,41101,40178,40390,42549,37036,30323,28783,18238,12572,14401,5.3,6.1,6.3,6.1,5.4,6.1,6.2,6.6,7,6.8,6.8,7.2,6.3,5.1,4.9,3.1,2.1,2.4
0500000US06017,El Dorado,California,4842,5364,5525,5294,4907,4805,5400,5672,5147,6841,5646,7006,8539,7564,5282,3220,3272,1181,5.1,5.6,5.8,5.5,5.1,5,5.7,5.9,5.4,7.2,5.9,7.3,8.9,7.9,5.5,3.4,3.4,1.2,4202,4720,6667,5045,4209,4505,4895,5903,6351,5925,6319,8652,8373,7461,5079,4472,1664,2894,4.3,4.8,6.8,5.2,4.3,4.6,5,6.1,6.5,6.1,6.5,8.9,8.6,7.7,5.2,4.6,1.7,3
0500000US06019,Fresno,California,38592,40142,42365,37125,34473,41250,38358,35261,30287,27569,26915,26332,23999,20559,14462,9855,5945,5720,7.7,8,8.5,7.4,6.9,8.3,7.7,7.1,6.1,5.5,5.4,5.3,4.8,4.1,2.9,2,1.2,1.1,36539,37908,41010,35868,33639,38750,36243,33084,30854,26751,26567,27469,26015,21222,17763,11474,7314,11422,7.3,7.6,8.2,7.2,6.7,7.8,7.3,6.6,6.2,5.4,5.3,5.5,5.2,4.2,3.6,2.3,1.5,2.3
0500000US06023,Humboldt,California,3280,3249,4431,4879,5466,4506,4341,5775,3728,4427,3087,3754,4409,3663,3521,1910,939,1052,4.9,4.9,6.7,7.3,8.2,6.8,6.5,8.7,5.6,6.7,4.6,5.7,6.6,5.5,5.3,2.9,1.4,1.6,3526,4139,3230,4293,5967,5063,4509,4255,3649,4002,3432,3796,5339,4610,3849,2196,1158,2128,5.1,6,4.7,6.2,8.6,7.3,6.5,6.2,5.3,5.8,5,5.5,7.7,6.7,5.6,3.2,1.7,3.1
0500000US06025,Imperial,California,7290,7871,6857,6891,6636,8362,7700,7904,3861,4281,5227,5302,4077,3273,2965,1909,1393,1127,7.8,8.5,7.4,7.4,7.1,9,8.3,8.5,4.2,4.6,5.6,5.7,4.4,3.5,3.2,2.1,1.5,1.2,7187,6718,7244,6887,5879,5985,5515,4919,5316,5088,4835,4781,4919,4163,2860,2533,1776,1684,8.1,7.6,8.2,7.8,6.7,6.8,6.2,5.6,6,5.8,5.5,5.4,5.6,4.7,3.2,2.9,2,1.9
0500000US06029,Kern,California,34167,37312,38533,34643,34419,39815,36029,35194,25885,26335,24623,23321,23664,17743,11324,8309,4977,4198,7.4,8.1,8.4,7.5,7.5,8.6,7.8,7.6,5.6,5.7,5.3,5.1,5.1,3.9,2.5,1.8,1.1,0.9,33934,33723,39359,33315,28841,34313,31068,28256,26513,24926,23557,24590,22207,16821,16650,9679,6119,5840,7.7,7.7,9,7.6,6.6,7.8,7.1,6.4,6,5.7,5.4,5.6,5.1,3.8,3.8,2.2,1.4,1.3
0500000US06031,Kings,California,6269,3856,7184,4780,7786,7816,7748,7054,5588,5959,4367,4458,3387,2808,2099,1701,558,559,7.5,4.6,8.6,5.7,9.3,9.3,9.2,8.4,6.7,7.1,5.2,5.3,4,3.3,2.5,2,0.7,0.7,6212,5417,6399,5031,4923,5655,5082,4791,3533,3402,3519,3864,2753,2468,2183,1922,861,948,9,7.9,9.3,7.3,7.1,8.2,7.4,6.9,5.1,4.9,5.1,5.6,4,3.6,3.2,2.8,1.2,1.4
0500000US06033,Lake,California,1531,2006,1863,2049,853,2280,2110,1320,2271,1523,2223,2826,1895,2211,1940,1658,501,414,4.9,6.4,5.9,6.5,2.7,7.2,6.7,4.2,7.2,4.8,7.1,9,6,7,6.2,5.3,1.6,1.3,2063,1811,2251,2294,479,1606,1715,2587,1456,1779,1595,1823,3811,2764,2170,1927,483,298,6.3,5.5,6.8,7,1.5,4.9,5.2,7.9,4.4,5.4,4.8,5.5,11.6,8.4,6.6,5.9,1.5,0.9
0500000US06037,Los Angeles,California,296228,286814,330504,313015,341369,427974,407057,357533,334590,330626,322892,304188,282510,216253,153860,104768,72820,66824,6,5.8,6.7,6.3,6.9,8.6,8.2,7.2,6.8,6.7,6.5,6.1,5.7,4.4,3.1,2.1,1.5,1.4,283019,279464,306004,303871,337205,414407,387346,353151,330360,338745,329125,318731,308624,246566,191739,136596,103748,120581,5.6,5.5,6,6,6.6,8.1,7.6,6.9,6.5,6.7,6.5,6.3,6.1,4.8,3.8,2.7,2,2.4
0500000US06039,Madera,California,5739,5936,6471,5764,5168,5159,4741,4417,6058,4038,3936,4575,3669,4006,2547,1552,1683,1103,7.5,7.8,8.5,7.5,6.8,6.7,6.2,5.8,7.9,5.3,5.1,6,4.8,5.2,3.3,2,2.2,1.4,5620,6959,5189,5817,5272,5658,5781,5404,5039,4754,4273,5295,3748,4456,2477,1978,1916,1129,7,8.6,6.4,7.2,6.5,7,7.2,6.7,6.2,5.9,5.3,6.6,4.6,5.5,3.1,2.4,2.4,1.4
0500000US06041,Marin,California,5364,6622,8234,9388,5896,5516,6327,7319,7255,9502,9461,9073,9985,7089,8300,5359,3754,2199,4.2,5.2,6.5,7.4,4.7,4.4,5,5.8,5.7,7.5,7.5,7.2,7.9,5.6,6.6,4.2,3,1.7,5952,6735,8274,7377,6475,4183,5315,7136,7265,10724,9921,9389,10580,9355,9422,4339,4935,4806,4.5,5.1,6.3,5.6,4.9,3.2,4,5.4,5.5,8.1,7.5,7.1,8,7.1,7.1,3.3,3.7,3.6
0500000US06045,Mendocino,California,2213,1448,3976,2341,2673,1692,2186,3388,1641,2406,3317,2716,2929,2552,3820,2282,389,276,5.2,3.4,9.4,5.5,6.3,4,5.2,8,3.9,5.7,7.9,6.4,6.9,6,9,5.4,0.9,0.7,2670,2794,2394,2889,1790,3026,1526,3481,2289,2502,2232,2215,3714,3014,3643,1406,1440,1479,6,6.3,5.4,6.5,4,6.8,3.4,7.8,5.1,5.6,5,5,8.3,6.8,8.2,3.2,3.2,3.3
0500000US06047,Merced,California,10299,10954,12695,12228,10119,11946,10164,9625,8926,7248,7735,6854,6938,4545,4725,2194,2051,1098,7.3,7.8,9,8.7,7.2,8.5,7.2,6.9,6.4,5.2,5.5,4.9,4.9,3.2,3.4,1.6,1.5,0.8,10779,10228,11817,11183,9918,10441,8502,9948,8089,7680,7308,6266,8080,5659,3979,2243,2943,2273,7.8,7.4,8.6,8.1,7.2,7.6,6.2,7.2,5.9,5.6,5.3,4.6,5.9,4.1,2.9,1.6,2.1,1.7
0500000US06053,Monterey,California,15440,15781,16773,15298,15755,16983,15747,15529,15573,13466,12499,11929,11768,9568,7804,4703,2391,3199,7,7.2,7.6,6.9,7.2,7.7,7.2,7.1,7.1,6.1,5.7,5.4,5.3,4.3,3.5,2.1,1.1,1.5,14779,15366,16484,16439,14022,14561,13868,13178,13491,12202,11875,12950,11638,10199,8297,5390,4089,5027,6.9,7.2,7.7,7.7,6.6,6.8,6.5,6.2,6.3,5.7,5.6,6.1,5.4,4.8,3.9,2.5,1.9,2.4
0500000US06055,Napa,California,3607,3352,4775,4524,4031,4489,4506,4291,4256,4543,4248,4703,4880,4257,3320,2403,1115,1268,5.3,4.9,7,6.6,5.9,6.5,6.6,6.3,6.2,6.6,6.2,6.9,7.1,6.2,4.8,3.5,1.6,1.8,2930,3361,4560,4385,4553,3934,4196,4544,3796,4316,4440,5569,3929,4419,3986,2442,1659,2157,4.2,4.9,6.6,6.3,6.6,5.7,6.1,6.6,5.5,6.2,6.4,8.1,5.7,6.4,5.8,3.5,2.4,3.1
0500000US06057,Nevada,California,2682,2520,1712,2027,2090,2452,2641,3139,3016,2614,2504,3233,4828,4285,3705,2560,922,1412,5.5,5.2,3.5,4.2,4.3,5.1,5.5,6.5,6.2,5.4,5.2,6.7,10,8.9,7.7,5.3,1.9,2.9,2418,1841,2684,2740,2033,2011,3040,3741,1987,2505,2840,3988,4743,5391,3619,2315,1467,2050,4.7,3.6,5.2,5.3,4,3.9,5.9,7.3,3.9,4.9,5.5,7.8,9.2,10.5,7,4.5,2.9,4
0500000US06059,Orange,California,95525,90497,105440,103195,103630,123596,111527,108598,95588,106102,108117,107845,92485,69265,57713,40592,24386,23972,6.1,5.8,6.7,6.6,6.6,7.9,7.1,6.9,6.1,6.8,6.9,6.9,5.9,4.4,3.7,2.6,1.6,1.5,89805,92233,94883,98865,101141,116713,106066,101839,104704,111466,111864,104456,104216,76138,71116,49001,34511,38602,5.6,5.7,5.9,6.1,6.3,7.3,6.6,6.3,6.5,6.9,7,6.5,6.5,4.7,4.4,3,2.1,2.4
0500000US06061,Placer,California,10702,12524,13823,12381,10407,10351,11169,12568,13896,12700,13151,13679,12076,10933,10038,6409,4346,3821,5.5,6.4,7.1,6.4,5.3,5.3,5.7,6.4,7.1,6.5,6.7,7,6.2,5.6,5.1,3.3,2.2,2,10327,11340,13536,12432,9336,9989,10847,14500,12180,13897,13116,13260,14997,12102,12072,8521,5392,5511,5.1,5.6,6.7,6.1,4.6,4.9,5.3,7.1,6,6.8,6.4,6.5,7.4,6,5.9,4.2,2.7,2.7
0500000US06065,Riverside,California,80079,83333,96015,89830,84033,92116,85801,84663,75616,75959,75549,73855,67755,49528,48439,32585,21439,15438,6.5,6.8,7.8,7.3,6.8,7.5,7,6.9,6.1,6.2,6.1,6,5.5,4,3.9,2.6,1.7,1.3,75960,79982,91628,87316,81453,85838,81626,81318,79201,76789,74208,73213,71195,58948,51404,39347,25805,23282,6.1,6.5,7.4,7.1,6.6,6.9,6.6,6.6,6.4,6.2,6,5.9,5.7,4.8,4.2,3.2,2.1,1.9
0500000US06067,Sacramento,California,49727,52229,52726,49372,48044,61517,61316,56817,47839,46567,45669,47418,42937,35737,24058,17152,10375,9455,6.6,6.9,6.9,6.5,6.3,8.1,8.1,7.5,6.3,6.1,6,6.2,5.7,4.7,3.2,2.3,1.4,1.2,48108,51457,48808,46498,46553,61724,59979,59576,46924,48943,48005,51735,47641,41589,31866,19672,16307,17718,6.1,6.5,6.2,5.9,5.9,7.8,7.6,7.5,5.9,6.2,6.1,6.5,6,5.2,4,2.5,2.1,2.2
0500000US06071,San Bernardino,California,78027,80228,84682,80644,82572,90579,81592,73090,68952,65958,63403,63940,55095,45386,30251,19818,11997,10012,7.2,7.4,7.8,7.4,7.6,8.3,7.5,6.7,6.3,6.1,5.8,5.9,5.1,4.2,2.8,1.8,1.1,0.9,73704,74955,82623,75286,76576,85366,78766,75970,65734,68188,64885,67061,61397,48943,36396,23033,17979,16997,6.7,6.9,7.6,6.9,7,7.8,7.2,6.9,6,6.2,5.9,6.1,5.6,4.5,3.3,2.1,1.6,1.6
0500000US06073,San Diego,California,104102,98004,104635,107857,135189,148062,139831,121430,109943,102210,99308,95631,97752,74085,57259,37698,24347,22973,6.2,5.8,6.2,6.4,8,8.8,8.3,7.2,6.5,6.1,5.9,5.7,5.8,4.4,3.4,2.2,1.4,1.4,99064,94265,99430,98600,109712,132389,128836,116336,104926,103255,100541,108752,93798,82553,67978,45820,34701,37058,6,5.7,6,5.9,6.6,8,7.8,7,6.3,6.2,6.1,6.6,5.7,5,4.1,2.8,2.1,2.2
0500000US06075,San Francisco,California,18833,15869,15953,14096,23049,51790,54292,45531,30622,31041,29661,28434,24157,21234,17158,10067,8463,7166,4.2,3.5,3.6,3.2,5.2,11.6,12.1,10.2,6.8,6.9,6.6,6.4,5.4,4.7,3.8,2.3,1.9,1.6,20255,15890,14622,16776,24927,47664,50315,37612,28162,27552,24723,23264,24995,21993,19162,13687,9271,13263,4.7,3.7,3.4,3.9,5.7,11,11.6,8.7,6.5,6.3,5.7,5.4,5.8,5.1,4.4,3.2,2.1,3.1
0500000US06077,San Joaquin,California,26684,27265,32681,30555,26218,28449,25856,25576,25715,23096,22640,22643,19679,14314,12842,7756,4170,4706,7,7.2,8.6,8,6.9,7.5,6.8,6.7,6.8,6.1,5.9,5.9,5.2,3.8,3.4,2,1.1,1.2,25244,25596,31216,27035,24942,26796,25627,23594,26357,23474,22225,22308,21267,16920,14414,9864,6689,7735,6.6,6.7,8.2,7.1,6.5,7,6.7,6.2,6.9,6.2,5.8,5.9,5.6,4.4,3.8,2.6,1.8,2
