id,county,state,total_income,estimate_households,mean_income,median_income,disparity_value
0500000US13185,Lowndes County, Georgia,"200,000+",3.2,45683,62009,16326
0500000US13215,Muscogee County, Georgia,"0-10,000",10.2,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"10,000-14,999",5.2,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"15,000-24,999",10.7,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"25,000-34,999",13,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"35,000-49,999",13.9,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"50,000-74,999",18.6,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"75,000-99,999",10.2,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"100,000-149,999",9.9,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"150,000-199,999",3.1,46934,70702,23768
0500000US13215,Muscogee County, Georgia,"200,000+",5.2,46934,70702,23768
0500000US13217,Newton County, Georgia,"0-10,000",5.6,57254,70273,13019
0500000US13217,Newton County, Georgia,"10,000-14,999",4.8,57254,70273,13019
0500000US13217,Newton County, Georgia,"15,000-24,999",10.7,57254,70273,13019
0500000US13217,Newton County, Georgia,"25,000-34,999",9.5,57254,70273,13019
0500000US13217,Newton County, Georgia,"35,000-49,999",14,57254,70273,13019
0500000US13217,Newton County, Georgia,"50,000-74,999",22.9,57254,70273,13019
0500000US13217,Newton County, Georgia,"75,000-99,999",9.7,57254,70273,13019
0500000US13217,Newton County, Georgia,"100,000-149,999",15.3,57254,70273,13019
0500000US13217,Newton County, Georgia,"150,000-199,999",4.4,57254,70273,13019
0500000US13217,Newton County, Georgia,"200,000+",3.2,57254,70273,13019
0500000US13223,Paulding County, Georgia,"0-10,000",5.4,75800,82879,7079
0500000US13223,Paulding County, Georgia,"10,000-14,999",0.9,75800,82879,7079
0500000US13223,Paulding County, Georgia,"15,000-24,999",5.8,75800,82879,7079
0500000US13223,Paulding County, Georgia,"25,000-34,999",5.1,75800,82879,7079
0500000US13223,Paulding County, Georgia,"35,000-49,999",12.6,75800,82879,7079
0500000US13223,Paulding County, Georgia,"50,000-74,999",19.2,75800,82879,7079
0500000US13223,Paulding County, Georgia,"75,000-99,999",17.9,75800,82879,7079
0500000US13223,Paulding County, Georgia,"100,000-149,999",22.5,75800,82879,7079
0500000US13223,Paulding County, Georgia,"150,000-199,999",7.8,75800,82879,7079
0500000US13223,Paulding County, Georgia,"200,000+",2.7,75800,82879,7079
0500000US13245,Richmond County, Georgia,"0-10,000",7.8,44973,59361,14388
0500000US13245,Richmond County, Georgia,"10,000-14,999",7.6,44973,59361,14388
0500000US13245,Richmond County, Georgia,"15,000-24,999",10.9,44973,59361,14388
0500000US13245,Richmond County, Georgia,"25,000-34,999",12.1,44973,59361,14388
0500000US13245,Richmond County, Georgia,"35,000-49,999",16.4,44973,59361,14388
0500000US13245,Richmond County, Georgia,"50,000-74,999",20.4,44973,59361,14388
0500000US13245,Richmond County, Georgia,"75,000-99,999",10.6,44973,59361,14388
0500000US13245,Richmond County, Georgia,"100,000-149,999",9.1,44973,59361,14388
0500000US13245,Richmond County, Georgia,"150,000-199,999",2.3,44973,59361,14388
0500000US13245,Richmond County, Georgia,"200,000+",2.9,44973,59361,14388
0500000US13247,Rockdale County, Georgia,"0-10,000",7.4,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"10,000-14,999",2.4,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"15,000-24,999",6.8,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"25,000-34,999",8.4,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"35,000-49,999",16.6,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"50,000-74,999",17.3,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"75,000-99,999",14,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"100,000-149,999",18.6,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"150,000-199,999",2.2,60560,78651,18091
0500000US13247,Rockdale County, Georgia,"200,000+",6.3,60560,78651,18091
0500000US13255,Spalding County, Georgia,"0-10,000",5.5,51677,68860,17183
0500000US13255,Spalding County, Georgia,"10,000-14,999",5.5,51677,68860,17183
0500000US13255,Spalding County, Georgia,"15,000-24,999",11.6,51677,68860,17183
0500000US13255,Spalding County, Georgia,"25,000-34,999",10.8,51677,68860,17183
0500000US13255,Spalding County, Georgia,"35,000-49,999",14.8,51677,68860,17183
0500000US13255,Spalding County, Georgia,"50,000-74,999",21.2,51677,68860,17183
0500000US13255,Spalding County, Georgia,"75,000-99,999",12.5,51677,68860,17183
0500000US13255,Spalding County, Georgia,"100,000-149,999",9.3,51677,68860,17183
0500000US13255,Spalding County, Georgia,"150,000-199,999",4.5,51677,68860,17183
0500000US13255,Spalding County, Georgia,"200,000+",4.2,51677,68860,17183
0500000US13285,Troup County, Georgia,"0-10,000",12.9,46198,62990,16792
0500000US13285,Troup County, Georgia,"10,000-14,999",5.2,46198,62990,16792
0500000US13285,Troup County, Georgia,"15,000-24,999",11.3,46198,62990,16792
0500000US13285,Troup County, Georgia,"25,000-34,999",10.2,46198,62990,16792
0500000US13285,Troup County, Georgia,"35,000-49,999",12.8,46198,62990,16792
0500000US13285,Troup County, Georgia,"50,000-74,999",18.3,46198,62990,16792
0500000US13285,Troup County, Georgia,"75,000-99,999",10.9,46198,62990,16792
0500000US13285,Troup County, Georgia,"100,000-149,999",11.8,46198,62990,16792
0500000US13285,Troup County, Georgia,"150,000-199,999",2.7,46198,62990,16792
0500000US13285,Troup County, Georgia,"200,000+",4,46198,62990,16792
0500000US13295,Walker County, Georgia,"0-10,000",3.6,47856,58818,10962
0500000US13295,Walker County, Georgia,"10,000-14,999",8.5,47856,58818,10962
0500000US13295,Walker County, Georgia,"15,000-24,999",13.5,47856,58818,10962
0500000US13295,Walker County, Georgia,"25,000-34,999",12.5,47856,58818,10962
0500000US13295,Walker County, Georgia,"35,000-49,999",12.7,47856,58818,10962
0500000US13295,Walker County, Georgia,"50,000-74,999",22.5,47856,58818,10962
0500000US13295,Walker County, Georgia,"75,000-99,999",12.6,47856,58818,10962
0500000US13295,Walker County, Georgia,"100,000-149,999",9.6,47856,58818,10962
0500000US13295,Walker County, Georgia,"150,000-199,999",2,47856,58818,10962
0500000US13295,Walker County, Georgia,"200,000+",2.4,47856,58818,10962
0500000US13297,Walton County, Georgia,"0-10,000",4.5,66176,82283,16107
0500000US13297,Walton County, Georgia,"10,000-14,999",2,66176,82283,16107
0500000US13297,Walton County, Georgia,"15,000-24,999",9.9,66176,82283,16107
0500000US13297,Walton County, Georgia,"25,000-34,999",6.6,66176,82283,16107
0500000US13297,Walton County, Georgia,"35,000-49,999",15.2,66176,82283,16107
0500000US13297,Walton County, Georgia,"50,000-74,999",16.9,66176,82283,16107
0500000US13297,Walton County, Georgia,"75,000-99,999",13,66176,82283,16107
0500000US13297,Walton County, Georgia,"100,000-149,999",16.9,66176,82283,16107
0500000US13297,Walton County, Georgia,"150,000-199,999",11.8,66176,82283,16107
0500000US13297,Walton County, Georgia,"200,000+",3.4,66176,82283,16107
0500000US13313,Whitfield County, Georgia,"0-10,000",4.3,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"10,000-14,999",5.9,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"15,000-24,999",9.5,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"25,000-34,999",13.2,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"35,000-49,999",15.5,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"50,000-74,999",18.8,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"75,000-99,999",13.1,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"100,000-149,999",11.4,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"150,000-199,999",3.4,52198,72484,20286
0500000US13313,Whitfield County, Georgia,"200,000+",5,52198,72484,20286
0500000US15001,Hawaii County, Hawaii,"0-10,000",6.2,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"10,000-14,999",4,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"15,000-24,999",10.4,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"25,000-34,999",7.7,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"35,000-49,999",9.9,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"50,000-74,999",16.2,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"75,000-99,999",13.1,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"100,000-149,999",16.7,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"150,000-199,999",8.7,67075,88393,21318
0500000US15001,Hawaii County, Hawaii,"200,000+",7.1,67075,88393,21318
0500000US15003,Honolulu County, Hawaii,"0-10,000",4.6,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"10,000-14,999",2.5,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"15,000-24,999",4.9,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"25,000-34,999",6.1,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"35,000-49,999",8.2,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"50,000-74,999",16.7,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"75,000-99,999",13.5,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"100,000-149,999",20.7,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"150,000-199,999",10.7,87470,111776,24306
0500000US15003,Honolulu County, Hawaii,"200,000+",12.2,87470,111776,24306
0500000US15007,Kauai County, Hawaii,"0-10,000",4.8,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"10,000-14,999",1,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"15,000-24,999",6.7,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"25,000-34,999",5,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"35,000-49,999",11.6,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"50,000-74,999",18.1,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"75,000-99,999",11.9,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"100,000-149,999",23.1,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"150,000-199,999",9.2,81971,100559,18588
0500000US15007,Kauai County, Hawaii,"200,000+",8.5,81971,100559,18588
0500000US15009,Maui County, Hawaii,"0-10,000",6,80754,99883,19129
0500000US15009,Maui County, Hawaii,"10,000-14,999",2.1,80754,99883,19129
0500000US15009,Maui County, Hawaii,"15,000-24,999",5.7,80754,99883,19129
0500000US15009,Maui County, Hawaii,"25,000-34,999",6.6,80754,99883,19129
0500000US15009,Maui County, Hawaii,"35,000-49,999",8.6,80754,99883,19129
0500000US15009,Maui County, Hawaii,"50,000-74,999",18,80754,99883,19129
0500000US15009,Maui County, Hawaii,"75,000-99,999",14.7,80754,99883,19129
0500000US15009,Maui County, Hawaii,"100,000-149,999",18.7,80754,99883,19129
0500000US15009,Maui County, Hawaii,"150,000-199,999",10.4,80754,99883,19129
0500000US15009,Maui County, Hawaii,"200,000+",9.1,80754,99883,19129
0500000US16001,Ada County, Idaho,"0-10,000",3.7,72021,96684,24663
0500000US16001,Ada County, Idaho,"10,000-14,999",2.5,72021,96684,24663
0500000US16001,Ada County, Idaho,"15,000-24,999",6.2,72021,96684,24663
0500000US16001,Ada County, Idaho,"25,000-34,999",8.5,72021,96684,24663
0500000US16001,Ada County, Idaho,"35,000-49,999",11.7,72021,96684,24663
0500000US16001,Ada County, Idaho,"50,000-74,999",18.9,72021,96684,24663
0500000US16001,Ada County, Idaho,"75,000-99,999",15,72021,96684,24663
0500000US16001,Ada County, Idaho,"100,000-149,999",16.7,72021,96684,24663
0500000US16001,Ada County, Idaho,"150,000-199,999",8.2,72021,96684,24663
0500000US16001,Ada County, Idaho,"200,000+",8.6,72021,96684,24663
0500000US16005,Bannock County, Idaho,"0-10,000",5.7,51989,65404,13415
0500000US16005,Bannock County, Idaho,"10,000-14,999",5.7,51989,65404,13415
0500000US16005,Bannock County, Idaho,"15,000-24,999",11.8,51989,65404,13415
0500000US16005,Bannock County, Idaho,"25,000-34,999",11,51989,65404,13415
0500000US16005,Bannock County, Idaho,"35,000-49,999",13.7,51989,65404,13415
0500000US16005,Bannock County, Idaho,"50,000-74,999",20.2,51989,65404,13415
0500000US16005,Bannock County, Idaho,"75,000-99,999",10.5,51989,65404,13415
0500000US16005,Bannock County, Idaho,"100,000-149,999",14.6,51989,65404,13415
0500000US16005,Bannock County, Idaho,"150,000-199,999",5.1,51989,65404,13415
0500000US16005,Bannock County, Idaho,"200,000+",1.8,51989,65404,13415
0500000US16019,Bonneville County, Idaho,"0-10,000",4.9,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"10,000-14,999",3.7,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"15,000-24,999",10.5,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"25,000-34,999",6.1,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"35,000-49,999",14.7,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"50,000-74,999",17.5,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"75,000-99,999",12.5,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"100,000-149,999",18.3,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"150,000-199,999",6.3,64618,84685,20067
0500000US16019,Bonneville County, Idaho,"200,000+",5.3,64618,84685,20067
0500000US16027,Canyon County, Idaho,"0-10,000",3.3,58945,71937,12992
0500000US16027,Canyon County, Idaho,"10,000-14,999",3.7,58945,71937,12992
0500000US16027,Canyon County, Idaho,"15,000-24,999",7.9,58945,71937,12992
0500000US16027,Canyon County, Idaho,"25,000-34,999",10.4,58945,71937,12992
0500000US16027,Canyon County, Idaho,"35,000-49,999",15,58945,71937,12992
0500000US16027,Canyon County, Idaho,"50,000-74,999",23.3,58945,71937,12992
0500000US16027,Canyon County, Idaho,"75,000-99,999",15.2,58945,71937,12992
0500000US16027,Canyon County, Idaho,"100,000-149,999",14.7,58945,71937,12992
0500000US16027,Canyon County, Idaho,"150,000-199,999",3.2,58945,71937,12992
0500000US16027,Canyon County, Idaho,"200,000+",3.2,58945,71937,12992
0500000US16055,Kootenai County, Idaho,"0-10,000",2.8,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"10,000-14,999",2.1,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"15,000-24,999",10.4,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"25,000-34,999",9.8,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"35,000-49,999",12.9,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"50,000-74,999",24.2,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"75,000-99,999",13.9,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"100,000-149,999",16.1,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"150,000-199,999",3.7,62579,74659,12080
0500000US16055,Kootenai County, Idaho,"200,000+",4.1,62579,74659,12080
0500000US16083,Twin Falls County, Idaho,"0-10,000",4.8,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"10,000-14,999",4.8,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"15,000-24,999",10.1,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"25,000-34,999",9.7,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"35,000-49,999",13.5,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"50,000-74,999",23.8,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"75,000-99,999",15.5,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"100,000-149,999",10.7,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"150,000-199,999",2.9,56276,72044,15768
0500000US16083,Twin Falls County, Idaho,"200,000+",4.2,56276,72044,15768
0500000US17001,Adams County, Illinois,"0-10,000",6.3,55727,70658,14931
0500000US17001,Adams County, Illinois,"10,000-14,999",2.4,55727,70658,14931
0500000US17001,Adams County, Illinois,"15,000-24,999",7.6,55727,70658,14931
0500000US17001,Adams County, Illinois,"25,000-34,999",8.7,55727,70658,14931
0500000US17001,Adams County, Illinois,"35,000-49,999",18.1,55727,70658,14931
0500000US17001,Adams County, Illinois,"50,000-74,999",19.8,55727,70658,14931
0500000US17001,Adams County, Illinois,"75,000-99,999",16.6,55727,70658,14931
0500000US17001,Adams County, Illinois,"100,000-149,999",13.5,55727,70658,14931
0500000US17001,Adams County, Illinois,"150,000-199,999",4.3,55727,70658,14931
0500000US17001,Adams County, Illinois,"200,000+",2.5,55727,70658,14931
0500000US17019,Champaign County, Illinois,"0-10,000",10.1,52405,74061,21656
0500000US17019,Champaign County, Illinois,"10,000-14,999",4.1,52405,74061,21656
0500000US17019,Champaign County, Illinois,"15,000-24,999",11.7,52405,74061,21656
0500000US17019,Champaign County, Illinois,"25,000-34,999",8.4,52405,74061,21656
0500000US17019,Champaign County, Illinois,"35,000-49,999",12.1,52405,74061,21656
0500000US17019,Champaign County, Illinois,"50,000-74,999",17.8,52405,74061,21656
0500000US17019,Champaign County, Illinois,"75,000-99,999",10.3,52405,74061,21656
0500000US17019,Champaign County, Illinois,"100,000-149,999",13.3,52405,74061,21656
0500000US17019,Champaign County, Illinois,"150,000-199,999",6.1,52405,74061,21656
0500000US17019,Champaign County, Illinois,"200,000+",6,52405,74061,21656
0500000US17031,Cook County, Illinois,"0-10,000",7,69429,100785,31356
0500000US17031,Cook County, Illinois,"10,000-14,999",4,69429,100785,31356
0500000US17031,Cook County, Illinois,"15,000-24,999",7.9,69429,100785,31356
0500000US17031,Cook County, Illinois,"25,000-34,999",8.2,69429,100785,31356
0500000US17031,Cook County, Illinois,"35,000-49,999",10.5,69429,100785,31356
0500000US17031,Cook County, Illinois,"50,000-74,999",15.7,69429,100785,31356
0500000US17031,Cook County, Illinois,"75,000-99,999",12.1,69429,100785,31356
0500000US17031,Cook County, Illinois,"100,000-149,999",16.2,69429,100785,31356
0500000US17031,Cook County, Illinois,"150,000-199,999",8,69429,100785,31356
0500000US17031,Cook County, Illinois,"200,000+",10.5,69429,100785,31356
0500000US17037,DeKalb County, Illinois,"0-10,000",8.9,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"10,000-14,999",1.7,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"15,000-24,999",9.8,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"25,000-34,999",8.4,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"35,000-49,999",9.6,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"50,000-74,999",18.3,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"75,000-99,999",13.4,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"100,000-149,999",16.7,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"150,000-199,999",7.7,64131,79542,15411
0500000US17037,DeKalb County, Illinois,"200,000+",5.4,64131,79542,15411
0500000US17043,DuPage County, Illinois,"0-10,000",2.6,96403,126800,30397
0500000US17043,DuPage County, Illinois,"10,000-14,999",1.8,96403,126800,30397
0500000US17043,DuPage County, Illinois,"15,000-24,999",5.1,96403,126800,30397
0500000US17043,DuPage County, Illinois,"25,000-34,999",5.4,96403,126800,30397
0500000US17043,DuPage County, Illinois,"35,000-49,999",9,96403,126800,30397
0500000US17043,DuPage County, Illinois,"50,000-74,999",15.2,96403,126800,30397
0500000US17043,DuPage County, Illinois,"75,000-99,999",12.8,96403,126800,30397
0500000US17043,DuPage County, Illinois,"100,000-149,999",21,96403,126800,30397
0500000US17043,DuPage County, Illinois,"150,000-199,999",11.8,96403,126800,30397
0500000US17043,DuPage County, Illinois,"200,000+",15.4,96403,126800,30397
0500000US17089,Kane County, Illinois,"0-10,000",3.3,84368,107823,23455
0500000US17089,Kane County, Illinois,"10,000-14,999",2.4,84368,107823,23455
0500000US17089,Kane County, Illinois,"15,000-24,999",5.8,84368,107823,23455
0500000US17089,Kane County, Illinois,"25,000-34,999",6.3,84368,107823,23455
0500000US17089,Kane County, Illinois,"35,000-49,999",10.7,84368,107823,23455
0500000US17089,Kane County, Illinois,"50,000-74,999",16.4,84368,107823,23455
0500000US17089,Kane County, Illinois,"75,000-99,999",14.1,84368,107823,23455
0500000US17089,Kane County, Illinois,"100,000-149,999",21.4,84368,107823,23455
0500000US17089,Kane County, Illinois,"150,000-199,999",8.4,84368,107823,23455
0500000US17089,Kane County, Illinois,"200,000+",11.3,84368,107823,23455
0500000US17091,Kankakee County, Illinois,"0-10,000",6.1,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"10,000-14,999",3.1,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"15,000-24,999",8.7,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"25,000-34,999",8,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"35,000-49,999",16.7,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"50,000-74,999",15.3,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"75,000-99,999",15.5,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"100,000-149,999",18.5,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"150,000-199,999",5.5,60923,73666,12743
0500000US17091,Kankakee County, Illinois,"200,000+",2.7,60923,73666,12743
0500000US17093,Kendall County, Illinois,"0-10,000",1,104858,114034,9176
0500000US17093,Kendall County, Illinois,"10,000-14,999",0.3,104858,114034,9176
0500000US17093,Kendall County, Illinois,"15,000-24,999",4.8,104858,114034,9176
0500000US17093,Kendall County, Illinois,"25,000-34,999",4.3,104858,114034,9176
0500000US17093,Kendall County, Illinois,"35,000-49,999",6.2,104858,114034,9176
0500000US17093,Kendall County, Illinois,"50,000-74,999",16.5,104858,114034,9176
0500000US17093,Kendall County, Illinois,"75,000-99,999",12.9,104858,114034,9176
0500000US17093,Kendall County, Illinois,"100,000-149,999",29.9,104858,114034,9176
0500000US17093,Kendall County, Illinois,"150,000-199,999",14.9,104858,114034,9176
0500000US17093,Kendall County, Illinois,"200,000+",9.2,104858,114034,9176
0500000US17097,Lake County, Illinois,"0-10,000",3.7,92511,129550,37039
0500000US17097,Lake County, Illinois,"10,000-14,999",2.5,92511,129550,37039
0500000US17097,Lake County, Illinois,"15,000-24,999",5.3,92511,129550,37039
0500000US17097,Lake County, Illinois,"25,000-34,999",5.3,92511,129550,37039
0500000US17097,Lake County, Illinois,"35,000-49,999",10,92511,129550,37039
0500000US17097,Lake County, Illinois,"50,000-74,999",14.3,92511,129550,37039
0500000US17097,Lake County, Illinois,"75,000-99,999",12.4,92511,129550,37039
0500000US17097,Lake County, Illinois,"100,000-149,999",18.3,92511,129550,37039
0500000US17097,Lake County, Illinois,"150,000-199,999",11,92511,129550,37039
0500000US17097,Lake County, Illinois,"200,000+",17.2,92511,129550,37039
0500000US17099,LaSalle County, Illinois,"0-10,000",6.4,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"10,000-14,999",3.6,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"15,000-24,999",9.7,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"25,000-34,999",9.7,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"35,000-49,999",13.7,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"50,000-74,999",19.7,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"75,000-99,999",14.3,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"100,000-149,999",14.8,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"150,000-199,999",5.2,59130,71489,12359
0500000US17099,LaSalle County, Illinois,"200,000+",2.9,59130,71489,12359
0500000US17111,McHenry County, Illinois,"0-10,000",2.2,88879,108205,19326
0500000US17111,McHenry County, Illinois,"10,000-14,999",1.9,88879,108205,19326
0500000US17111,McHenry County, Illinois,"15,000-24,999",5.1,88879,108205,19326
0500000US17111,McHenry County, Illinois,"25,000-34,999",5,88879,108205,19326
0500000US17111,McHenry County, Illinois,"35,000-49,999",10.4,88879,108205,19326
0500000US17111,McHenry County, Illinois,"50,000-74,999",17.1,88879,108205,19326
0500000US17111,McHenry County, Illinois,"75,000-99,999",15.1,88879,108205,19326
0500000US17111,McHenry County, Illinois,"100,000-149,999",20,88879,108205,19326
0500000US17111,McHenry County, Illinois,"150,000-199,999",12.2,88879,108205,19326
0500000US17111,McHenry County, Illinois,"200,000+",10.9,88879,108205,19326
0500000US17113,McLean County, Illinois,"0-10,000",11.6,68784,88239,19455
0500000US17113,McLean County, Illinois,"10,000-14,999",2.5,68784,88239,19455
0500000US17113,McLean County, Illinois,"15,000-24,999",6.9,68784,88239,19455
0500000US17113,McLean County, Illinois,"25,000-34,999",6,68784,88239,19455
0500000US17113,McLean County, Illinois,"35,000-49,999",10.2,68784,88239,19455
0500000US17113,McLean County, Illinois,"50,000-74,999",16.7,68784,88239,19455
0500000US17113,McLean County, Illinois,"75,000-99,999",13.2,68784,88239,19455
0500000US17113,McLean County, Illinois,"100,000-149,999",18,68784,88239,19455
0500000US17113,McLean County, Illinois,"150,000-199,999",7.4,68784,88239,19455
0500000US17113,McLean County, Illinois,"200,000+",7.5,68784,88239,19455
0500000US17115,Macon County, Illinois,"0-10,000",11.7,50839,69620,18781
0500000US17115,Macon County, Illinois,"10,000-14,999",4.1,50839,69620,18781
0500000US17115,Macon County, Illinois,"15,000-24,999",8,50839,69620,18781
0500000US17115,Macon County, Illinois,"25,000-34,999",10.7,50839,69620,18781
0500000US17115,Macon County, Illinois,"35,000-49,999",14.7,50839,69620,18781
0500000US17115,Macon County, Illinois,"50,000-74,999",17.5,50839,69620,18781
0500000US17115,Macon County, Illinois,"75,000-99,999",13.2,50839,69620,18781
0500000US17115,Macon County, Illinois,"100,000-149,999",12.8,50839,69620,18781
0500000US17115,Macon County, Illinois,"150,000-199,999",2.9,50839,69620,18781
0500000US17115,Macon County, Illinois,"200,000+",4.4,50839,69620,18781
0500000US17119,Madison County, Illinois,"0-10,000",5,67440,87113,19673
0500000US17119,Madison County, Illinois,"10,000-14,999",3.4,67440,87113,19673
0500000US17119,Madison County, Illinois,"15,000-24,999",8.8,67440,87113,19673
0500000US17119,Madison County, Illinois,"25,000-34,999",9.4,67440,87113,19673
0500000US17119,Madison County, Illinois,"35,000-49,999",11.2,67440,87113,19673
0500000US17119,Madison County, Illinois,"50,000-74,999",17.2,67440,87113,19673
0500000US17119,Madison County, Illinois,"75,000-99,999",14.1,67440,87113,19673
0500000US17119,Madison County, Illinois,"100,000-149,999",17.6,67440,87113,19673
0500000US17119,Madison County, Illinois,"150,000-199,999",6.5,67440,87113,19673
0500000US17119,Madison County, Illinois,"200,000+",6.8,67440,87113,19673
0500000US17143,Peoria County, Illinois,"0-10,000",8,57247,82292,25045
0500000US17143,Peoria County, Illinois,"10,000-14,999",4.4,57247,82292,25045
0500000US17143,Peoria County, Illinois,"15,000-24,999",10.1,57247,82292,25045
0500000US17143,Peoria County, Illinois,"25,000-34,999",8.7,57247,82292,25045
0500000US17143,Peoria County, Illinois,"35,000-49,999",13.2,57247,82292,25045
0500000US17143,Peoria County, Illinois,"50,000-74,999",17.1,57247,82292,25045
0500000US17143,Peoria County, Illinois,"75,000-99,999",12.5,57247,82292,25045
0500000US17143,Peoria County, Illinois,"100,000-149,999",13.4,57247,82292,25045
0500000US17143,Peoria County, Illinois,"150,000-199,999",6,57247,82292,25045
0500000US17143,Peoria County, Illinois,"200,000+",6.5,57247,82292,25045
0500000US17161,Rock Island County, Illinois,"0-10,000",6.9,58313,70342,12029
0500000US17161,Rock Island County, Illinois,"10,000-14,999",6.4,58313,70342,12029
0500000US17161,Rock Island County, Illinois,"15,000-24,999",8.3,58313,70342,12029
