year,month,day,event_type,sub_event_type,state,county,city,latitude,longitude,fatalities
2020,6,20,Protests,Peaceful protest,Oregon,Josephine,Grants Pass,42.439,-123.331,0
2020,6,20,Protests,Peaceful protest,Missouri,Callaway,Fulton,38.846,-91.948,0
2020,6,20,Protests,Peaceful protest,New York,Nassau,Oyster Bay,40.866,-73.532,0
2020,6,20,Protests,Peaceful protest,Oklahoma,Le Flore,Poteau,35.054,-94.624,0
2020,6,20,Protests,Peaceful protest,Oregon,Lane,Eugene,44.052,-123.087,0
2020,6,20,Protests,Peaceful protest,Washington,King,Tukwila,47.474,-122.261,0
2020,6,20,Protests,Peaceful protest,Florida,Brevard,Melbourne,28.084,-80.608,0
2020,6,20,Protests,Peaceful protest,Missouri,Saint Louis,Florissant,38.789,-90.323,0
2020,6,20,Protests,Peaceful protest,Illinois,Saint Clair,Belleville,38.52,-89.987,0
2020,6,20,Protests,Peaceful protest,Connecticut,Fairfield,Bridgeport,41.18,-73.191,0
2020,6,20,Protests,Peaceful protest,Louisiana,Orleans,New Orleans,29.955,-90.075,0
2020,6,20,Protests,Peaceful protest,Kansas,Shawnee,Topeka,39.048,-95.678,0
2020,6,20,Protests,Peaceful protest,New Mexico,Santa Fe,Santa Fe,35.688,-105.939,0
2020,6,20,Protests,Peaceful protest,Virginia,Newport News,Newport News,37.083,-76.47,0
2020,6,20,Protests,Peaceful protest,Vermont,Chittenden,Burlington,44.476,-73.212,0
2020,6,20,Protests,Peaceful protest,Alabama,Madison,Huntsville,34.729,-86.585,0
2020,6,20,Protests,Peaceful protest,Louisiana,East Baton Rouge,Baton Rouge,30.447,-91.189,0
2020,6,20,Protests,Peaceful protest,West Virginia,Kanawha,Charleston,38.349,-81.632,0
2020,6,20,Protests,Peaceful protest,Massachusetts,Middlesex,Cambridge,42.374,-71.11,0
2020,6,20,Protests,Peaceful protest,Massachusetts,Suffolk,Boston,42.359,-71.064,0
2020,6,20,Protests,Peaceful protest,Massachusetts,Worcester,Oxford,42.117,-71.865,0
2020,6,20,Protests,Peaceful protest,Ohio,Mahoning,Youngstown,41.1,-80.65,0
2020,6,20,Protests,Peaceful protest,Kentucky,Jefferson,Louisville,38.254,-85.759,0
2020,6,20,Protests,Peaceful protest,South Carolina,Horry,Longs,33.938,-78.733,0
2020,6,20,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0
2020,6,20,Protests,Peaceful protest,Rhode Island,Providence,Providence,41.824,-71.412,0
2020,6,20,Protests,Peaceful protest,Florida,Martin,Jensen Beach,27.254,-80.23,0
2020,6,20,Protests,Peaceful protest,Georgia,Chatham,Bloomingdale,32.132,-81.299,0
2020,6,20,Protests,Peaceful protest,Florida,Miami-Dade,Miami,25.765,-80.194,0
2020,6,20,Protests,Peaceful protest,Florida,Broward,Weston,26.1,-80.4,0
2020,6,20,Protests,Peaceful protest,Tennessee,Rutherford,Murfreesboro,35.846,-86.39,0
2020,6,20,Protests,Peaceful protest,Texas,Bexar,San Antonio,29.428,-98.488,0
2020,6,20,Protests,Peaceful protest,South Carolina,Greenville,Greenville,34.853,-82.394,0
2020,6,20,Protests,Peaceful protest,Connecticut,New Haven,East Haven,41.278,-72.872,0
2020,6,20,Protests,Peaceful protest,New York,Onondaga,Syracuse,43.048,-76.147,0
2020,6,20,Protests,Peaceful protest,Maine,Hancock,Deer Isle,44.22,-68.675,0
2020,6,20,Protests,Peaceful protest,Washington,Pacific,Long Beach,46.351,-124.053,0
2020,6,20,Protests,Peaceful protest,Colorado,Larimer,Estes Park,40.371,-105.548,0
2020,6,20,Protests,Peaceful protest,New York,Erie,Buffalo,42.886,-78.878,0
2020,6,20,Protests,Peaceful protest,Florida,Broward,Fort Lauderdale,26.122,-80.138,0
2020,6,20,Protests,Peaceful protest,Alabama,Etowah,Gadsden,34.014,-86.006,0
2020,6,20,Protests,Protest with intervention,North Carolina,Alamance,Graham,36.069,-79.401,0
2020,6,20,Protests,Peaceful protest,Mississippi,Forrest,Hattiesburg,31.327,-89.29,0
2020,6,20,Protests,Peaceful protest,New York,New York,New York City,40.714,-74.006,0
2020,6,20,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0
2020,6,20,Protests,Peaceful protest,South Carolina,Aiken,North Augusta,33.502,-81.965,0
2020,6,20,Protests,Peaceful protest,New York,Rockland,Nyack,41.096,-73.936,0
2020,6,20,Protests,Peaceful protest,Florida,Bay,Panama City,30.159,-85.66,0
2020,6,20,Protests,Peaceful protest,Pennsylvania,Berks,Spring Township,40.329,-76.013,0
2020,6,20,Protests,Peaceful protest,Florida,Pinellas,St. Petersburg,27.77,-82.67,0
2020,6,20,Protests,Peaceful protest,Florida,Palm Beach,Wellington,26.659,-80.241,0
2020,6,20,Protests,Peaceful protest,New Jersey,Bergen,Wyckoff,41.01,-74.168,0
2020,6,20,Protests,Peaceful protest,New York,Nassau,Levittown,40.726,-73.514,0
2020,6,20,Protests,Peaceful protest,New York,Ontario,Naples,42.615,-77.402,0
2020,6,20,Protests,Peaceful protest,Florida,Marion,Ocala,29.188,-82.131,0
2020,6,20,Protests,Peaceful protest,New York,Nassau,Wantagh,40.684,-73.51,0
2020,6,20,Protests,Peaceful protest,Florida,Palm Beach,West Palm Beach,26.71,-80.064,0
2020,6,20,Protests,Peaceful protest,Massachusetts,Worcester,Westborough,42.27,-71.616,0
2020,6,20,Strategic developments,Other,Idaho,Kootenai,Coeur d'Alene,47.678,-116.78,0
2020,6,21,Protests,Protest with intervention,California,Los Angeles,Compton,33.889,-118.224,0
2020,6,21,Protests,Peaceful protest,California,Yolo,Davis,38.554,-121.738,0
2020,6,21,Protests,Peaceful protest,California,San Diego,Encinitas,33.037,-117.292,0
2020,6,21,Protests,Peaceful protest,California,Los Angeles,Gardena,33.897,-118.306,0
2020,6,21,Protests,Peaceful protest,New Hampshire,Carroll,North Conway,44.054,-71.128,0
2020,6,21,Protests,Peaceful protest,California,San Diego,San Diego,32.717,-117.166,0
2020,6,21,Protests,Peaceful protest,California,San Francisco,San Francisco,37.779,-122.419,0
2020,6,21,Protests,Excessive force against protesters,Florida,Hillsborough,Tampa,27.951,-82.457,0
2020,6,21,Protests,Peaceful protest,Louisiana,Bossier,Bossier City,32.516,-93.732,0
2020,6,21,Protests,Peaceful protest,Washington,King,Seattle-CHOP,47.617,-122.319,0
2020,6,21,Riots,Violent demonstration,Oregon,Multnomah,Portland,45.523,-122.676,0
2020,6,21,Protests,Peaceful protest,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0
2020,6,21,Riots,Violent demonstration,Virginia,Richmond,Richmond,37.539,-77.434,0
2020,6,21,Protests,Peaceful protest,North Carolina,Buncombe,Asheville,35.601,-82.554,0
2020,6,21,Protests,Peaceful protest,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0
2020,6,21,Protests,Protest with intervention,Missouri,Saint Louis,Florissant,38.789,-90.323,0
2020,6,21,Protests,Peaceful protest,Missouri,Taney,Branson,36.644,-93.219,0
2020,6,21,Riots,Violent demonstration,Ohio,Franklin,Columbus,39.961,-82.999,0
2020,6,21,Protests,Peaceful protest,California,San Mateo,El Granada,37.503,-122.469,0
2020,6,21,Protests,Peaceful protest,Washington,King,Seattle,47.606,-122.333,0
2020,6,21,Protests,Peaceful protest,Oregon,Lane,Eugene,44.052,-123.087,0
2020,6,21,Protests,Peaceful protest,Oregon,Clackamas,West Linn,45.366,-122.612,0
2020,6,21,Protests,Peaceful protest,Pennsylvania,Centre,State College,40.793,-77.86,0
2020,6,21,Violence against civilians,Attack,New York,Queens,New York-Queens,40.731,-73.796,0
2020,6,21,Protests,Peaceful protest,District of Columbia,District of Columbia,Washington DC,38.89,-77.009,0
2020,6,21,Protests,Peaceful protest,Alabama,Talladega,Talladega,33.436,-86.106,0
2020,6,21,Protests,Peaceful protest,Georgia,Oconee,Watkinsville,33.863,-83.409,0
2020,6,21,Protests,Peaceful protest,Wisconsin,Dane,Madison,43.075,-89.384,0
2020,6,21,Protests,Peaceful protest,Massachusetts,Berkshire,Pittsfield,42.45,-73.245,0
2020,6,21,Protests,Peaceful protest,Massachusetts,Berkshire,North Adams,42.699,-73.114,0
2020,6,21,Protests,Peaceful protest,Alabama,Jefferson,Birmingham,33.521,-86.802,0
2020,6,21,Protests,Peaceful protest,North Carolina,Beaufort,Washington,35.547,-77.052,0
2020,6,21,Protests,Peaceful protest,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0
2020,6,21,Protests,Peaceful protest,Illinois,Cook,Chicago,41.85,-87.65,0
2020,6,21,Protests,Peaceful protest,Colorado,Denver,Denver,39.739,-104.991,0
2020,6,21,Protests,Protest with intervention,North Carolina,Alamance,Graham,36.069,-79.401,0
2020,6,21,Protests,Peaceful protest,Alabama,Etowah,Gadsden,34.014,-86.006,0
2020,6,21,Protests,Peaceful protest,Massachusetts,Franklin,Northfield,42.694,-72.456,0
2020,6,21,Protests,Peaceful protest,Hawaii,Hawaii,Hilo,19.73,-155.091,0
2020,6,21,Protests,Peaceful protest,California,Santa Cruz,Santa Cruz,36.974,-122.03,0
2020,6,21,Protests,Peaceful protest,California,San Mateo,Redwood City,37.485,-122.236,0
2020,6,21,Protests,Peaceful protest,Pennsylvania,Allegheny,Pittsburgh,40.441,-79.996,0
2020,6,21,Strategic developments,Other,Washington,King,Seattle,47.606,-122.333,0
2020,6,21,Protests,Peaceful protest,Colorado,El Paso,Colorado Springs,38.834,-104.821,0
2020,6,21,Protests,Peaceful protest,Kentucky,Fayette,Lexington,38.041,-84.504,0
2020,6,21,Protests,Peaceful protest,Nebraska,Lancaster,Lincoln,40.808,-96.7,0
2020,6,21,Protests,Peaceful protest,Virginia,Loudoun,Sterling,39.002,-77.404,0
2020,6,21,Protests,Peaceful protest,Nevada,Clark,Las Vegas,36.175,-115.137,0
2020,6,21,Protests,Peaceful protest,Oregon,Jackson,Medford,42.327,-122.876,0
2020,6,21,Protests,Peaceful protest,Oregon,Marion,Salem,44.938,-123.03,0
2020,6,21,Protests,Peaceful protest,Washington,Pierce,Tacoma,47.253,-122.444,0
2020,6,21,Protests,Peaceful protest,Maine,Sagadahoc,Bath,43.911,-69.821,0
2020,6,21,Protests,Peaceful protest,Virginia,Roanoke City,Roanoke,37.271,-79.941,0
2020,6,21,Protests,Peaceful protest,Missouri,Cape Girardeau,Cape Girardeau,37.305,-89.519,0
2020,6,21,Protests,Peaceful protest,Ohio,Mahoning,Canfield,41.025,-80.761,0
2020,6,21,Protests,Peaceful protest,North Carolina,Mecklenburg,Matthews,35.116,-80.724,0
2020,6,21,Protests,Peaceful protest,Massachusetts,Suffolk,Boston,42.359,-71.064,0
2020,6,21,Protests,Peaceful protest,Mississippi,Jefferson Davis,Prentiss,31.599,-89.867,0
2020,6,21,Protests,Peaceful protest,Mississippi,Jackson,Moss Point,30.412,-88.534,0
2020,6,21,Protests,Peaceful protest,Florida,Martin,Palm City,27.168,-80.266,0
2020,6,21,Protests,Peaceful protest,Georgia,Muscogee,Columbus,32.461,-84.988,0
2020,6,21,Protests,Peaceful protest,New York,Erie,Buffalo,42.886,-78.878,0
2020,6,21,Protests,Peaceful protest,Texas,Bexar,San Antonio,29.428,-98.488,0
2020,6,21,Protests,Peaceful protest,Maine,Hancock,Deer Isle,44.22,-68.675,0
2020,6,21,Protests,Peaceful protest,South Carolina,Beaufort,Beaufort,32.432,-80.67,0
2020,6,21,Protests,Peaceful protest,Pennsylvania,Luzerne,Wilkes-Barre,41.246,-75.881,0
2020,6,21,Protests,Peaceful protest,New Jersey,Passaic,Passaic,40.857,-74.128,0
2020,6,21,Protests,Protest with intervention,Virginia,Charlottesville,Charlottesville,38.029,-78.477,0
2020,6,22,Protests,Peaceful protest,Texas,Bastrop,Bastrop,30.11,-97.315,0
2020,6,22,Protests,Peaceful protest,Massachusetts,Suffolk,Boston,42.359,-71.064,0
2020,6,22,Protests,Peaceful protest,New York,Suffolk,Brookhaven,40.844,-73.016,0
2020,6,22,Protests,Peaceful protest,Connecticut,Fairfield,New Canaan,41.148,-73.493,0
2020,6,22,Protests,Peaceful protest,California,Alameda,Oakland,37.804,-122.271,0
2020,6,22,Protests,Peaceful protest,California,San Francisco,San Francisco,37.779,-122.419,0
2020,6,22,Protests,Protest with intervention,California,Orange,Santa Ana,33.747,-117.874,0
2020,6,22,Protests,Peaceful protest,Texas,Smith,Tyler,32.351,-95.301,0
2020,6,22,Protests,Peaceful protest,New York,Westchester,Yonkers,40.931,-73.899,0
2020,6,22,Protests,Peaceful protest,Florida,Palm Beach,Boca Raton,26.359,-80.083,0
2020,6,22,Protests,Peaceful protest,Colorado,Denver,Denver,39.739,-104.991,0
2020,6,22,Protests,Peaceful protest,Oregon,Multnomah,Portland,45.523,-122.676,0
2020,6,22,Protests,Peaceful protest,Washington,King,Seattle-CHOP,47.617,-122.319,0
2020,6,22,Protests,Peaceful protest,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0
2020,6,22,Riots,Violent demonstration,District of Columbia,District of Columbia,Washington DC,38.89,-77.009,0
2020,6,22,Riots,Violent demonstration,Virginia,Richmond,Richmond,37.539,-77.434,0
2020,6,22,Strategic developments,Change to group/activity,Virginia,Richmond,Richmond,37.539,-77.434,0
2020,6,22,Protests,Peaceful protest,Michigan,Ingham,Lansing,42.734,-84.555,0
2020,6,22,Protests,Protest with intervention,Iowa,Polk,Des Moines,41.586,-93.623,0
2020,6,22,Protests,Peaceful protest,Arizona,Maricopa,Phoenix,33.449,-112.074,0
2020,6,22,Protests,Peaceful protest,Oregon,Lane,Eugene,44.052,-123.087,0
2020,6,22,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0
2020,6,22,Protests,Peaceful protest,Georgia,Gwinnett,Buford,34.121,-84.004,0
2020,6,22,Protests,Peaceful protest,Ohio,Franklin,Worthington,40.093,-83.018,0
2020,6,22,Protests,Peaceful protest,California,Solano,Vallejo,38.104,-122.257,0
2020,6,22,Protests,Peaceful protest,North Carolina,Cumberland,Fayetteville,35.053,-78.878,0
2020,6,22,Protests,Peaceful protest,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0
2020,6,22,Protests,Peaceful protest,Georgia,Fulton,Atlanta,33.756,-84.39,0
2020,6,22,Protests,Peaceful protest,Ohio,Hamilton,Cincinnati,39.127,-84.514,0
2020,6,22,Protests,Protest with intervention,Iowa,Johnson,Iowa City,41.661,-91.53,0
2020,6,22,Protests,Peaceful protest,Michigan,Washtenaw,Ypsilanti,42.243,-83.618,0
2020,6,22,Protests,Peaceful protest,Florida,St. Johns,Saint Augustine,29.895,-81.314,0
2020,6,22,Protests,Peaceful protest,Texas,Bexar,San Antonio,29.428,-98.488,0
2020,6,22,Protests,Peaceful protest,California,San Diego,San Diego,32.717,-117.166,0
2020,6,22,Protests,Peaceful protest,Indiana,Madison,Anderson,40.105,-85.68,0
2020,6,22,Protests,Peaceful protest,Hawaii,Honolulu,Honolulu,21.307,-157.858,0
2020,6,22,Protests,Peaceful protest,Oregon,Lane,Springfield,44.054,-122.981,0
2020,6,22,Protests,Peaceful protest,Oklahoma,Muskogee,Muskogee,35.748,-95.37,0
2020,6,22,Protests,Peaceful protest,California,Alameda,Oakland,37.804,-122.271,0
2020,6,22,Protests,Peaceful protest,California,Los Angeles,Los Angeles,34.043,-118.25,0
2020,6,22,Protests,Peaceful protest,Nebraska,Lancaster,Lincoln,40.808,-96.7,0
2020,6,22,Protests,Peaceful protest,Iowa,Washington,Washington,41.301,-91.693,0
2020,6,22,Protests,Peaceful protest,California,Los Angeles,Compton,33.889,-118.224,0
2020,6,22,Protests,Peaceful protest,Georgia,Turner,Ashburn,31.706,-83.653,0
2020,6,22,Protests,Peaceful protest,California,Marin,Marin City,37.869,-122.509,0
2020,6,22,Protests,Peaceful protest,Oregon,Josephine,Grants Pass,42.439,-123.331,0
2020,6,22,Protests,Peaceful protest,Oklahoma,Okmulgee,Okmulgee,35.623,-95.961,0
2020,6,22,Protests,Peaceful protest,New York,Queens,New York-Queens,40.731,-73.796,0
2020,6,22,Protests,Peaceful protest,New York,Kings,New York-Brooklyn,40.69,-73.986,0
2020,6,22,Protests,Peaceful protest,Minnesota,Ramsey,Saint Paul,44.951,-93.095,0
2020,6,22,Protests,Peaceful protest,Michigan,Marquette,Marquette,46.546,-87.407,0
2020,6,22,Protests,Peaceful protest,South Carolina,Richland,Charleston,32.776,-79.931,0
2020,6,22,Protests,Peaceful protest,Indiana,Marion,Indianapolis,39.769,-86.158,0
2020,6,22,Protests,Peaceful protest,Louisiana,Orleans,New Orleans,29.955,-90.075,0
2020,6,22,Protests,Peaceful protest,North Carolina,Forsyth,Winston-Salem,36.1,-80.244,0
2020,6,22,Protests,Peaceful protest,California,Mendocino,Willits,39.41,-123.356,0
2020,6,22,Protests,Peaceful protest,Tennessee,Davidson,Nashville,36.166,-86.784,0
2020,6,22,Protests,Peaceful protest,Idaho,Nez Perce,Lewiston,46.417,-117.018,0
2020,6,22,Protests,Peaceful protest,Washington,King,Seattle,47.606,-122.333,0
2020,6,22,Protests,Peaceful protest,West Virginia,Hardy,Hardy,39.008,-78.858,0
2020,6,22,Protests,Peaceful protest,Virginia,Loudoun,Ashburn,39.044,-77.487,0
2020,6,22,Protests,Peaceful protest,North Carolina,Mecklenburg,Charlotte,35.227,-80.843,0
2020,6,22,Protests,Peaceful protest,New York,Monroe,Rochester,43.155,-77.616,0
2020,6,22,Protests,Peaceful protest,Delaware,Sussex,Selbyville,38.46,-75.221,0
2020,6,22,Protests,Peaceful protest,New York,Dutchess,Poughkeepsie,41.7,-73.93,0
2020,6,22,Riots,Violent demonstration,Wisconsin,Dane,Sun Prairie,43.182,-89.213,0
2020,6,23,Protests,Peaceful protest,California,Los Angeles,Los Angeles,34.043,-118.25,0
2020,6,23,Protests,Peaceful protest,Massachusetts,Middlesex,Lowell,42.633,-71.316,0
2020,6,23,Protests,Peaceful protest,New York,Sullivan,Monticello,41.654,-74.691,0
2020,6,23,Protests,Peaceful protest,New York,Queens,New York-Queens,40.731,-73.796,0
2020,6,23,Protests,Peaceful protest,California,Alameda,Oakland,37.804,-122.271,0
2020,6,23,Riots,Violent demonstration,Arizona,Maricopa,Phoenix,33.449,-112.074,0
2020,6,23,Riots,Mob violence,New Mexico,Santa Fe,Santa Fe,35.688,-105.939,0
2020,6,23,Protests,Peaceful protest,Massachusetts,Worcester,Upton,42.174,-71.604,0
2020,6,23,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0
2020,6,23,Protests,Protest with intervention,Alabama,Mobile,Mobile,30.694,-88.043,0
2020,6,23,Protests,Peaceful protest,Washington,King,Seattle-CHOP,47.617,-122.319,0
2020,6,23,Protests,Peaceful protest,Idaho,Kootenai,Coeur d'Alene,47.678,-116.78,0
2020,6,23,Protests,Peaceful protest,Alaska,Sitka,Sitka,57.053,-135.331,0
2020,6,23,Protests,Peaceful protest,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0
2020,6,23,Riots,Violent demonstration,District of Columbia,District of Columbia,Washington DC,38.89,-77.009,0
2020,6,23,Riots,Violent demonstration,Wisconsin,Dane,Madison,43.075,-89.384,0
2020,6,23,Riots,Mob violence,Wisconsin,Milwaukee,Milwaukee,43.038,-87.906,0
2020,6,23,Protests,Peaceful protest,Ohio,Montgomery,Riverside,39.78,-84.124,0
2020,6,23,Protests,Peaceful protest,Ohio,Cuyahoga,Cleveland,41.482,-81.67,0
2020,6,23,Protests,Peaceful protest,California,Orange,Laguna Beach,33.531,-117.769,0
2020,6,23,Strategic developments,Other,Washington,King,Seattle,47.606,-122.333,0
2020,6,23,Protests,Peaceful protest,Georgia,Fulton,Atlanta,33.756,-84.39,0
2020,6,23,Protests,Protest with intervention,Ohio,Franklin,Columbus,39.961,-82.999,0
2020,6,23,Protests,Peaceful protest,Maryland,Howard,Ellicott City,39.268,-76.799,0
2020,6,23,Protests,Protest with intervention,New York,Erie,Buffalo,42.886,-78.878,0
2020,6,23,Protests,Protest with intervention,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0
2020,6,23,Protests,Peaceful protest,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0
2020,6,23,Protests,Peaceful protest,Pennsylvania,Centre,Bellefonte,40.913,-77.778,0
2020,6,23,Protests,Peaceful protest,Michigan,Wayne,Detroit,42.335,-83.048,0
2020,6,23,Protests,Peaceful protest,Idaho,Ada,Boise,43.618,-116.2,0
2020,6,23,Protests,Peaceful protest,Arkansas,Pulaski,Little Rock,34.746,-92.288,0
2020,6,23,Protests,Peaceful protest,California,Contra Costa,Danville,37.822,-121.998,0
2020,6,23,Protests,Peaceful protest,Michigan,Ingham,Lansing,42.734,-84.555,0
2020,6,23,Protests,Peaceful protest,Nebraska,Lancaster,Lincoln,40.808,-96.7,0
2020,6,23,Protests,Peaceful protest,Michigan,Oakland,Pontiac,42.639,-83.291,0
2020,6,23,Protests,Peaceful protest,Colorado,Logan,Sterling,40.626,-103.208,0
2020,6,23,Protests,Peaceful protest,Michigan,Washtenaw,Ann Arbor,42.28,-83.746,0
2020,6,23,Protests,Peaceful protest,Virginia,Charlottesville,Charlottesville,38.029,-78.477,0
2020,6,23,Protests,Peaceful protest,New Jersey,Bergen,Montvale,41.048,-74.061,0
2020,6,23,Protests,Peaceful protest,Illinois,Champaign,Urbana,40.11,-88.204,0
2020,6,23,Protests,Peaceful protest,New Jersey,Burlington,Mount Holly,39.993,-74.788,0
2020,6,23,Protests,Peaceful protest,Alaska,Sitka,Sitka,57.053,-135.331,0
2020,6,23,Protests,Peaceful protest,Virginia,Richmond,Richmond,37.539,-77.434,0
2020,6,23,Riots,Violent demonstration,Missouri,Saint Louis,Florissant,38.789,-90.323,0
2020,6,23,Protests,Peaceful protest,Alabama,Lauderdale,Florence,34.8,-87.677,0
2020,6,23,Protests,Protest with intervention,District of Columbia,District of Columbia,Washington DC,38.917,-77,0
2020,6,23,Protests,Peaceful protest,Illinois,Champaign,Urbana,40.11,-88.204,0
2020,6,23,Protests,Peaceful protest,North Carolina,Gaston,Gastonia,35.262,-81.187,0
2020,6,23,Protests,Peaceful protest,Delaware,New Castle,Wilmington,39.744,-75.552,0
2020,6,23,Protests,Peaceful protest,Kentucky,Jefferson,Louisville,38.254,-85.759,0
2020,6,23,Protests,Peaceful protest,Massachusetts,Suffolk,Boston,42.359,-71.064,0
2020,6,23,Protests,Peaceful protest,Georgia,Fulton,Atlanta,33.756,-84.39,0
2020,6,23,Strategic developments,Other,Florida,Broward,Fort Lauderdale,26.122,-80.138,0
2020,6,23,Protests,Peaceful protest,West Virginia,Wood,Parkersburg,39.267,-81.561,0
2020,6,23,Protests,Peaceful protest,Pennsylvania,Cumberland,Shippensburg,40.051,-77.52,0
2020,6,23,Protests,Peaceful protest,Washington,King,Seattle,47.606,-122.333,0
2020,6,23,Protests,Peaceful protest,Oregon,Multnomah,Portland,45.523,-122.676,0
2020,6,23,Protests,Peaceful protest,California,Sacramento,Sacramento,38.58,-121.496,0
2020,6,23,Protests,Peaceful protest,Ohio,Cuyahoga,University Heights,41.498,-81.537,0
2020,6,23,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0
2020,6,23,Protests,Peaceful protest,Massachusetts,Worcester,Worcester,42.263,-71.802,0
2020,6,23,Protests,Peaceful protest,Arizona,Maricopa,Phoenix,33.449,-112.074,0
2020,6,23,Strategic developments,Other,Arizona,Maricopa,Phoenix,33.449,-112.074,0
2020,6,24,Protests,Peaceful protest,Massachusetts,Suffolk,Boston,42.359,-71.064,0
2020,6,24,Protests,Peaceful protest,Massachusetts,Middlesex,Cambridge,42.374,-71.11,0
2020,6,24,Riots,Violent demonstration,Connecticut,New Haven,New Haven,41.308,-72.928,0
2020,6,24,Protests,Peaceful protest,Arizona,Maricopa,Scottsdale,33.494,-111.926,0
2020,6,24,Protests,Peaceful protest,Arizona,Maricopa,Tempe,33.425,-111.94,0
2020,6,24,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0
2020,6,24,Protests,Peaceful protest,Florida,Miami-Dade,South Miami,25.705,-80.291,0
2020,6,24,Protests,Peaceful protest,Oregon,Multnomah,Portland,45.523,-122.676,0
2020,6,24,Protests,Peaceful protest,Washington,King,Seattle-CHOP,47.617,-122.319,0
2020,6,24,Protests,Peaceful protest,Oregon,Multnomah,Portland,45.523,-122.676,0
2020,6,24,Protests,Peaceful protest,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0
2020,6,24,Protests,Peaceful protest,Oregon,Linn,Sweet Home,44.402,-122.703,0
2020,6,24,Protests,Protest with intervention,North Carolina,Durham,Durham,35.994,-78.899,0
2020,6,24,Protests,Peaceful protest,Kentucky,Franklin,Frankfort,38.201,-84.874,0
2020,6,24,Protests,Peaceful protest,Virginia,Charlottesville,Charlottesville,38.029,-78.477,0
2020,6,24,Protests,Peaceful protest,Illinois,Cook,Chicago,41.85,-87.65,0
2020,6,24,Protests,Peaceful protest,Michigan,Oceana,Shelby,43.612,-86.364,0
2020,6,24,Protests,Peaceful protest,Ohio,Franklin,Columbus,39.961,-82.999,0
2020,6,24,Protests,Peaceful protest,Arizona,Maricopa,Phoenix,33.449,-112.074,0
2020,6,24,Strategic developments,Change to group/activity,Wisconsin,Dane,Madison,43.075,-89.384,0
2020,6,24,Strategic developments,Other,Arizona,Maricopa,Phoenix,33.449,-112.074,0
2020,6,24,Protests,Peaceful protest,California,Kern,Bakersfield,35.373,-119.019,0
2020,6,24,Protests,Peaceful protest,New York,Erie,Buffalo,42.886,-78.878,0
2020,6,24,Protests,Peaceful protest,Minnesota,Ramsey,Saint Paul,44.951,-93.095,0
2020,6,24,Protests,Peaceful protest,California,San Francisco,San Francisco,37.779,-122.419,0
2020,6,24,Protests,Peaceful protest,California,Orange,San Juan Capistrano,33.502,-117.663,0
2020,6,24,Protests,Peaceful protest,Colorado,Denver,Denver,39.739,-104.991,0
2020,6,24,Strategic developments,Change to group/activity,District of Columbia,District of Columbia,Washington DC,38.89,-77.009,0
2020,6,24,Protests,Peaceful protest,California,Los Angeles,Los Angeles,34.043,-118.25,0
2020,6,24,Strategic developments,Other,California,El Dorado,South Lake Tahoe,38.933,-119.984,0
2020,6,24,Protests,Peaceful protest,Florida,Hillsborough,Tampa,27.951,-82.457,0
2020,6,24,Protests,Peaceful protest,New York,Jefferson,Watertown,43.975,-75.911,0
2020,6,24,Protests,Peaceful protest,Maryland,Baltimore,Catonsville,39.272,-76.732,0
2020,6,24,Protests,Peaceful protest,Arkansas,Pulaski,Little Rock,34.746,-92.288,0
2020,6,24,Protests,Peaceful protest,Oregon,Marion,Salem,44.938,-123.03,0
2020,6,24,Protests,Peaceful protest,California,Contra Costa,Antioch,38.004,-121.807,0
2020,6,24,Protests,Peaceful protest,Texas,Bexar,San Antonio,29.428,-98.488,0
2020,6,24,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0
2020,6,24,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0
2020,6,24,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0
2020,6,24,Protests,Peaceful protest,Nebraska,Lancaster,Lincoln,40.808,-96.7,0
2020,6,24,Protests,Peaceful protest,California,Orange,Orange,33.788,-117.853,0
2020,6,24,Protests,Peaceful protest,Texas,Harrison,Marshall,32.545,-94.367,0
2020,6,24,Protests,Peaceful protest,Ohio,Miami,Tipp City,39.958,-84.172,0
2020,6,24,Protests,Peaceful protest,Wisconsin,Milwaukee,Wauwatosa,43.05,-88.008,0
2020,6,24,Protests,Peaceful protest,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0
