year,month,day,event_type,sub_event_type,state,county,city,latitude,longitude,fatalities,id,estimate_households_total,estimate_households_total_less_than_10_000,estimate_households_total_10_000_to_14_999,estimate_households_total_15_000_to_24_999,estimate_households_total_25_000_to_34_999,estimate_households_total_35_000_to_49_999,estimate_households_total_50_000_to_74_999,estimate_households_total_75_000_to_99_999,estimate_households_total_100_000_to_149_999,estimate_households_total_150_000_to_199_999,estimate_households_total_200_000_or_more,estimate_households_median_income_dollars,estimate_households_mean_income_dollars,disparity_value,income_class
2020,9,8,Protests,Protest with intervention,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,9,8,Protests,Peaceful protest,Virginia,Portsmouth,Portsmouth,36.835,-76.298,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,8,Protests,Peaceful protest,New York,Monroe,Rochester,43.155,-77.616,0,0500000US36055,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
2020,9,8,Protests,Peaceful protest,New York,Oneida,Rome,43.213,-75.456,0,0500000US36065,90273,4.7,5.7,10.7,8.2,13.9,18.5,12.9,14.3,6.8,4.3,57391,75821,18430,Low
2020,9,8,Protests,Peaceful protest,California,Santa Barbara,Santa Maria,34.953,-120.436,0,0500000US06083,146466,5.3,2.9,6.4,5.6,12.7,16.8,12.5,17,7.3,13.6,75653,112619,36966,Very High
2020,9,8,Protests,Peaceful protest,Florida,Sarasota,Sarasota,27.336,-82.531,0,0500000US12115,187411,3.3,3,8.2,7.8,13.5,19.9,14.6,16.1,5.6,8,66342,94576,28234,High
2020,9,8,Protests,Peaceful protest,Washington,King,Seattle,47.606,-122.333,0,0500000US53033,907761,4.1,2.3,4.6,4.9,7.9,13.4,11,19.3,11.6,21,102594,139525,36931,Very High
2020,9,8,Protests,Peaceful protest,Massachusetts,Hampden,Southwick,42.055,-72.77,0,0500000US25013,179970,7.1,6.5,9.7,8.8,11.1,16.6,11.2,16.5,6.4,6,60161,81547,21386,Middle
2020,9,8,Protests,Peaceful protest,Nevada,Washoe,Sparks,39.535,-119.753,0,0500000US32031,191091,4.2,3.7,8.2,6.8,11,17.7,14.8,18.8,7,7.8,71881,97948,26067,High
2020,9,8,Protests,Peaceful protest,New York,Monroe,Spencerport,43.187,-77.804,0,0500000US36055,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
2020,9,8,Protests,Peaceful protest,Missouri,Saint Louis City,St. Louis,38.627,-90.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,8,Protests,Peaceful protest,Oklahoma,Payne,Stillwater,36.116,-97.058,0,0500000US40119,31788,13.9,5,13.9,10.1,16.4,14.2,12,8.4,2.5,3.4,41272,57813,16541,Very Low
2020,9,8,Protests,Peaceful protest,Kentucky,Spencer,Taylorsville,38.032,-85.342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,8,Protests,Peaceful protest,Arizona,Pima,Tucson,32.222,-110.926,0,0500000US04019,410404,6.9,4.3,9.7,10,14.5,17.4,13.1,13.8,5.2,5,56169,76892,20723,Low
2020,9,8,Protests,Peaceful protest,Florida,Palm Beach,West Palm Beach,26.71,-80.064,0,0500000US12099,568915,5.2,4.1,8.1,8.4,12.4,16.3,12.2,15.6,6.7,11,66623,101876,35253,High
2020,9,8,Protests,Peaceful protest,Illinois,DuPage,Wheaton,41.866,-88.107,0,0500000US17043,342195,2.6,1.8,5.1,5.4,9,15.2,12.8,21,11.8,15.4,96403,126800,30397,Very High
2020,9,8,Protests,Peaceful protest,Kansas,Sedgwick,Wichita,37.687,-97.331,0,0500000US20173,199517,5.7,4.5,8.6,9,13.6,19.9,12.2,16.2,5.5,4.7,59716,78411,18695,Low
2020,9,8,Protests,Peaceful protest,North Carolina,Forsyth,Winston-Salem,36.1,-80.244,0,0500000US37067,148151,7.7,4.4,12,10.9,13.1,17.4,12.5,11.9,4.9,5.2,52017,74136,22119,Very Low
2020,9,8,Protests,Peaceful protest,Michigan,Washtenaw,Ann Arbor,42.28,-83.746,0,0500000US26161,141680,5.7,3.9,5.6,7.3,9.2,17.4,13.2,16.7,8.6,12.4,76576,107685,31109,Very High
2020,9,8,Protests,Peaceful protest,Virginia,Henrico,Henrico,37.458,-77.296,0,0500000US51087,130591,4.4,2.7,8.3,7,13.7,18.3,11.3,15.3,8,11,68024,98334,30310,High
2020,9,9,Protests,Peaceful protest,Alabama,Marshall,Albertville,34.268,-86.209,0,0500000US01095,35330,8,4.6,12.6,8.1,16.9,21.2,12,9.8,3.6,3.2,49467,63823,14356,Very Low
2020,9,9,Protests,Peaceful protest,Massachusetts,Middlesex,Arlington,42.416,-71.156,0,0500000US25017,612366,4,2.7,4.6,4.5,7.2,12.5,11.3,19,13,21.3,107056,142727,35671,Very High
2020,9,9,Protests,Peaceful protest,Louisiana,East Baton Rouge,Baton Rouge,30.447,-91.189,0,0500000US22033,161536,8.7,5.6,9.7,9.6,11.4,16.8,12,12.7,6.4,7.1,56451,82783,26332,Low
2020,9,9,Protests,Peaceful protest,Vermont,Chittenden,Burlington,44.476,-73.212,0,0500000US50007,68516,6.2,3.5,4.6,7.1,9.8,17.3,13.6,18.7,9.1,10.3,76806,98519,21713,Very High
2020,9,9,Protests,Peaceful protest,Illinois,Cook,Chicago,41.85,-87.65,0,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
2020,9,9,Protests,Peaceful protest,South Carolina,Richland,Columbia,34,-81.033,0,0500000US45079,153484,9.7,3.5,9.9,9.3,14.7,16.4,12,12.7,6.6,5,52293,76348,24055,Very Low
2020,9,9,Protests,Peaceful protest,Texas,Dallas,Dallas,32.779,-96.8,0,0500000US48113,940587,6.2,3.2,7.7,8.7,14.3,19.3,12.4,14.5,5.6,8.1,61796,91752,29956,Middle
2020,9,9,Protests,Peaceful protest,California,Humboldt,Eureka,40.804,-124.165,0,0500000US06023,55692,7.6,11.7,7.1,8.2,14.2,15.3,11.5,12.7,5.5,6.2,51662,76880,25218,Very Low
2020,9,9,Protests,Peaceful protest,South Carolina,Cherokee,Gaffney,35.072,-81.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,9,Protests,Peaceful protest,Connecticut,Hartford,Hartford,41.767,-72.676,0,0500000US09003,353234,6.5,3.7,7,7,9.9,15.7,12.9,17.7,9.4,10.3,75381,101930,26549,Very High
2020,9,9,Protests,Peaceful protest,New York,Suffolk,Hauppauge,40.826,-73.203,0,0500000US36103,499744,2.9,1.9,4.5,4.7,7.5,13.1,12,21.1,13.3,18.9,106228,138724,32496,Very High
2020,9,9,Protests,Peaceful protest,Tennessee,Knox,Knoxville,35.96,-83.922,0,0500000US47093,191925,7.1,3.7,10.1,9.2,12.4,17.3,13.6,14.6,5.3,6.7,60283,83334,23051,Middle
2020,9,9,Protests,Peaceful protest,Louisiana,Lafayette,LaFayette,30.224,-92.02,0,0500000US22055,94490,8.6,4.3,10.6,8.6,11.2,15.1,12.9,14.9,6.4,7.3,60567,83575,23008,Middle
2020,9,9,Protests,Peaceful protest,Pennsylvania,Washington,Langeloth,40.365,-80.414,0,0500000US42125,86716,5.1,5.5,7,8.6,12.6,16.8,12.9,15.8,7.9,7.7,65431,88498,23067,High
2020,9,9,Protests,Peaceful protest,Nevada,Clark,Las Vegas,36.175,-115.137,0,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
2020,9,9,Protests,Peaceful protest,Massachusetts,Essex,Lawrence,42.708,-71.16,0,0500000US25009,297898,4.3,3.8,7.3,6.2,9,14.1,13.7,16.4,10.1,15.1,83810,115702,31892,Very High
2020,9,9,Protests,Peaceful protest,Idaho,Nez Perce,Lewiston,46.417,-117.018,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,9,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,80016,27402,Very Low
2020,9,9,Protests,Peaceful protest,California,Alameda,Oakland,37.804,-122.271,0,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High
2020,9,9,Protests,Peaceful protest,Pennsylvania,Philadelphia,Philadelphia,39.952,-75.164,0,0500000US42101,619505,12.2,6.6,9.7,9.9,13.3,16.3,10.8,10.5,5.1,5.7,47474,72748,25274,Very Low
2020,9,9,Protests,Peaceful protest,Pennsylvania,Allegheny,Pittsburgh,40.441,-79.996,0,0500000US42003,553858,6.4,3.6,8.4,8.6,11.9,17.5,12.7,16.1,7,7.9,64871,91448,26577,Middle
2020,9,9,Protests,Peaceful protest,Pennsylvania,Berks,Reading,40.336,-75.927,0,0500000US42011,154696,5,3.1,7.8,7.6,13.7,18.1,13.6,19.3,6.6,5.2,67708,84720,17012,High
2020,9,9,Protests,Peaceful protest,California,Sacramento,Sacramento,38.58,-121.496,0,0500000US06067,556752,4.4,4,7.1,7.8,11.1,17.6,13.7,17.4,8.5,8.4,72017,93318,21301,High
2020,9,9,Protests,Peaceful protest,North Carolina,Rowan,Salisbury,35.671,-80.474,0,0500000US37159,55241,4.4,5.5,13.6,9.8,14.5,21.5,12.8,11.4,3.7,2.8,51927,65593,13666,Very Low
2020,9,9,Protests,Peaceful protest,Arizona,Maricopa,Scottsdale,33.494,-111.926,0,0500000US04013,1611722,5,2.8,7.2,7.5,12.8,18.6,13.7,16.8,7.3,8.3,68649,92992,24343,High
2020,9,9,Protests,Peaceful protest,Tennessee,Maury,Spring Hill,35.751,-86.93,0,0500000US47119,37104,3.8,4.9,6.3,9.4,11.9,20.1,17.1,15.6,7.1,3.7,66781,80635,13854,High
2020,9,9,Protests,Peaceful protest,North Carolina,Jackson,Sylva,35.374,-83.226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,9,Protests,Peaceful protest,Florida,Leon,Tallahassee,30.438,-84.28,0,0500000US12073,116283,9.2,5.3,9.3,10,11.6,19.3,11,13.2,5.2,6,54929,75969,21040,Very Low
2020,9,9,Protests,Protest with intervention,Arizona,Pima,Organ Pipe Cactus National Monument,32.081,-112.916,0,0500000US04019,410404,6.9,4.3,9.7,10,14.5,17.4,13.1,13.8,5.2,5,56169,76892,20723,Low
2020,9,9,Protests,Peaceful protest,California,Santa Clara,Santa Clara,37.354,-121.956,0,0500000US06085,643637,2.5,2.3,3.6,4.3,5.9,10.8,9.4,16.5,13.2,31.6,133076,180645,47569,Very High
2020,9,9,Protests,Peaceful protest,New York,Kings,New York-Brooklyn,40.69,-73.986,0,0500000US36047,978091,7.9,5.6,8.7,7.6,9.9,14.6,11.3,14.8,8.2,11.4,66937,99472,32535,High
2020,9,9,Protests,Peaceful protest,New York,Monroe,Rochester,43.155,-77.616,0,0500000US36055,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
2020,9,10,Protests,Peaceful protest,New York,Albany,Albany,42.65,-73.759,0,0500000US36001,128284,5.1,5.1,6.6,8.6,11,16.1,12.5,19.1,8.7,7.3,69953,91080,21127,High
2020,9,10,Protests,Peaceful protest,New Mexico,Bernalillo,Albuquerque,35.084,-106.651,0,0500000US35001,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low
2020,9,10,Protests,Peaceful protest,Pennsylvania,Lebanon,Annville,40.33,-76.515,0,0500000US42075,53861,4,3.5,8.9,11.6,11,21.1,14.6,14.7,7.1,3.5,61204,75913,14709,Middle
2020,9,10,Protests,Peaceful protest,Texas,Tarrant,Arlington,32.736,-97.108,0,0500000US48439,727094,4.4,3.2,6.7,8.3,12.2,18.8,13.7,16.4,7.8,8.5,70139,94469,24330,High
2020,9,10,Protests,Peaceful protest,Illinois,McLean,Bloomington,40.484,-88.994,0,0500000US17113,65118,11.6,2.5,6.9,6,10.2,16.7,13.2,18,7.4,7.5,68784,88239,19455,High
2020,9,10,Protests,Peaceful protest,Connecticut,Fairfield,Bridgeport,41.18,-73.191,0,0500000US09001,340557,4.2,3.3,6.2,4.8,8.6,13.4,10.3,15.7,10.8,22.8,97053,159703,62650,Very High
2020,9,10,Protests,Peaceful protest,New York,Erie,Buffalo,42.886,-78.878,0,0500000US36029,398326,6.6,4.5,9.4,9.5,12,18.2,12.9,14.3,6.9,5.7,60652,79972,19320,Middle
2020,9,10,Protests,Peaceful protest,Vermont,Chittenden,Burlington,44.476,-73.212,0,0500000US50007,68516,6.2,3.5,4.6,7.1,9.8,17.3,13.6,18.7,9.1,10.3,76806,98519,21713,Very High
2020,9,10,Protests,Peaceful protest,Virginia,Charlottesville,Charlottesville,38.029,-78.477,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,10,Protests,Peaceful protest,Michigan,Saginaw,Freeland,43.525,-84.123,0,0500000US26145,79050,6.9,4.5,11.7,12.8,16.1,18,10.9,11.6,4.3,3.3,48303,70446,22143,Very Low
2020,9,10,Strategic developments,Other,Oregon,Clackamas,Happy Valley,45.422,-122.515,0,0500000US41005,161295,4.2,2.4,5.1,7,10.8,17.7,13.2,18.8,9.7,11.1,80294,106184,25890,Very High
2020,9,10,Protests,Peaceful protest,Illinois,DuPage,Hinsdale,41.801,-87.937,0,0500000US17043,342195,2.6,1.8,5.1,5.4,9,15.2,12.8,21,11.8,15.4,96403,126800,30397,Very High
2020,9,10,Protests,Peaceful protest,Ohio,Portage,Kent,41.154,-81.358,0,0500000US39133,61018,6.1,4,10,8.6,15.5,18.8,12.4,15.7,5,4,56679,74539,17860,Low
2020,9,10,Protests,Peaceful protest,Nevada,Clark,Las Vegas,36.175,-115.137,0,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
2020,9,10,Protests,Peaceful protest,Virginia,Lexington,Lexington,37.784,-79.443,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,10,Protests,Peaceful protest,Wisconsin,Dane,Madison,43.075,-89.384,0,0500000US55025,229760,3.5,3.3,6.1,7.4,10.7,17.4,14.3,20.1,8.1,9,77504,100066,22562,Very High
2020,9,10,Protests,Peaceful protest,Texas,Midland,Midland,31.997,-102.078,0,0500000US48329,59325,5.7,2.3,9.3,4.2,8.6,15.5,11,20.4,9.8,13.2,82558,107722,25164,Very High
2020,9,10,Protests,Peaceful protest,Wisconsin,Milwaukee,Milwaukee,43.038,-87.906,0,0500000US55079,383665,7.4,4.9,11.3,9.2,14.3,17.8,12,14,4.8,4.1,53418,71436,18018,Very Low
2020,9,10,Protests,Peaceful protest,Minnesota,Hennepin,Minneapolis,44.983,-93.267,0,0500000US27053,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,112406,30037,Very High
2020,9,10,Strategic developments,Change to group/activity,Oregon,Clackamas,Molalla,45.149,-122.582,0,0500000US41005,161295,4.2,2.4,5.1,7,10.8,17.7,13.2,18.8,9.7,11.1,80294,106184,25890,Very High
2020,9,10,Protests,Peaceful protest,Tennessee,Davidson,Nashville,36.166,-86.784,0,0500000US47037,289427,5,3.4,7.3,8.5,13.9,18.7,14,15,6,8.2,63938,92592,28654,Middle
2020,9,10,Protests,Peaceful protest,Texas,Comal,New Braunfels,29.703,-98.124,0,0500000US48091,57004,4,2.3,4.2,7,9.4,14.5,15,18.9,12.9,11.7,89315,114102,24787,Very High
2020,9,10,Protests,Peaceful protest,Louisiana,Orleans,New Orleans,29.955,-90.075,0,0500000US22071,151753,16.5,5.8,11,8.9,10.2,15.1,8.6,10.9,5.3,7.7,45615,77676,32061,Very Low
2020,9,10,Protests,Peaceful protest,New York,Queens,New York-Queens,40.731,-73.796,0,0500000US36081,784552,5.6,3.7,6.6,7.9,10.5,16.3,12.9,17.8,9.5,9.3,73696,96631,22935,High
2020,9,10,Protests,Peaceful protest,Oklahoma,Oklahoma,Oklahoma City,35.466,-97.513,0,0500000US40109,305493,6.8,4.6,9.5,8.9,14,18.7,12.2,13,5.8,6.5,56235,83009,26774,Low
2020,9,10,Protests,Peaceful protest,Florida,Orange,Orlando,28.535,-81.387,0,0500000US12095,457949,4.9,3.5,7.6,9,13.9,19.7,13.6,14.7,5.8,7.2,63461,88304,24843,Middle
2020,9,10,Protests,Peaceful protest,Florida,Orange,Orlando,28.535,-81.387,0,0500000US12095,457949,4.9,3.5,7.6,9,13.9,19.7,13.6,14.7,5.8,7.2,63461,88304,24843,Middle
2020,9,10,Strategic developments,Change to group/activity,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,9,10,Protests,Peaceful protest,North Carolina,Wake,Raleigh,35.781,-78.639,0,0500000US37183,419361,3.6,2.1,6,7.2,10.3,15.6,13.1,19.1,11.2,11.8,84215,111123,26908,Very High
2020,9,10,Protests,Peaceful protest,New York,Monroe,Rochester,43.155,-77.616,0,0500000US36055,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
2020,9,10,Protests,Peaceful protest,Utah,Salt Lake,Salt Lake City,40.778,-111.888,0,0500000US49035,384692,3.9,2.6,5.4,6.1,10,18.6,15.7,19.5,9.7,8.4,80119,101876,21757,Very High
2020,9,10,Protests,Peaceful protest,Mississippi,Oktibbeha,Starkville,33.45,-88.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,10,Protests,Peaceful protest,New York,Rensselaer,Troy,42.732,-73.692,0,0500000US36083,65790,5.5,3.3,6.9,8.8,11.3,16.5,14.4,18.4,9.8,5.1,71574,85141,13567,High
2020,9,10,Protests,Peaceful protest,Pennsylvania,Washington,Washington,40.174,-80.246,0,0500000US42125,86716,5.1,5.5,7,8.6,12.6,16.8,12.9,15.8,7.9,7.7,65431,88498,23067,High
2020,9,10,Protests,Peaceful protest,Indiana,Monroe,Bloomington,39.165,-86.526,0,0500000US18105,54053,9.6,5.3,11.7,7.7,12,17,12.4,13.6,5.1,5.6,52453,73462,21009,Very Low
2020,9,10,Protests,Peaceful protest,Massachusetts,Suffolk,Boston,42.359,-71.064,0,0500000US25025,309945,9.4,5.4,6.5,5.9,8,13.3,10.5,15.2,10.9,14.9,77558,116061,38503,Very High
2020,9,10,Protests,Peaceful protest,Michigan,Ionia,Ionia,42.987,-85.071,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,10,Protests,Peaceful protest,Michigan,Ingham,Lansing,42.734,-84.555,0,0500000US26065,114534,7.3,4.6,10.4,10.6,13.7,18,11.6,13.8,5.2,4.8,54395,73701,19306,Very Low
2020,9,10,Protests,Peaceful protest,California,Alameda,Oakland,37.804,-122.271,0,0500000US06001,585632,4.2,3.4,4.9,4.8,6.4,11.6,10.7,19,12.8,22.2,108322,141427,33105,Very High
2020,9,10,Protests,Peaceful protest,New York,Monroe,Rochester,43.155,-77.616,0,0500000US36055,305284,5.7,4.3,9.4,9.1,12.1,17.3,13.1,15.8,7,6.2,62103,84666,22563,Middle
2020,9,10,Protests,Peaceful protest,Connecticut,New Haven,Waterbury,41.558,-73.052,0,0500000US09009,329006,6.1,4.4,9.3,7.8,10.3,15.2,12.6,16.4,8.4,9.4,69751,94695,24944,High
2020,9,10,Protests,Peaceful protest,Kansas,Sedgwick,Wichita,37.687,-97.331,0,0500000US20173,199517,5.7,4.5,8.6,9,13.6,19.9,12.2,16.2,5.5,4.7,59716,78411,18695,Low
2020,9,10,Protests,Peaceful protest,Tennessee,Madison,Jackson,35.615,-88.814,0,0500000US47113,38930,8.3,5.5,12.4,9.1,14.9,21.8,9.7,13.5,2.8,2.1,49820,61377,11557,Very Low
2020,9,10,Protests,Peaceful protest,Virginia,Greene,Stanardsville,38.297,-78.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,11,Violence against civilians,Attack,Georgia,Fulton,Atlanta,33.756,-84.39,0,0500000US13121,439578,6.3,3.4,6.7,6.3,10.2,14.4,11.3,16.1,9.1,16.2,80013,125680,45667,Very High
2020,9,11,Protests,Peaceful protest,Rhode Island,Bristol,Barrington,41.741,-71.308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,11,Protests,Peaceful protest,Louisiana,East Baton Rouge,Baton Rouge,30.447,-91.189,0,0500000US22033,161536,8.7,5.6,9.7,9.6,11.4,16.8,12,12.7,6.4,7.1,56451,82783,26332,Low
2020,9,11,Strategic developments,Other,Louisiana,East Baton Rouge,Baton Rouge,30.447,-91.189,0,0500000US22033,161536,8.7,5.6,9.7,9.6,11.4,16.8,12,12.7,6.4,7.1,56451,82783,26332,Low
2020,9,11,Protests,Peaceful protest,Vermont,Chittenden,Burlington,44.476,-73.212,0,0500000US50007,68516,6.2,3.5,4.6,7.1,9.8,17.3,13.6,18.7,9.1,10.3,76806,98519,21713,Very High
2020,9,11,Protests,Peaceful protest,North Carolina,Mecklenburg,Charlotte,35.227,-80.843,0,0500000US37119,426313,4.5,3.4,6.5,8.2,12.9,18.5,13.1,15.2,6.9,10.9,69072,102553,33481,High
2020,9,11,Protests,Peaceful protest,Colorado,El Paso,Colorado Springs,38.834,-104.821,0,0500000US08041,265798,4.4,2.8,6.3,7.3,11.5,19.6,14.7,17.4,8.5,7.6,72830,93351,20521,High
2020,9,11,Protests,Peaceful protest,Colorado,Delta,Delta,38.742,-108.069,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,11,Protests,Peaceful protest,Colorado,Denver,Denver,39.739,-104.991,0,0500000US08031,318445,5.5,3.6,6.6,6.9,9.8,17.1,12.4,17.9,8.5,11.7,75646,106715,31069,Very High
2020,9,11,Protests,Peaceful protest,North Carolina,Guilford,Greensboro,36.073,-79.792,0,0500000US37081,206950,7.4,4.6,9.6,9.8,14.8,17,12.4,13.9,5.3,5.3,55328,78134,22806,Low
2020,9,11,Protests,Peaceful protest,Tennessee,Washington,Johnson City,36.313,-82.353,0,0500000US47179,55817,9.9,6.2,8.8,12,12.2,17.6,10,13.5,4.8,5,51428,73919,22491,Very Low
2020,9,11,Protests,Peaceful protest,Nevada,Clark,Las Vegas,36.175,-115.137,0,0500000US32003,813607,6.6,3.8,7.7,8.3,13.2,19,13.6,15.3,6,6.5,62107,85925,23818,Middle
2020,9,11,Protests,Peaceful protest,Oregon,Jefferson,Madras,44.633,-121.129,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,11,Protests,Peaceful protest,Tennessee,Blount,Maryville,35.756,-83.97,0,0500000US47009,50813,5.5,4.3,10.2,8.5,13.7,18.3,14.8,16.2,4.3,4.1,59276,75208,15932,Low
2020,9,11,Protests,Peaceful protest,Tennessee,Shelby,Memphis,35.15,-90.049,0,0500000US47157,353950,8.1,6.1,9.8,10.3,13.2,17,11.2,12.7,4.5,7,52614,80016,27402,Very Low
2020,9,11,Protests,Peaceful protest,Minnesota,Hennepin,Minneapolis,44.983,-93.267,0,0500000US27053,517091,4.4,3.6,5.5,6.5,9.8,15.4,14.4,17.4,10,13.1,82369,112406,30037,Very High
2020,9,11,Protests,Peaceful protest,New York,Kings,New York-Brooklyn,40.69,-73.986,0,0500000US36047,978091,7.9,5.6,8.7,7.6,9.9,14.6,11.3,14.8,8.2,11.4,66937,99472,32535,High
2020,9,11,Strategic developments,Other,Oregon,Multnomah,Portland,45.523,-122.676,0,0500000US41051,337903,5.9,3.5,6.5,6.5,11.4,17.3,12.4,18,8.5,10,72900,99033,26133,High
2020,9,11,Protests,Peaceful protest,Pennsylvania,Somerset,Stoystown,40.105,-78.953,0,0500000US42111,29456,5.9,4.3,13.4,10.8,17.3,17.4,13.1,13.1,2.8,1.9,48895,62567,13672,Very Low
2020,9,11,Protests,Peaceful protest,Oklahoma,Muskogee,Taft,35.761,-95.546,0,0500000US40101,26842,8.8,7.5,10.9,15.1,13.5,17.7,8.9,12,2.9,2.7,42450,64738,22288,Very Low
2020,9,11,Protests,Peaceful protest,Maine,Penobscot,Bangor,44.802,-68.771,0,0500000US23019,64096,3.7,6,13,10.3,16.5,17,12,13.2,4.6,3.7,50449,69161,18712,Very Low
2020,9,11,Protests,Peaceful protest,Montana,Gallatin,Bozeman,45.68,-111.038,0,0500000US30031,46990,4.1,3.6,7.1,8.2,9.4,17.2,15.8,20.9,6.7,7,75418,97931,22513,Very High
2020,9,11,Protests,Peaceful protest,Illinois,Cook,Chicago,41.85,-87.65,0,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,100785,31356,High
2020,9,11,Protests,Peaceful protest,Montana,Lewis and Clark,Helena,46.589,-112.039,0,0500000US30049,27405,3.8,4.4,12,7.5,13.1,14.8,14.4,17.9,6,6.3,67616,88558,20942,High
2020,9,11,Protests,Protest with intervention,New York,Kings,New York-Brooklyn,40.69,-73.986,0,0500000US36047,978091,7.9,5.6,8.7,7.6,9.9,14.6,11.3,14.8,8.2,11.4,66937,99472,32535,High
2020,9,11,Protests,Peaceful protest,New York,New York,New York-Manhattan,40.783,-73.966,0,0500000US36061,768203,9.2,4.4,6.2,5.2,6.4,10.6,9.7,14,9.1,25.1,93651,170453,76802,Very High
2020,9,11,Riots,Mob violence,Virginia,Richmond,Richmond,37.539,-77.434,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,11,Protests,Peaceful protest,Connecticut,Windham,Windham,41.7,-72.157,0,0500000US09015,47015,6.8,3.8,8,9.5,13.5,15.1,15.3,15.3,6.8,5.9,62106,80332,18226,Middle
2020,9,11,Protests,Peaceful protest,Virginia,Chesapeake,Chesapeake,36.819,-76.275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,9,11,Protests,Peaceful protest,Virginia,Loudoun,Leesburg,39.116,-77.564,0,0500000US51107,133750,1.7,0.6,2.3,3.3,4.1,8.3,10.7,17.9,16.9,34.2,151800,176974,25174,Very High
2020,9,11,Protests,Peaceful protest,Ohio,Warren,Morrow,39.355,-84.127,0,0500000US39165,84460,2.2,1.7,4.2,3.8,10.4,18.2,14.4,19,11.4,14.7,90837,123325,32488,Very High
2020,9,11,Protests,Peaceful protest,Florida,Pasco,New Port Richey,28.244,-82.719,0,0500000US12101,212856,5.7,4.3,10.2,9.8,15.4,17.8,12.6,14.2,5.2,4.7,55828,73875,18047,Low
2020,9,11,Protests,Peaceful protest,Colorado,Larimer,Fort Collins,40.585,-105.085,0,0500000US08069,146638,5,3.2,7.3,6,10.2,18,14.3,16.8,9.6,9.5,75186,98731,23545,Very High
2020,9,12,Protests,Peaceful protest,New Mexico,Bernalillo,Albuquerque,35.084,-106.651,0,0500000US35001,271307,7.9,5.1,9.3,9.5,12.6,18.2,12.5,13.4,5.8,5.7,56115,78477,22362,Low
