county,state,age_under_5,age_5_9,age_10_14,age_15_19,age_20_24,age_25_29,age_30_34,age_35_39,age_40_44,age_45_49,age_50_54,age_55_59,age_60_64,age_65_69,age_70_74,age_75_79,age_80_84,age_85_over,age_pct_under_5,age_pct_5_9,age_pct_10_14,age_pct_15_19,age_pct_20_24,age_pct_25_29,age_pct_30_34,age_pct_35_39,age_pct_40_44,age_pct_45_49,age_pct_50_54,age_pct_55_59,age_pct_60_64,age_pct_65_69,age_pct_70_74,age_pct_75_79,age_pct_80_84,age_pct_85_over
Howard,Maryland,19306,20977,24131,22000,18598,18768,20349,23775,22550,22354,23430,22639,20185,14975,13188,6929,4766,6770,5.9,6.4,7.4,6.8,5.7,5.8,6.2,7.3,6.9,6.9,7.2,7,6.2,4.6,4,2.1,1.5,2.1
Montgomery,Maryland,64618,63789,72057,64450,58646,63216,68421,74833,69635,71506,72484,73441,64548,54681,40977,29868,21807,21711,6.2,6.1,6.9,6.1,5.6,6,6.5,7.1,6.6,6.8,6.9,7,6.1,5.2,3.9,2.8,2.1,2.1
Prince George's,Maryland,59374,52277,58304,58060,59017,67295,64764,63977,57816,59914,62575,61704,57997,44349,34958,21309,13468,12169,6.5,5.7,6.4,6.4,6.5,7.4,7.1,7,6.4,6.6,6.9,6.8,6.4,4.9,3.8,2.3,1.5,1.3
St. Mary's,Maryland,6808,6017,9042,7829,8793,7135,7838,6629,7780,6544,8178,6033,9504,5048,3806,2329,1691,2506,6,5.3,8,6.9,7.7,6.3,6.9,5.8,6.9,5.8,7.2,5.3,8.4,4.4,3.4,2.1,1.5,2.2
Washington,Maryland,8663,10130,8727,8453,8876,10021,9751,9346,9907,9814,10367,11427,9197,8818,6150,4544,3277,3581,5.7,6.7,5.8,5.6,5.9,6.6,6.5,6.2,6.6,6.5,6.9,7.6,6.1,5.8,4.1,3,2.2,2.4
Wicomico,Maryland,5983,6056,6042,10213,9587,6727,4639,6084,6286,5544,6443,7398,5881,5501,4658,2933,1958,1676,5.8,5.8,5.8,9.9,9.3,6.5,4.5,5.9,6.1,5.4,6.2,7.1,5.7,5.3,4.5,2.8,1.9,1.6
Baltimore city,Maryland,36449,33167,32339,35044,38941,56816,55457,47358,29728,31154,35065,36915,38792,29290,22340,15818,9444,9373,6.1,5.6,5.4,5.9,6.6,9.6,9.3,8,5,5.2,5.9,6.2,6.5,4.9,3.8,2.7,1.6,1.6
Barnstable,Massachusetts,7340,7720,9958,10315,10095,9513,10106,8922,10503,10301,14100,16632,20324,21746,16466,12084,8122,8743,3.4,3.6,4.7,4.8,4.7,4.5,4.7,4.2,4.9,4.8,6.6,7.8,9.5,10.2,7.7,5.7,3.8,4.1
Berkshire,Massachusetts,5232,4997,5960,8059,8453,6471,6483,6243,7213,6928,8695,9430,10707,9296,7897,4995,3476,4409,4.2,4,4.8,6.5,6.8,5.2,5.2,5,5.8,5.5,7,7.5,8.6,7.4,6.3,4,2.8,3.5
Bristol,Massachusetts,29270,29352,35849,35724,35725,36593,37050,34613,34736,36750,41340,40421,39736,31726,25361,16040,10848,14083,5.2,5.2,6.3,6.3,6.3,6.5,6.6,6.1,6.1,6.5,7.3,7.2,7,5.6,4.5,2.8,1.9,2.5
Essex,Massachusetts,44157,42449,49456,51354,49474,50041,49535,51041,44437,49529,55534,58472,54853,44316,35075,23295,15871,20145,5.6,5.4,6.3,6.5,6.3,6.3,6.3,6.5,5.6,6.3,7,7.4,7,5.6,4.4,3,2,2.6
Franklin,Massachusetts,2769,3095,3587,3881,3472,4176,3982,3844,4716,4085,4793,4631,6841,5676,4648,2559,1808,1617,3.9,4.4,5.1,5.5,4.9,6,5.7,5.5,6.7,5.8,6.8,6.6,9.7,8.1,6.6,3.6,2.6,2.3
Hampden,Massachusetts,25276,27534,28629,31884,33066,32179,30671,29135,25955,27177,30166,31735,31899,25850,21448,13034,9393,11341,5.4,5.9,6.1,6.8,7.1,6.9,6.6,6.2,5.6,5.8,6.5,6.8,6.8,5.5,4.6,2.8,2,2.4
Hampshire,Massachusetts,4750,5602,8021,18963,22920,7636,8565,7883,7309,10175,9146,10097,10401,9881,7942,4872,3522,3145,3,3.5,5,11.8,14.3,4.7,5.3,4.9,4.5,6.3,5.7,6.3,6.5,6.1,4.9,3,2.2,2
Middlesex,Massachusetts,84436,86330,88932,101383,112724,126225,123956,107590,106725,102772,107578,112673,97691,81434,62340,42990,30463,35457,5.2,5.4,5.5,6.3,7,7.8,7.7,6.7,6.6,6.4,6.7,7,6.1,5.1,3.9,2.7,1.9,2.2
Norfolk,Massachusetts,37781,40013,41742,47062,42418,44437,47171,47072,42684,46028,49771,51831,46801,37550,29835,23597,13828,17154,5.3,5.7,5.9,6.7,6,6.3,6.7,6.7,6,6.5,7,7.3,6.6,5.3,4.2,3.3,2,2.4
Plymouth,Massachusetts,27428,27575,34349,34362,31151,28332,29100,29394,29605,35562,38864,41219,36980,29268,28326,19822,8301,11564,5.3,5.3,6.6,6.6,6,5.4,5.6,5.6,5.7,6.8,7.5,7.9,7.1,5.6,5.4,3.8,1.6,2.2
Suffolk,Massachusetts,41260,32422,36553,51062,78422,101654,86787,59630,45292,43371,44127,43738,40606,30747,26279,16385,10261,15311,5.1,4,4.5,6.4,9.8,12.6,10.8,7.4,5.6,5.4,5.5,5.4,5.1,3.8,3.3,2,1.3,1.9
Worcester,Massachusetts,44192,46653,50582,56088,55655,53706,54990,50370,50212,55087,59481,60777,59016,43292,35812,23107,15220,16382,5.3,5.6,6.1,6.8,6.7,6.5,6.6,6.1,6,6.6,7.2,7.3,7.1,5.2,4.3,2.8,1.8,2
Allegan,Michigan,7516,7375,8340,7248,6443,6609,7824,7465,7139,7007,7614,8759,8475,6734,5583,4479,1771,1700,6.4,6.2,7.1,6.1,5.5,5.6,6.6,6.3,6,5.9,6.4,7.4,7.2,5.7,4.7,3.8,1.5,1.4
Bay,Michigan,5619,5102,5916,5876,5696,6533,5656,7161,5003,6195,6751,8306,7925,6575,5554,5218,2471,1569,5.4,4.9,5.7,5.7,5.5,6.3,5.5,6.9,4.9,6,6.5,8.1,7.7,6.4,5.4,5.1,2.4,1.5
Berrien,Michigan,8780,9649,9277,9867,8487,8508,9846,9177,8065,8969,9432,12453,9927,10462,7542,4440,3245,5275,5.7,6.3,6,6.4,5.5,5.5,6.4,6,5.3,5.8,6.1,8.1,6.5,6.8,4.9,2.9,2.1,3.4
Calhoun,Michigan,8247,7965,8582,9345,8280,8368,8204,8765,7335,8100,8169,9511,8794,8402,6006,4626,2793,2667,6.1,5.9,6.4,7,6.2,6.2,6.1,6.5,5.5,6,6.1,7.1,6.6,6.3,4.5,3.4,2.1,2
Clinton,Michigan,4407,5142,4853,5022,5237,4887,4631,4868,4543,5133,5759,6488,4664,4806,3693,2357,1604,1501,5.5,6.5,6.1,6.3,6.6,6.1,5.8,6.1,5.7,6.4,7.2,8.2,5.9,6,4.6,3,2,1.9
Eaton,Michigan,5780,6585,6386,6508,7301,7276,7220,7102,5573,6161,7175,7727,8116,6928,5477,4132,2278,2543,5.2,6,5.8,5.9,6.6,6.6,6.5,6.4,5.1,5.6,6.5,7,7.4,6.3,5,3.7,2.1,2.3
Genesee,Michigan,23898,24334,26190,25956,24498,27748,22916,25972,21021,25732,26652,26156,31531,24743,17857,12335,8857,9417,5.9,6,6.5,6.4,6,6.8,5.6,6.4,5.2,6.3,6.6,6.4,7.8,6.1,4.4,3,2.2,2.3
Grand Traverse,Michigan,4499,4840,5487,5355,5086,6264,5800,5884,4763,5723,5612,8048,6233,6490,5287,2448,1638,3631,4.8,5.2,5.9,5.8,5.5,6.7,6.2,6.3,5.1,6.1,6,8.6,6.7,7,5.7,2.6,1.8,3.9
Ingham,Michigan,16066,15706,16000,30263,34766,23061,18447,19773,14495,14680,15315,15687,17700,14681,10020,7615,3871,4260,5.5,5.4,5.5,10.3,11.9,7.9,6.3,6.8,5,5,5.2,5.4,6.1,5,3.4,2.6,1.3,1.5
Isabella,Michigan,3174,3303,3515,7683,12211,5502,3625,3084,3786,3559,3630,4208,3296,3359,2129,1527,1085,1196,4.5,4.7,5,11,17.5,7.9,5.2,4.4,5.4,5.1,5.2,6,4.7,4.8,3,2.2,1.6,1.7
Jackson,Michigan,8775,9612,9152,9943,9584,10369,9794,9814,9000,9771,10484,11183,11902,10852,6461,4507,3270,4037,5.5,6.1,5.8,6.3,6,6.5,6.2,6.2,5.7,6.2,6.6,7.1,7.5,6.8,4.1,2.8,2.1,2.5
Kalamazoo,Michigan,16086,14927,16678,18595,32697,18478,15649,15863,16688,13819,14041,14375,16737,13022,10601,7358,4557,4895,6.1,5.6,6.3,7,12.3,7,5.9,6,6.3,5.2,5.3,5.4,6.3,4.9,4,2.8,1.7,1.8
Kent,Michigan,43192,45645,41944,43606,44408,54847,49677,44993,38783,38197,37880,41068,40009,31173,24537,13842,10845,12309,6.6,6.9,6.4,6.6,6.8,8.3,7.6,6.8,5.9,5.8,5.8,6.3,6.1,4.7,3.7,2.1,1.7,1.9
Lapeer,Michigan,4119,4719,5021,5633,5443,5227,4450,4868,4699,5563,6752,6846,7835,5346,4678,3210,1672,1526,4.7,5.4,5.7,6.4,6.2,6,5.1,5.6,5.4,6.3,7.7,7.8,8.9,6.1,5.3,3.7,1.9,1.7
Lenawee,Michigan,5374,5210,6216,6044,6519,5415,5464,6610,5574,6258,6191,7271,7014,6131,5436,4046,2071,1607,5.5,5.3,6.3,6.1,6.6,5.5,5.5,6.7,5.7,6.4,6.3,7.4,7.1,6.2,5.5,4.1,2.1,1.6
Livingston,Michigan,10137,10558,11548,12029,10918,10699,10698,12367,10222,12614,15133,14527,16210,12839,8286,5954,3975,3281,5.3,5.5,6,6.3,5.7,5.6,5.6,6.4,5.3,6.6,7.9,7.6,8.4,6.7,4.3,3.1,2.1,1.7
Macomb,Michigan,48119,48903,51890,50894,51967,64318,55275,56016,48343,58077,61771,67678,58412,49137,38597,28951,16740,18884,5.5,5.6,5.9,5.8,5.9,7.4,6.3,6.4,5.5,6.6,7.1,7.7,6.7,5.6,4.4,3.3,1.9,2.2
Marquette,Michigan,3417,3692,3282,4416,7351,3965,3658,4498,3056,3441,3597,4660,4569,4855,2954,2274,1559,1455,5.1,5.5,4.9,6.6,11,5.9,5.5,6.7,4.6,5.2,5.4,7,6.9,7.3,4.4,3.4,2.3,2.2
Midland,Michigan,4504,4634,5814,5377,4246,5086,5045,5503,5030,5261,5399,5577,6211,4648,3832,2832,2211,1946,5.4,5.6,7,6.5,5.1,6.1,6.1,6.6,6,6.3,6.5,6.7,7.5,5.6,4.6,3.4,2.7,2.3
Monroe,Michigan,8194,8325,9523,8664,8731,9223,8437,9126,8547,9937,10332,11486,11598,9430,7622,4905,3876,2544,5.4,5.5,6.3,5.8,5.8,6.1,5.6,6.1,5.7,6.6,6.9,7.6,7.7,6.3,5.1,3.3,2.6,1.7
Muskegon,Michigan,9978,12696,9964,11232,10751,11225,11045,11649,8386,10675,10875,11831,12868,10457,7680,4269,4327,3658,5.7,7.3,5.7,6.5,6.2,6.5,6.4,6.7,4.8,6.2,6.3,6.8,7.4,6,4.4,2.5,2.5,2.1
Oakland,Michigan,67344,65903,78545,75984,73612,87585,80889,82692,74143,85351,87597,93721,86728,70699,57699,38397,21555,29140,5.4,5.2,6.2,6,5.9,7,6.4,6.6,5.9,6.8,7,7.5,6.9,5.6,4.6,3.1,1.7,2.3
Ottawa,Michigan,17353,20285,19794,23704,26824,18104,16361,20085,16684,16042,16050,19324,15690,15435,10903,7683,5087,6422,5.9,7,6.8,8.1,9.2,6.2,5.6,6.9,5.7,5.5,5.5,6.6,5.4,5.3,3.7,2.6,1.7,2.2
Saginaw,Michigan,10944,12186,10462,12176,12305,13236,10932,10917,9483,11602,12147,13067,13928,10096,11108,6122,4949,4879,5.7,6.4,5.5,6.4,6.5,6.9,5.7,5.7,5,6.1,6.4,6.9,7.3,5.3,5.8,3.2,2.6,2.6
St. Clair,Michigan,7782,7988,10093,9964,9397,9503,8709,8252,8904,10579,11499,13229,12237,11351,7163,6188,2676,3614,4.9,5,6.3,6.3,5.9,6,5.5,5.2,5.6,6.6,7.2,8.3,7.7,7.1,4.5,3.9,1.7,2.3
Shiawassee,Michigan,3352,3922,3974,4603,3778,4498,3557,4137,3645,4340,4820,4711,5724,4781,3047,1757,2060,1416,4.9,5.8,5.8,6.8,5.5,6.6,5.2,6.1,5.4,6.4,7.1,6.9,8.4,7,4.5,2.6,3,2.1
Van Buren,Michigan,4520,4207,5880,4453,3848,4388,4429,3790,4849,4591,4955,5400,5892,4740,3906,2481,1752,1596,6,5.6,7.8,5.9,5.1,5.8,5.9,5,6.4,6.1,6.5,7.1,7.8,6.3,5.2,3.3,2.3,2.1
Washtenaw,Michigan,17564,17223,20491,32835,46563,29413,23261,21143,23186,19538,21151,21019,20962,19345,12695,9760,6153,5299,4.8,4.7,5.6,8.9,12.7,8,6.3,5.8,6.3,5.3,5.8,5.7,5.7,5.3,3.5,2.7,1.7,1.4
Wayne,Michigan,114771,110680,117401,110275,108647,138056,115290,107225,96964,110921,111348,116662,114467,91595,71928,46230,31044,35839,6.6,6.3,6.7,6.3,6.2,7.9,6.6,6.1,5.5,6.3,6.4,6.7,6.5,5.2,4.1,2.6,1.8,2
Anoka,Minnesota,22180,19956,27760,23428,18202,23503,24074,25397,23739,22921,23990,27960,22081,16779,14566,10123,5304,4958,6.2,5.6,7.8,6.6,5.1,6.6,6.7,7.1,6.7,6.4,6.7,7.8,6.2,4.7,4.1,2.8,1.5,1.4
Blue Earth,Minnesota,4287,4257,3018,6259,10621,4626,4175,4336,3170,3053,3365,3157,3746,3117,2259,1872,1517,818,6.3,6.3,4.5,9.3,15.7,6.8,6.2,6.4,4.7,4.5,5,4.7,5.5,4.6,3.3,2.8,2.2,1.2
Carver,Minnesota,6829,7554,7971,7936,5624,4961,6438,7808,7396,7251,7878,7253,7310,4438,3242,2272,1742,1186,6.5,7.2,7.6,7.6,5.4,4.7,6.1,7.4,7,6.9,7.5,6.9,7,4.2,3.1,2.2,1.7,1.1
Crow Wing,Minnesota,3659,4016,4160,3317,3009,3635,3419,3530,3782,3618,3937,4410,5586,5217,3279,2802,1924,1755,5.6,6.2,6.4,5.1,4.6,5.6,5.3,5.4,5.8,5.6,6.1,6.8,8.6,8,5,4.3,3,2.7
Dakota,Minnesota,27393,28393,30417,28869,23248,26127,28217,30852,28734,27312,27669,30107,28538,21727,16712,11740,6536,6430,6.4,6.6,7.1,6.7,5.4,6.1,6.6,7.2,6.7,6.4,6.4,7,6.7,5.1,3.9,2.7,1.5,1.5
Hennepin,Minnesota,80101,78914,73135,73392,77903,107220,105948,97654,78166,74303,76238,82309,76825,64045,44648,30415,22533,22094,6.3,6.2,5.8,5.8,6.2,8.5,8.4,7.7,6.2,5.9,6,6.5,6.1,5.1,3.5,2.4,1.8,1.7
Olmsted,Minnesota,12122,10483,9074,10084,8284,11815,12321,9495,9637,9412,10093,9634,10209,8577,6233,4252,3416,3152,7.7,6.6,5.7,6.4,5.2,7.5,7.8,6,6.1,5.9,6.4,6.1,6.4,5.4,3.9,2.7,2.2,2
Ramsey,Minnesota,37663,35318,35149,35846,36320,47146,44854,41570,28785,30041,29536,34607,31534,27352,20716,13360,8637,11887,6.8,6.4,6.4,6.5,6.6,8.6,8.2,7.6,5.2,5.5,5.4,6.3,5.7,5,3.8,2.4,1.6,2.2
Rice,Minnesota,4422,4014,3768,5606,6965,3952,3423,3911,3995,3803,4113,4491,3894,3404,2826,1605,1715,1065,6.6,6,5.6,8.4,10.4,5.9,5.1,5.8,6,5.7,6.1,6.7,5.8,5.1,4.2,2.4,2.6,1.6
St. Louis,Minnesota,10152,9724,11217,13085,17128,11478,11747,11602,11926,10365,11337,13205,16179,13250,10352,7577,4232,4514,5.1,4.9,5.6,6.6,8.6,5.8,5.9,5.8,6,5.2,5.7,6.6,8.1,6.7,5.2,3.8,2.1,2.3
Scott,Minnesota,9826,10952,13063,10067,7911,8884,9719,11227,11159,10645,10362,11161,7302,5779,4459,2018,1819,2660,6.6,7.3,8.8,6.8,5.3,6,6.5,7.5,7.5,7.1,7,7.5,4.9,3.9,3,1.4,1.2,1.8
Sherburne,Minnesota,6224,7550,6827,7263,5632,5943,6577,8047,5979,6948,6809,7407,4711,4502,2692,1689,1187,1251,6.4,7.8,7,7.5,5.8,6.1,6.8,8.3,6.1,7.1,7,7.6,4.8,4.6,2.8,1.7,1.2,1.3
Stearns,Minnesota,9896,10451,11019,13125,16411,9413,9500,8783,10208,7485,8720,9855,10493,9163,5481,4706,3493,2873,6.1,6.5,6.8,8.1,10.2,5.8,5.9,5.5,6.3,4.6,5.4,6.1,6.5,5.7,3.4,2.9,2.2,1.8
Washington,Minnesota,14393,19376,18497,16449,14431,14194,15957,18201,18237,16899,18285,18910,18471,13909,9701,7336,5181,4013,5.5,7.4,7,6.3,5.5,5.4,6.1,6.9,6.9,6.4,7,7.2,7,5.3,3.7,2.8,2,1.5
Wright,Minnesota,9251,10682,11334,10349,6634,8009,8371,10635,8826,9094,9199,9659,7811,6052,4675,3313,2313,2170,6.7,7.7,8.2,7.5,4.8,5.8,6,7.7,6.4,6.6,6.6,7,5.6,4.4,3.4,2.4,1.7,1.6
DeSoto,Mississippi,11539,13450,13282,13143,11764,12312,11910,14181,11958,13022,12034,12224,9718,6880,7781,4575,2420,2752,6.2,7.3,7.2,7.1,6.4,6.7,6.4,7.7,6.5,7,6.5,6.6,5.3,3.7,4.2,2.5,1.3,1.5
Forrest,Mississippi,4733,3780,6142,4814,8238,6285,4250,5183,4034,4604,4062,3273,5032,3872,2190,2085,582,1738,6.3,5,8.2,6.4,11,8.4,5.7,6.9,5.4,6.1,5.4,4.4,6.7,5.2,2.9,2.8,0.8,2.3
Harrison,Mississippi,13546,11191,16681,16831,13016,13207,12895,12516,13866,13220,11757,14504,13022,10793,8241,5769,3674,3351,6.5,5.4,8,8.1,6.3,6.3,6.2,6,6.7,6.4,5.7,7,6.3,5.2,4,2.8,1.8,1.6
Hinds,Mississippi,14830,14485,16514,17275,17635,17945,15358,12896,15001,13270,13119,15638,13761,12187,8362,6814,3871,2879,6.4,6.2,7.1,7.5,7.6,7.7,6.6,5.6,6.5,5.7,5.7,6.7,5.9,5.3,3.6,2.9,1.7,1.2
Jackson,Mississippi,7745,8901,10656,9776,7558,8958,8627,10305,8504,9767,9556,9260,9862,6982,7166,4995,2248,2751,5.4,6.2,7.4,6.8,5.3,6.2,6,7.2,5.9,6.8,6.7,6.4,6.9,4.9,5,3.5,1.6,1.9
Jones,Mississippi,4415,5380,4751,4705,4224,3223,5623,4419,3881,3325,3526,4216,4079,4029,3328,1851,1459,1664,6.5,7.9,7,6.9,6.2,4.7,8.3,6.5,5.7,4.9,5.2,6.2,6,5.9,4.9,2.7,2.1,2.4
Lauderdale,Mississippi,4616,4469,5211,5265,3503,6016,3915,5049,3936,4976,4535,4276,5443,4424,2474,2208,1693,2116,6.2,6,7,7.1,4.7,8.1,5.3,6.8,5.3,6.7,6.1,5.8,7.3,6,3.3,3,2.3,2.9
Lee,Mississippi,5718,5195,6952,5405,6577,4416,4830,4825,7291,4888,5475,6198,4720,3694,3074,2555,2018,1605,6.7,6.1,8.1,6.3,7.7,5.2,5.7,5.6,8.5,5.7,6.4,7.3,5.5,4.3,3.6,3,2.4,1.9
Madison,Mississippi,6279,7797,7648,6417,7474,6455,6681,9281,6577,6544,6521,7810,6369,5544,3877,2318,915,1765,5.9,7.3,7.2,6,7,6.1,6.3,8.7,6.2,6.2,6.1,7.3,6,5.2,3.6,2.2,0.9,1.7
Rankin,Mississippi,9222,11138,9450,8790,9523,10135,12302,11214,10761,9792,9595,8225,10803,8956,5495,3171,3238,3461,5.9,7.2,6.1,5.7,6.1,6.5,7.9,7.2,6.9,6.3,6.2,5.3,7,5.8,3.5,2,2.1,2.2
Boone,Missouri,10249,10351,10203,15177,25078,14713,13083,12532,8754,9086,8848,10842,9172,6659,6878,4238,1983,2617,5.7,5.7,5.7,8.4,13.9,8.2,7.2,6.9,4.9,5,4.9,6,5.1,3.7,3.8,2.3,1.1,1.5
Buchanan,Missouri,6212,5142,4697,5111,5496,5792,6401,5326,5525,5304,6064,6425,5682,4762,3385,2646,1621,1773,7.1,5.9,5.4,5.9,6.3,6.6,7.3,6.1,6.3,6.1,6.9,7.4,6.5,5.5,3.9,3,1.9,2
Cape Girardeau,Missouri,4449,4723,4618,6035,7529,5024,5167,4450,4046,4686,4536,5203,5376,4219,2900,2616,1469,1825,5.6,6,5.9,7.7,9.5,6.4,6.6,5.6,5.1,5.9,5.8,6.6,6.8,5.3,3.7,3.3,1.9,2.3
Cass,Missouri,7208,6611,6954,7067,5688,7037,6038,7133,6005,6013,6654,8065,7141,5936,4393,3869,2619,1349,6.8,6.2,6.6,6.7,5.4,6.7,5.7,6.7,5.7,5.7,6.3,7.6,6.8,5.6,4.2,3.7,2.5,1.3
Christian,Missouri,5644,6343,6802,5132,4744,5464,6436,4780,7567,5604,5159,6101,5027,4173,4041,2631,1637,1310,6.4,7.2,7.7,5.8,5.4,6.2,7.3,5.4,8.5,6.3,5.8,6.9,5.7,4.7,4.6,3,1.8,1.5
Clay,Missouri,15646,17034,16291,17555,13908,17563,17918,17569,16442,17605,15204,15375,15768,11924,9322,7105,3285,4434,6.3,6.8,6.5,7,5.6,7,7.2,7,6.6,7,6.1,6.2,6.3,4.8,3.7,2.8,1.3,1.8
Cole,Missouri,4396,5048,4436,4189,3966,4559,5571,5774,4266,5766,4729,4907,5506,4526,3734,1646,2172,1554,5.7,6.6,5.8,5.5,5.2,5.9,7.3,7.5,5.6,7.5,6.2,6.4,7.2,5.9,4.9,2.1,2.8,2
Franklin,Missouri,5907,6869,6457,6404,5459,6202,6321,7262,4736,6305,6778,9440,7237,5675,5030,4028,1928,1929,5.7,6.6,6.2,6.2,5.3,6,6.1,7,4.6,6.1,6.5,9.1,7,5.5,4.8,3.9,1.9,1.9
Greene,Missouri,16340,16557,17374,19790,30505,21642,20063,20343,13469,16430,16500,16294,18987,15472,11925,9260,6580,5555,5.6,5.6,5.9,6.8,10.4,7.4,6.8,6.9,4.6,5.6,5.6,5.6,6.5,5.3,4.1,3.2,2.2,1.9
Jackson,Missouri,45151,43550,48381,42557,42657,57098,52599,47339,42468,41447,40614,47408,43770,35308,27761,18270,13988,12645,6.4,6.2,6.9,6.1,6.1,8.1,7.5,6.7,6,5.9,5.8,6.7,6.2,5,3.9,2.6,2,1.8
Jasper,Missouri,7218,10064,7454,8208,8490,9213,8182,8179,6813,7072,6778,7720,6612,6845,4327,3707,2063,2383,5.9,8.3,6.1,6.8,7,7.6,6.7,6.7,5.6,5.8,5.6,6.4,5.4,5.6,3.6,3.1,1.7,2
Jefferson,Missouri,12388,14611,14411,14829,11816,13643,14078,15947,14494,14379,15731,18516,15726,13697,7984,6580,3183,3068,5.5,6.5,6.4,6.6,5.2,6.1,6.3,7.1,6.4,6.4,7,8.2,7,6.1,3.5,2.9,1.4,1.4
Platte,Missouri,6175,6645,7411,6395,5913,6920,6659,7518,7190,7726,6775,6893,6727,5340,3927,3359,1265,1580,5.9,6.4,7.1,6.1,5.7,6.6,6.4,7.2,6.9,7.4,6.5,6.6,6.4,5.1,3.8,3.2,1.2,1.5
St. Charles,Missouri,22825,26749,27019,25161,23929,24688,26620,30225,24702,26109,25317,27640,27731,20163,16648,11595,7910,6991,5.7,6.7,6.7,6.3,6,6.1,6.6,7.5,6.1,6.5,6.3,6.9,6.9,5,4.1,2.9,2,1.7
St. Francois,Missouri,3701,3399,4270,3413,3948,5540,5259,5484,3899,4202,4067,4606,4152,3497,2899,2469,1428,982,5.5,5.1,6.4,5.1,5.9,8.2,7.8,8.2,5.8,6.3,6.1,6.9,6.2,5.2,4.3,3.7,2.1,1.5
St. Louis,Missouri,58148,59014,62615,62399,58595,66255,62601,63022,57669,58606,61164,67154,72588,58516,45569,33478,23134,23678,5.8,5.9,6.3,6.3,5.9,6.7,6.3,6.3,5.8,5.9,6.2,6.8,7.3,5.9,4.6,3.4,2.3,2.4
St. Louis city,Missouri,18151,14916,14464,14172,20869,32245,29084,22658,17305,17090,17134,19552,19668,14442,12387,6629,5099,4711,6,5,4.8,4.7,6.9,10.7,9.7,7.5,5.8,5.7,5.7,6.5,6.5,4.8,4.1,2.2,1.7,1.6
Cascade,Montana,5654,5784,4010,4643,6656,6093,4882,5810,3633,3581,4121,5362,5759,4353,4137,2574,1466,2848,6.9,7.1,4.9,5.7,8.2,7.5,6,7.1,4.5,4.4,5.1,6.6,7.1,5.3,5.1,3.2,1.8,3.5
Flathead,Montana,5466,6683,6328,6454,4322,6418,5960,6825,6692,6600,5981,6559,8590,7701,5485,4149,1940,1653,5.3,6.4,6.1,6.2,4.2,6.2,5.7,6.6,6.4,6.4,5.8,6.3,8.3,7.4,5.3,4,1.9,1.6
Gallatin,Montana,5796,5655,6704,9506,13184,10803,8238,7990,6993,6428,5222,5809,6605,5428,4295,3071,1721,986,5.1,4.9,5.9,8.3,11.5,9.4,7.2,7,6.1,5.6,4.6,5.1,5.8,4.7,3.8,2.7,1.5,0.9
Lewis and Clark,Montana,4057,3162,4210,4552,3993,3786,4930,4147,4153,3701,4277,5704,5068,4908,3703,2985,1323,773,5.8,4.6,6.1,6.6,5.8,5.5,7.1,6,6,5.3,6.2,8.2,7.3,7.1,5.3,4.3,1.9,1.1
Missoula,Montana,5333,5321,8132,7664,11354,10190,8527,8196,8183,6211,6470,7385,7116,6694,5664,3514,1502,2144,4.5,4.4,6.8,6.4,9.5,8.5,7.1,6.9,6.8,5.2,5.4,6.2,5.9,5.6,4.7,2.9,1.3,1.8
Yellowstone,Montana,9217,11013,11248,9335,8482,11039,10678,10955,10783,9477,9533,10194,10953,9478,7128,4916,2961,3910,5.7,6.8,7,5.8,5.3,6.8,6.6,6.8,6.7,5.9,5.9,6.3,6.8,5.9,4.4,3,1.8,2.4
Douglas,Nebraska,41960,39748,40751,38095,36750,43920,43713,43350,34579,33429,31955,33339,32884,26815,20101,13063,8942,7933,7.3,7,7.1,6.7,6.4,7.7,7.7,7.6,6.1,5.9,5.6,5.8,5.8,4.7,3.5,2.3,1.6,1.4
Lancaster,Nebraska,19087,19319,23132,22624,36479,22925,20201,21935,18826,16000,16925,17346,18818,15210,11894,8184,4561,5624,6,6.1,7.2,7.1,11.4,7.2,6.3,6.9,5.9,5,5.3,5.4,5.9,4.8,3.7,2.6,1.4,1.8
Sarpy,Nebraska,13518,14256,14688,12888,11307,12680,14429,14491,11498,12646,10904,11914,9238,7297,6625,3328,2726,2763,7.2,7.6,7.8,6.9,6,6.8,7.7,7.7,6.1,6.8,5.8,6.4,4.9,3.9,3.5,1.8,1.5,1.5
Clark,Nevada,138993,139428,155769,137426,134152,170667,166730,165364,147728,153454,144273,141024,129048,114510,94628,64934,38263,30324,6.1,6.2,6.9,6.1,5.9,7.5,7.4,7.3,6.5,6.8,6.4,6.2,5.7,5.1,4.2,2.9,1.7,1.3
Washoe,Nevada,26523,26337,31105,28342,31059,35426,35421,29903,29311,27374,29332,30605,31218,27964,21981,15588,8363,5667,5.6,5.6,6.6,6,6.6,7.5,7.5,6.3,6.2,5.8,6.2,6.5,6.6,5.9,4.7,3.3,1.8,1.2
Cheshire,New Hampshire,3295,3539,4651,5365,5538,4346,4791,3799,3940,4015,5011,5722,6314,5265,4327,2087,1597,2483,4.3,4.7,6.1,7.1,7.3,5.7,6.3,5,5.2,5.3,6.6,7.5,8.3,6.9,5.7,2.7,2.1,3.3
