id,county,state,age,total,percent
0500000US37023,Burke County, North Carolina,85  and over,2301,2.5
0500000US37025,Cabarrus County, North Carolina,under 5 ,13589,6.3
0500000US37025,Cabarrus County, North Carolina,5 to 9 ,14216,6.6
0500000US37025,Cabarrus County, North Carolina,10 to 14 ,17542,8.1
0500000US37025,Cabarrus County, North Carolina,15 to 19 ,16417,7.6
0500000US37025,Cabarrus County, North Carolina,20 to 24 ,11734,5.4
0500000US37025,Cabarrus County, North Carolina,25 to 29 ,13037,6
0500000US37025,Cabarrus County, North Carolina,30 to 34 ,16153,7.5
0500000US37025,Cabarrus County, North Carolina,35 to 39 ,14931,6.9
0500000US37025,Cabarrus County, North Carolina,40 to 44 ,13171,6.1
0500000US37025,Cabarrus County, North Carolina,45 to 49 ,17031,7.9
0500000US37025,Cabarrus County, North Carolina,50 to 54 ,14045,6.5
0500000US37025,Cabarrus County, North Carolina,55 to 59 ,13401,6.2
0500000US37025,Cabarrus County, North Carolina,60 to 64 ,10667,4.9
0500000US37025,Cabarrus County, North Carolina,65 to 69 ,8692,4
0500000US37025,Cabarrus County, North Carolina,70 to 74 ,9803,4.5
0500000US37025,Cabarrus County, North Carolina,75 to 79 ,4770,2.2
0500000US37025,Cabarrus County, North Carolina,80 to 84 ,3232,1.5
0500000US37025,Cabarrus County, North Carolina,85  and over,4022,1.9
0500000US37027,Caldwell County, North Carolina,under 5 ,3892,4.7
0500000US37027,Caldwell County, North Carolina,5 to 9 ,4789,5.8
0500000US37027,Caldwell County, North Carolina,10 to 14 ,3887,4.7
0500000US37027,Caldwell County, North Carolina,15 to 19 ,6265,7.6
0500000US37027,Caldwell County, North Carolina,20 to 24 ,4003,4.9
0500000US37027,Caldwell County, North Carolina,25 to 29 ,5208,6.3
0500000US37027,Caldwell County, North Carolina,30 to 34 ,4313,5.2
0500000US37027,Caldwell County, North Carolina,35 to 39 ,3940,4.8
0500000US37027,Caldwell County, North Carolina,40 to 44 ,4192,5.1
0500000US37027,Caldwell County, North Carolina,45 to 49 ,6573,8
0500000US37027,Caldwell County, North Carolina,50 to 54 ,6312,7.7
0500000US37027,Caldwell County, North Carolina,55 to 59 ,5977,7.3
0500000US37027,Caldwell County, North Carolina,60 to 64 ,6557,8
0500000US37027,Caldwell County, North Carolina,65 to 69 ,5824,7.1
0500000US37027,Caldwell County, North Carolina,70 to 74 ,3707,4.5
0500000US37027,Caldwell County, North Carolina,75 to 79 ,3498,4.3
0500000US37027,Caldwell County, North Carolina,80 to 84 ,1278,1.6
0500000US37027,Caldwell County, North Carolina,85  and over,1963,2.4
0500000US37031,Carteret County, North Carolina,under 5 ,2737,3.9
0500000US37031,Carteret County, North Carolina,5 to 9 ,3326,4.8
0500000US37031,Carteret County, North Carolina,10 to 14 ,3303,4.8
0500000US37031,Carteret County, North Carolina,15 to 19 ,4491,6.5
0500000US37031,Carteret County, North Carolina,20 to 24 ,3162,4.6
0500000US37031,Carteret County, North Carolina,25 to 29 ,3060,4.4
0500000US37031,Carteret County, North Carolina,30 to 34 ,3261,4.7
0500000US37031,Carteret County, North Carolina,35 to 39 ,3654,5.3
0500000US37031,Carteret County, North Carolina,40 to 44 ,3644,5.2
0500000US37031,Carteret County, North Carolina,45 to 49 ,4120,5.9
0500000US37031,Carteret County, North Carolina,50 to 54 ,5084,7.3
0500000US37031,Carteret County, North Carolina,55 to 59 ,5018,7.2
0500000US37031,Carteret County, North Carolina,60 to 64 ,6747,9.7
0500000US37031,Carteret County, North Carolina,65 to 69 ,6319,9.1
0500000US37031,Carteret County, North Carolina,70 to 74 ,4501,6.5
0500000US37031,Carteret County, North Carolina,75 to 79 ,2978,4.3
0500000US37031,Carteret County, North Carolina,80 to 84 ,2256,3.2
0500000US37031,Carteret County, North Carolina,85  and over,1812,2.6
0500000US37035,Catawba County, North Carolina,under 5 ,7945,5
0500000US37035,Catawba County, North Carolina,5 to 9 ,8802,5.5
0500000US37035,Catawba County, North Carolina,10 to 14 ,11195,7
0500000US37035,Catawba County, North Carolina,15 to 19 ,10827,6.8
0500000US37035,Catawba County, North Carolina,20 to 24 ,9615,6
0500000US37035,Catawba County, North Carolina,25 to 29 ,10338,6.5
0500000US37035,Catawba County, North Carolina,30 to 34 ,9362,5.9
0500000US37035,Catawba County, North Carolina,35 to 39 ,8752,5.5
0500000US37035,Catawba County, North Carolina,40 to 44 ,9242,5.8
0500000US37035,Catawba County, North Carolina,45 to 49 ,11030,6.9
0500000US37035,Catawba County, North Carolina,50 to 54 ,10926,6.8
0500000US37035,Catawba County, North Carolina,55 to 59 ,12322,7.7
0500000US37035,Catawba County, North Carolina,60 to 64 ,9887,6.2
0500000US37035,Catawba County, North Carolina,65 to 69 ,9060,5.7
0500000US37035,Catawba County, North Carolina,70 to 74 ,8573,5.4
0500000US37035,Catawba County, North Carolina,75 to 79 ,5218,3.3
0500000US37035,Catawba County, North Carolina,80 to 84 ,3010,1.9
0500000US37035,Catawba County, North Carolina,85  and over,3447,2.2
0500000US37037,Chatham County, North Carolina,under 5 ,4247,5.7
0500000US37037,Chatham County, North Carolina,5 to 9 ,3568,4.8
0500000US37037,Chatham County, North Carolina,10 to 14 ,4269,5.7
0500000US37037,Chatham County, North Carolina,15 to 19 ,4084,5.5
0500000US37037,Chatham County, North Carolina,20 to 24 ,3260,4.4
0500000US37037,Chatham County, North Carolina,25 to 29 ,3593,4.8
0500000US37037,Chatham County, North Carolina,30 to 34 ,4626,6.2
0500000US37037,Chatham County, North Carolina,35 to 39 ,3188,4.3
0500000US37037,Chatham County, North Carolina,40 to 44 ,4155,5.6
0500000US37037,Chatham County, North Carolina,45 to 49 ,5225,7
0500000US37037,Chatham County, North Carolina,50 to 54 ,4633,6.2
0500000US37037,Chatham County, North Carolina,55 to 59 ,5240,7
0500000US37037,Chatham County, North Carolina,60 to 64 ,5474,7.4
0500000US37037,Chatham County, North Carolina,65 to 69 ,5826,7.8
0500000US37037,Chatham County, North Carolina,70 to 74 ,5287,7.1
0500000US37037,Chatham County, North Carolina,75 to 79 ,3052,4.1
0500000US37037,Chatham County, North Carolina,80 to 84 ,2314,3.1
0500000US37037,Chatham County, North Carolina,85  and over,2429,3.3
0500000US37045,Cleveland County, North Carolina,under 5 ,5187,5.3
0500000US37045,Cleveland County, North Carolina,5 to 9 ,6762,6.9
0500000US37045,Cleveland County, North Carolina,10 to 14 ,5860,6
0500000US37045,Cleveland County, North Carolina,15 to 19 ,5879,6
0500000US37045,Cleveland County, North Carolina,20 to 24 ,8019,8.2
0500000US37045,Cleveland County, North Carolina,25 to 29 ,4735,4.8
0500000US37045,Cleveland County, North Carolina,30 to 34 ,5613,5.7
0500000US37045,Cleveland County, North Carolina,35 to 39 ,6210,6.3
0500000US37045,Cleveland County, North Carolina,40 to 44 ,5500,5.6
0500000US37045,Cleveland County, North Carolina,45 to 49 ,5518,5.6
0500000US37045,Cleveland County, North Carolina,50 to 54 ,6401,6.5
0500000US37045,Cleveland County, North Carolina,55 to 59 ,7930,8.1
0500000US37045,Cleveland County, North Carolina,60 to 64 ,5726,5.8
0500000US37045,Cleveland County, North Carolina,65 to 69 ,5103,5.2
0500000US37045,Cleveland County, North Carolina,70 to 74 ,6058,6.2
0500000US37045,Cleveland County, North Carolina,75 to 79 ,3170,3.2
0500000US37045,Cleveland County, North Carolina,80 to 84 ,2316,2.4
0500000US37045,Cleveland County, North Carolina,85  and over,1960,2
0500000US37049,Craven County, North Carolina,under 5 ,6471,6.3
0500000US37049,Craven County, North Carolina,5 to 9 ,6320,6.2
0500000US37049,Craven County, North Carolina,10 to 14 ,5873,5.8
0500000US37049,Craven County, North Carolina,15 to 19 ,5315,5.2
0500000US37049,Craven County, North Carolina,20 to 24 ,10281,10.1
0500000US37049,Craven County, North Carolina,25 to 29 ,7604,7.4
0500000US37049,Craven County, North Carolina,30 to 34 ,6049,5.9
0500000US37049,Craven County, North Carolina,35 to 39 ,5717,5.6
0500000US37049,Craven County, North Carolina,40 to 44 ,4723,4.6
0500000US37049,Craven County, North Carolina,45 to 49 ,5813,5.7
0500000US37049,Craven County, North Carolina,50 to 54 ,5210,5.1
0500000US37049,Craven County, North Carolina,55 to 59 ,6284,6.2
0500000US37049,Craven County, North Carolina,60 to 64 ,6357,6.2
0500000US37049,Craven County, North Carolina,65 to 69 ,7009,6.9
0500000US37049,Craven County, North Carolina,70 to 74 ,5603,5.5
0500000US37049,Craven County, North Carolina,75 to 79 ,3442,3.4
0500000US37049,Craven County, North Carolina,80 to 84 ,2008,2
0500000US37049,Craven County, North Carolina,85  and over,2060,2
0500000US37051,Cumberland County, North Carolina,under 5 ,25138,7.5
0500000US37051,Cumberland County, North Carolina,5 to 9 ,23074,6.9
0500000US37051,Cumberland County, North Carolina,10 to 14 ,22097,6.6
0500000US37051,Cumberland County, North Carolina,15 to 19 ,23292,6.9
0500000US37051,Cumberland County, North Carolina,20 to 24 ,33297,9.9
0500000US37051,Cumberland County, North Carolina,25 to 29 ,32073,9.6
0500000US37051,Cumberland County, North Carolina,30 to 34 ,24804,7.4
0500000US37051,Cumberland County, North Carolina,35 to 39 ,20762,6.2
0500000US37051,Cumberland County, North Carolina,40 to 44 ,19506,5.8
0500000US37051,Cumberland County, North Carolina,45 to 49 ,17129,5.1
0500000US37051,Cumberland County, North Carolina,50 to 54 ,17661,5.3
0500000US37051,Cumberland County, North Carolina,55 to 59 ,18739,5.6
0500000US37051,Cumberland County, North Carolina,60 to 64 ,17289,5.2
0500000US37051,Cumberland County, North Carolina,65 to 69 ,13804,4.1
0500000US37051,Cumberland County, North Carolina,70 to 74 ,10567,3.1
0500000US37051,Cumberland County, North Carolina,75 to 79 ,7744,2.3
0500000US37051,Cumberland County, North Carolina,80 to 84 ,4837,1.4
0500000US37051,Cumberland County, North Carolina,85  and over,3696,1.1
0500000US37057,Davidson County, North Carolina,under 5 ,9048,5.4
0500000US37057,Davidson County, North Carolina,5 to 9 ,9735,5.8
0500000US37057,Davidson County, North Carolina,10 to 14 ,10885,6.5
0500000US37057,Davidson County, North Carolina,15 to 19 ,9021,5.4
0500000US37057,Davidson County, North Carolina,20 to 24 ,8795,5.2
0500000US37057,Davidson County, North Carolina,25 to 29 ,9734,5.8
0500000US37057,Davidson County, North Carolina,30 to 34 ,10843,6.5
0500000US37057,Davidson County, North Carolina,35 to 39 ,8792,5.2
0500000US37057,Davidson County, North Carolina,40 to 44 ,8155,4.9
0500000US37057,Davidson County, North Carolina,45 to 49 ,12243,7.3
0500000US37057,Davidson County, North Carolina,50 to 54 ,13629,8.1
0500000US37057,Davidson County, North Carolina,55 to 59 ,13459,8
0500000US37057,Davidson County, North Carolina,60 to 64 ,11903,7.1
0500000US37057,Davidson County, North Carolina,65 to 69 ,9907,5.9
0500000US37057,Davidson County, North Carolina,70 to 74 ,8481,5.1
0500000US37057,Davidson County, North Carolina,75 to 79 ,5743,3.4
0500000US37057,Davidson County, North Carolina,80 to 84 ,4384,2.6
0500000US37057,Davidson County, North Carolina,85  and over,2852,1.7
0500000US37063,Durham County, North Carolina,under 5 ,20212,6.3
0500000US37063,Durham County, North Carolina,5 to 9 ,19146,6
0500000US37063,Durham County, North Carolina,10 to 14 ,16341,5.1
0500000US37063,Durham County, North Carolina,15 to 19 ,19021,5.9
0500000US37063,Durham County, North Carolina,20 to 24 ,23521,7.3
0500000US37063,Durham County, North Carolina,25 to 29 ,29658,9.2
0500000US37063,Durham County, North Carolina,30 to 34 ,29227,9.1
0500000US37063,Durham County, North Carolina,35 to 39 ,26616,8.3
0500000US37063,Durham County, North Carolina,40 to 44 ,19352,6
0500000US37063,Durham County, North Carolina,45 to 49 ,19525,6.1
0500000US37063,Durham County, North Carolina,50 to 54 ,18057,5.6
0500000US37063,Durham County, North Carolina,55 to 59 ,16778,5.2
0500000US37063,Durham County, North Carolina,60 to 64 ,19304,6
0500000US37063,Durham County, North Carolina,65 to 69 ,16006,5
0500000US37063,Durham County, North Carolina,70 to 74 ,12179,3.8
0500000US37063,Durham County, North Carolina,75 to 79 ,7451,2.3
0500000US37063,Durham County, North Carolina,80 to 84 ,4486,1.4
0500000US37063,Durham County, North Carolina,85  and over,4608,1.4
0500000US37067,Forsyth County, North Carolina,under 5 ,22258,5.8
0500000US37067,Forsyth County, North Carolina,5 to 9 ,25005,6.5
0500000US37067,Forsyth County, North Carolina,10 to 14 ,24525,6.4
0500000US37067,Forsyth County, North Carolina,15 to 19 ,26692,7
0500000US37067,Forsyth County, North Carolina,20 to 24 ,25381,6.6
0500000US37067,Forsyth County, North Carolina,25 to 29 ,26275,6.9
0500000US37067,Forsyth County, North Carolina,30 to 34 ,24620,6.4
0500000US37067,Forsyth County, North Carolina,35 to 39 ,22833,6
0500000US37067,Forsyth County, North Carolina,40 to 44 ,23191,6.1
0500000US37067,Forsyth County, North Carolina,45 to 49 ,24378,6.4
0500000US37067,Forsyth County, North Carolina,50 to 54 ,24180,6.3
0500000US37067,Forsyth County, North Carolina,55 to 59 ,27966,7.3
0500000US37067,Forsyth County, North Carolina,60 to 64 ,23397,6.1
0500000US37067,Forsyth County, North Carolina,65 to 69 ,18881,4.9
0500000US37067,Forsyth County, North Carolina,70 to 74 ,17156,4.5
0500000US37067,Forsyth County, North Carolina,75 to 79 ,11567,3
0500000US37067,Forsyth County, North Carolina,80 to 84 ,7250,1.9
0500000US37067,Forsyth County, North Carolina,85  and over,6740,1.8
0500000US37069,Franklin County, North Carolina,under 5 ,2951,4.2
0500000US37069,Franklin County, North Carolina,5 to 9 ,4626,6.6
0500000US37069,Franklin County, North Carolina,10 to 14 ,5468,7.8
0500000US37069,Franklin County, North Carolina,15 to 19 ,5334,7.7
0500000US37069,Franklin County, North Carolina,20 to 24 ,2698,3.9
0500000US37069,Franklin County, North Carolina,25 to 29 ,3290,4.7
0500000US37069,Franklin County, North Carolina,30 to 34 ,5013,7.2
0500000US37069,Franklin County, North Carolina,35 to 39 ,4707,6.8
0500000US37069,Franklin County, North Carolina,40 to 44 ,4250,6.1
0500000US37069,Franklin County, North Carolina,45 to 49 ,5003,7.2
0500000US37069,Franklin County, North Carolina,50 to 54 ,4309,6.2
0500000US37069,Franklin County, North Carolina,55 to 59 ,5398,7.7
0500000US37069,Franklin County, North Carolina,60 to 64 ,4842,6.9
0500000US37069,Franklin County, North Carolina,65 to 69 ,4356,6.3
0500000US37069,Franklin County, North Carolina,70 to 74 ,2548,3.7
0500000US37069,Franklin County, North Carolina,75 to 79 ,1977,2.8
0500000US37069,Franklin County, North Carolina,80 to 84 ,1798,2.6
0500000US37069,Franklin County, North Carolina,85  and over,1117,1.6
0500000US37071,Gaston County, North Carolina,under 5 ,13330,5.9
0500000US37071,Gaston County, North Carolina,5 to 9 ,13527,6
0500000US37071,Gaston County, North Carolina,10 to 14 ,14452,6.4
0500000US37071,Gaston County, North Carolina,15 to 19 ,13814,6.2
0500000US37071,Gaston County, North Carolina,20 to 24 ,12261,5.5
0500000US37071,Gaston County, North Carolina,25 to 29 ,15683,7
0500000US37071,Gaston County, North Carolina,30 to 34 ,15088,6.7
0500000US37071,Gaston County, North Carolina,35 to 39 ,14241,6.3
0500000US37071,Gaston County, North Carolina,40 to 44 ,13490,6
0500000US37071,Gaston County, North Carolina,45 to 49 ,16511,7.4
0500000US37071,Gaston County, North Carolina,50 to 54 ,15203,6.8
0500000US37071,Gaston County, North Carolina,55 to 59 ,13973,6.2
0500000US37071,Gaston County, North Carolina,60 to 64 ,15211,6.8
0500000US37071,Gaston County, North Carolina,65 to 69 ,13561,6
0500000US37071,Gaston County, North Carolina,70 to 74 ,9278,4.1
0500000US37071,Gaston County, North Carolina,75 to 79 ,6700,3
0500000US37071,Gaston County, North Carolina,80 to 84 ,4578,2
0500000US37071,Gaston County, North Carolina,85  and over,3628,1.6
0500000US37081,Guilford County, North Carolina,under 5 ,31449,5.9
0500000US37081,Guilford County, North Carolina,5 to 9 ,29564,5.5
0500000US37081,Guilford County, North Carolina,10 to 14 ,37421,7
0500000US37081,Guilford County, North Carolina,15 to 19 ,43692,8.1
0500000US37081,Guilford County, North Carolina,20 to 24 ,35731,6.7
0500000US37081,Guilford County, North Carolina,25 to 29 ,38802,7.2
0500000US37081,Guilford County, North Carolina,30 to 34 ,35482,6.6
0500000US37081,Guilford County, North Carolina,35 to 39 ,31467,5.9
0500000US37081,Guilford County, North Carolina,40 to 44 ,33456,6.2
0500000US37081,Guilford County, North Carolina,45 to 49 ,35476,6.6
0500000US37081,Guilford County, North Carolina,50 to 54 ,33896,6.3
0500000US37081,Guilford County, North Carolina,55 to 59 ,35833,6.7
0500000US37081,Guilford County, North Carolina,60 to 64 ,31973,6
0500000US37081,Guilford County, North Carolina,65 to 69 ,26045,4.8
0500000US37081,Guilford County, North Carolina,70 to 74 ,22133,4.1
0500000US37081,Guilford County, North Carolina,75 to 79 ,14579,2.7
0500000US37081,Guilford County, North Carolina,80 to 84 ,9953,1.9
0500000US37081,Guilford County, North Carolina,85  and over,10222,1.9
0500000US37085,Harnett County, North Carolina,under 5 ,9306,6.8
0500000US37085,Harnett County, North Carolina,5 to 9 ,9422,6.9
0500000US37085,Harnett County, North Carolina,10 to 14 ,9871,7.3
0500000US37085,Harnett County, North Carolina,15 to 19 ,11829,8.7
0500000US37085,Harnett County, North Carolina,20 to 24 ,7752,5.7
0500000US37085,Harnett County, North Carolina,25 to 29 ,9811,7.2
0500000US37085,Harnett County, North Carolina,30 to 34 ,10466,7.7
0500000US37085,Harnett County, North Carolina,35 to 39 ,9342,6.9
0500000US37085,Harnett County, North Carolina,40 to 44 ,7774,5.7
0500000US37085,Harnett County, North Carolina,45 to 49 ,9173,6.7
0500000US37085,Harnett County, North Carolina,50 to 54 ,8708,6.4
0500000US37085,Harnett County, North Carolina,55 to 59 ,8278,6.1
0500000US37085,Harnett County, North Carolina,60 to 64 ,7109,5.2
0500000US37085,Harnett County, North Carolina,65 to 69 ,5316,3.9
0500000US37085,Harnett County, North Carolina,70 to 74 ,5072,3.7
0500000US37085,Harnett County, North Carolina,75 to 79 ,3650,2.7
0500000US37085,Harnett County, North Carolina,80 to 84 ,1722,1.3
0500000US37085,Harnett County, North Carolina,85  and over,1375,1
0500000US37089,Henderson County, North Carolina,under 5 ,5551,4.7
0500000US37089,Henderson County, North Carolina,5 to 9 ,6488,5.5
0500000US37089,Henderson County, North Carolina,10 to 14 ,5725,4.9
0500000US37089,Henderson County, North Carolina,15 to 19 ,6136,5.2
0500000US37089,Henderson County, North Carolina,20 to 24 ,4904,4.2
0500000US37089,Henderson County, North Carolina,25 to 29 ,6315,5.4
0500000US37089,Henderson County, North Carolina,30 to 34 ,5980,5.1
0500000US37089,Henderson County, North Carolina,35 to 39 ,7000,6
0500000US37089,Henderson County, North Carolina,40 to 44 ,6516,5.5
0500000US37089,Henderson County, North Carolina,45 to 49 ,7906,6.7
0500000US37089,Henderson County, North Carolina,50 to 54 ,7349,6.3
0500000US37089,Henderson County, North Carolina,55 to 59 ,7345,6.3
0500000US37089,Henderson County, North Carolina,60 to 64 ,9277,7.9
0500000US37089,Henderson County, North Carolina,65 to 69 ,9670,8.2
0500000US37089,Henderson County, North Carolina,70 to 74 ,7648,6.5
0500000US37089,Henderson County, North Carolina,75 to 79 ,5615,4.8
0500000US37089,Henderson County, North Carolina,80 to 84 ,4046,3.4
0500000US37089,Henderson County, North Carolina,85  and over,3946,3.4
0500000US37097,Iredell County, North Carolina,under 5 ,9231,5.1
0500000US37097,Iredell County, North Carolina,5 to 9 ,11829,6.5
0500000US37097,Iredell County, North Carolina,10 to 14 ,11885,6.5
0500000US37097,Iredell County, North Carolina,15 to 19 ,12612,6.9
0500000US37097,Iredell County, North Carolina,20 to 24 ,10128,5.6
0500000US37097,Iredell County, North Carolina,25 to 29 ,11014,6.1
0500000US37097,Iredell County, North Carolina,30 to 34 ,10509,5.8
0500000US37097,Iredell County, North Carolina,35 to 39 ,11754,6.5
0500000US37097,Iredell County, North Carolina,40 to 44 ,11202,6.2
0500000US37097,Iredell County, North Carolina,45 to 49 ,13618,7.5
0500000US37097,Iredell County, North Carolina,50 to 54 ,13561,7.5
0500000US37097,Iredell County, North Carolina,55 to 59 ,13563,7.5
0500000US37097,Iredell County, North Carolina,60 to 64 ,12346,6.8
0500000US37097,Iredell County, North Carolina,65 to 69 ,9233,5.1
0500000US37097,Iredell County, North Carolina,70 to 74 ,7885,4.3
0500000US37097,Iredell County, North Carolina,75 to 79 ,5293,2.9
0500000US37097,Iredell County, North Carolina,80 to 84 ,3515,1.9
0500000US37097,Iredell County, North Carolina,85  and over,2628,1.4
0500000US37101,Johnston County, North Carolina,under 5 ,13222,6.3
0500000US37101,Johnston County, North Carolina,5 to 9 ,13542,6.5
0500000US37101,Johnston County, North Carolina,10 to 14 ,16583,7.9
0500000US37101,Johnston County, North Carolina,15 to 19 ,16714,8
0500000US37101,Johnston County, North Carolina,20 to 24 ,10381,5
0500000US37101,Johnston County, North Carolina,25 to 29 ,11370,5.4
0500000US37101,Johnston County, North Carolina,30 to 34 ,13158,6.3
0500000US37101,Johnston County, North Carolina,35 to 39 ,14070,6.7
0500000US37101,Johnston County, North Carolina,40 to 44 ,15086,7.2
0500000US37101,Johnston County, North Carolina,45 to 49 ,15632,7.5
0500000US37101,Johnston County, North Carolina,50 to 54 ,14826,7.1
0500000US37101,Johnston County, North Carolina,55 to 59 ,14563,7
0500000US37101,Johnston County, North Carolina,60 to 64 ,12529,6
0500000US37101,Johnston County, North Carolina,65 to 69 ,7414,3.5
0500000US37101,Johnston County, North Carolina,70 to 74 ,9774,4.7
0500000US37101,Johnston County, North Carolina,75 to 79 ,5669,2.7
0500000US37101,Johnston County, North Carolina,80 to 84 ,2633,1.3
0500000US37101,Johnston County, North Carolina,85  and over,2173,1
0500000US37109,Lincoln County, North Carolina,under 5 ,5040,5.9
0500000US37109,Lincoln County, North Carolina,5 to 9 ,4589,5.3
0500000US37109,Lincoln County, North Carolina,10 to 14 ,5032,5.8
0500000US37109,Lincoln County, North Carolina,15 to 19 ,5152,6
0500000US37109,Lincoln County, North Carolina,20 to 24 ,4193,4.9
0500000US37109,Lincoln County, North Carolina,25 to 29 ,5103,5.9
0500000US37109,Lincoln County, North Carolina,30 to 34 ,4619,5.4
0500000US37109,Lincoln County, North Carolina,35 to 39 ,4883,5.7
0500000US37109,Lincoln County, North Carolina,40 to 44 ,5294,6.1
0500000US37109,Lincoln County, North Carolina,45 to 49 ,6312,7.3
0500000US37109,Lincoln County, North Carolina,50 to 54 ,6998,8.1
0500000US37109,Lincoln County, North Carolina,55 to 59 ,7995,9.3
0500000US37109,Lincoln County, North Carolina,60 to 64 ,5834,6.8
0500000US37109,Lincoln County, North Carolina,65 to 69 ,5169,6
0500000US37109,Lincoln County, North Carolina,70 to 74 ,4176,4.8
0500000US37109,Lincoln County, North Carolina,75 to 79 ,2292,2.7
0500000US37109,Lincoln County, North Carolina,80 to 84 ,1958,2.3
0500000US37109,Lincoln County, North Carolina,85  and over,1472,1.7
0500000US37119,Mecklenburg County, North Carolina,under 5 ,73069,6.6
0500000US37119,Mecklenburg County, North Carolina,5 to 9 ,65436,5.9
0500000US37119,Mecklenburg County, North Carolina,10 to 14 ,77327,7
0500000US37119,Mecklenburg County, North Carolina,15 to 19 ,71347,6.4
0500000US37119,Mecklenburg County, North Carolina,20 to 24 ,71063,6.4
0500000US37119,Mecklenburg County, North Carolina,25 to 29 ,98759,8.9
0500000US37119,Mecklenburg County, North Carolina,30 to 34 ,92158,8.3
0500000US37119,Mecklenburg County, North Carolina,35 to 39 ,81415,7.3
0500000US37119,Mecklenburg County, North Carolina,40 to 44 ,81731,7.4
0500000US37119,Mecklenburg County, North Carolina,45 to 49 ,77100,6.9
0500000US37119,Mecklenburg County, North Carolina,50 to 54 ,70427,6.3
0500000US37119,Mecklenburg County, North Carolina,55 to 59 ,65414,5.9
0500000US37119,Mecklenburg County, North Carolina,60 to 64 ,57818,5.2
0500000US37119,Mecklenburg County, North Carolina,65 to 69 ,44491,4
0500000US37119,Mecklenburg County, North Carolina,70 to 74 ,34090,3.1
0500000US37119,Mecklenburg County, North Carolina,75 to 79 ,20477,1.8
0500000US37119,Mecklenburg County, North Carolina,80 to 84 ,13626,1.2
0500000US37119,Mecklenburg County, North Carolina,85  and over,14608,1.3
0500000US37125,Moore County, North Carolina,under 5 ,6223,6.2
0500000US37125,Moore County, North Carolina,5 to 9 ,5550,5.5
0500000US37125,Moore County, North Carolina,10 to 14 ,5800,5.7
0500000US37125,Moore County, North Carolina,15 to 19 ,5671,5.6
0500000US37125,Moore County, North Carolina,20 to 24 ,4113,4.1
0500000US37125,Moore County, North Carolina,25 to 29 ,5390,5.3
0500000US37125,Moore County, North Carolina,30 to 34 ,7495,7.4
0500000US37125,Moore County, North Carolina,35 to 39 ,5378,5.3
0500000US37125,Moore County, North Carolina,40 to 44 ,5985,5.9
0500000US37125,Moore County, North Carolina,45 to 49 ,5164,5.1
0500000US37125,Moore County, North Carolina,50 to 54 ,6235,6.2
0500000US37125,Moore County, North Carolina,55 to 59 ,6432,6.4
0500000US37125,Moore County, North Carolina,60 to 64 ,6805,6.7
0500000US37125,Moore County, North Carolina,65 to 69 ,6843,6.8
0500000US37125,Moore County, North Carolina,70 to 74 ,6237,6.2
0500000US37125,Moore County, North Carolina,75 to 79 ,5620,5.6
0500000US37125,Moore County, North Carolina,80 to 84 ,2864,2.8
0500000US37125,Moore County, North Carolina,85  and over,3075,3
0500000US37127,Nash County, North Carolina,under 5 ,5274,5.6
0500000US37127,Nash County, North Carolina,5 to 9 ,5310,5.6
0500000US37127,Nash County, North Carolina,10 to 14 ,6216,6.6
0500000US37127,Nash County, North Carolina,15 to 19 ,5968,6.3
0500000US37127,Nash County, North Carolina,20 to 24 ,6340,6.7
0500000US37127,Nash County, North Carolina,25 to 29 ,5814,6.2
0500000US37127,Nash County, North Carolina,30 to 34 ,5417,5.7
0500000US37127,Nash County, North Carolina,35 to 39 ,4431,4.7
0500000US37127,Nash County, North Carolina,40 to 44 ,6251,6.6
0500000US37127,Nash County, North Carolina,45 to 49 ,5328,5.7
0500000US37127,Nash County, North Carolina,50 to 54 ,6109,6.5
0500000US37127,Nash County, North Carolina,55 to 59 ,7160,7.6
0500000US37127,Nash County, North Carolina,60 to 64 ,6902,7.3
0500000US37127,Nash County, North Carolina,65 to 69 ,5208,5.5
0500000US37127,Nash County, North Carolina,70 to 74 ,5966,6.3
0500000US37127,Nash County, North Carolina,75 to 79 ,3242,3.4
0500000US37127,Nash County, North Carolina,80 to 84 ,1916,2
0500000US37127,Nash County, North Carolina,85  and over,1446,1.5
0500000US37129,New Hanover County, North Carolina,under 5 ,10730,4.6
0500000US37129,New Hanover County, North Carolina,5 to 9 ,11494,4.9
0500000US37129,New Hanover County, North Carolina,10 to 14 ,13132,5.6
0500000US37129,New Hanover County, North Carolina,15 to 19 ,15424,6.6
0500000US37129,New Hanover County, North Carolina,20 to 24 ,21406,9.1
0500000US37129,New Hanover County, North Carolina,25 to 29 ,16337,7
0500000US37129,New Hanover County, North Carolina,30 to 34 ,14931,6.4
0500000US37129,New Hanover County, North Carolina,35 to 39 ,13556,5.8
0500000US37129,New Hanover County, North Carolina,40 to 44 ,16504,7
0500000US37129,New Hanover County, North Carolina,45 to 49 ,13962,6
0500000US37129,New Hanover County, North Carolina,50 to 54 ,14641,6.2
0500000US37129,New Hanover County, North Carolina,55 to 59 ,14327,6.1
0500000US37129,New Hanover County, North Carolina,60 to 64 ,15597,6.7
0500000US37129,New Hanover County, North Carolina,65 to 69 ,13872,5.9
0500000US37129,New Hanover County, North Carolina,70 to 74 ,11685,5
0500000US37129,New Hanover County, North Carolina,75 to 79 ,7525,3.2
