id,county,state,age,total,percent
0500000US17111,McHenry County, Illinois,10 to 14 ,20327,6.6
0500000US17111,McHenry County, Illinois,15 to 19 ,20373,6.6
0500000US17111,McHenry County, Illinois,20 to 24 ,18659,6.1
0500000US17111,McHenry County, Illinois,25 to 29 ,17425,5.7
0500000US17111,McHenry County, Illinois,30 to 34 ,17706,5.8
0500000US17111,McHenry County, Illinois,35 to 39 ,20837,6.8
0500000US17111,McHenry County, Illinois,40 to 44 ,18340,6
0500000US17111,McHenry County, Illinois,45 to 49 ,21058,6.8
0500000US17111,McHenry County, Illinois,50 to 54 ,23190,7.5
0500000US17111,McHenry County, Illinois,55 to 59 ,25942,8.4
0500000US17111,McHenry County, Illinois,60 to 64 ,19735,6.4
0500000US17111,McHenry County, Illinois,65 to 69 ,16749,5.4
0500000US17111,McHenry County, Illinois,70 to 74 ,11884,3.9
0500000US17111,McHenry County, Illinois,75 to 79 ,8720,2.8
0500000US17111,McHenry County, Illinois,80 to 84 ,4253,1.4
0500000US17111,McHenry County, Illinois,85  and over,5041,1.6
0500000US17113,McLean County, Illinois,under 5 ,9213,5.4
0500000US17113,McLean County, Illinois,5 to 9 ,10895,6.4
0500000US17113,McLean County, Illinois,10 to 14 ,10061,5.9
0500000US17113,McLean County, Illinois,15 to 19 ,15381,9
0500000US17113,McLean County, Illinois,20 to 24 ,21422,12.5
0500000US17113,McLean County, Illinois,25 to 29 ,10381,6.1
0500000US17113,McLean County, Illinois,30 to 34 ,10715,6.2
0500000US17113,McLean County, Illinois,35 to 39 ,9001,5.2
0500000US17113,McLean County, Illinois,40 to 44 ,12560,7.3
0500000US17113,McLean County, Illinois,45 to 49 ,9407,5.5
0500000US17113,McLean County, Illinois,50 to 54 ,9599,5.6
0500000US17113,McLean County, Illinois,55 to 59 ,10274,6
0500000US17113,McLean County, Illinois,60 to 64 ,9164,5.3
0500000US17113,McLean County, Illinois,65 to 69 ,8117,4.7
0500000US17113,McLean County, Illinois,70 to 74 ,5844,3.4
0500000US17113,McLean County, Illinois,75 to 79 ,3965,2.3
0500000US17113,McLean County, Illinois,80 to 84 ,3151,1.8
0500000US17113,McLean County, Illinois,85  and over,2367,1.4
0500000US17115,Macon County, Illinois,under 5 ,5077,4.9
0500000US17115,Macon County, Illinois,5 to 9 ,7714,7.4
0500000US17115,Macon County, Illinois,10 to 14 ,6343,6.1
0500000US17115,Macon County, Illinois,15 to 19 ,7128,6.9
0500000US17115,Macon County, Illinois,20 to 24 ,5460,5.2
0500000US17115,Macon County, Illinois,25 to 29 ,6657,6.4
0500000US17115,Macon County, Illinois,30 to 34 ,6542,6.3
0500000US17115,Macon County, Illinois,35 to 39 ,6528,6.3
0500000US17115,Macon County, Illinois,40 to 44 ,5501,5.3
0500000US17115,Macon County, Illinois,45 to 49 ,5295,5.1
0500000US17115,Macon County, Illinois,50 to 54 ,5786,5.6
0500000US17115,Macon County, Illinois,55 to 59 ,7936,7.6
0500000US17115,Macon County, Illinois,60 to 64 ,6867,6.6
0500000US17115,Macon County, Illinois,65 to 69 ,6695,6.4
0500000US17115,Macon County, Illinois,70 to 74 ,5189,5
0500000US17115,Macon County, Illinois,75 to 79 ,3476,3.3
0500000US17115,Macon County, Illinois,80 to 84 ,2737,2.6
0500000US17115,Macon County, Illinois,85  and over,3078,3
0500000US17119,Madison County, Illinois,under 5 ,14756,5.6
0500000US17119,Madison County, Illinois,5 to 9 ,16247,6.2
0500000US17119,Madison County, Illinois,10 to 14 ,16137,6.1
0500000US17119,Madison County, Illinois,15 to 19 ,16181,6.2
0500000US17119,Madison County, Illinois,20 to 24 ,14779,5.6
0500000US17119,Madison County, Illinois,25 to 29 ,17557,6.7
0500000US17119,Madison County, Illinois,30 to 34 ,17267,6.6
0500000US17119,Madison County, Illinois,35 to 39 ,14489,5.5
0500000US17119,Madison County, Illinois,40 to 44 ,17130,6.5
0500000US17119,Madison County, Illinois,45 to 49 ,17062,6.5
0500000US17119,Madison County, Illinois,50 to 54 ,17046,6.5
0500000US17119,Madison County, Illinois,55 to 59 ,18704,7.1
0500000US17119,Madison County, Illinois,60 to 64 ,19212,7.3
0500000US17119,Madison County, Illinois,65 to 69 ,14944,5.7
0500000US17119,Madison County, Illinois,70 to 74 ,12011,4.6
0500000US17119,Madison County, Illinois,75 to 79 ,9002,3.4
0500000US17119,Madison County, Illinois,80 to 84 ,4893,1.9
0500000US17119,Madison County, Illinois,85  and over,5549,2.1
0500000US17143,Peoria County, Illinois,under 5 ,12555,7
0500000US17143,Peoria County, Illinois,5 to 9 ,11115,6.2
0500000US17143,Peoria County, Illinois,10 to 14 ,11816,6.6
0500000US17143,Peoria County, Illinois,15 to 19 ,11605,6.5
0500000US17143,Peoria County, Illinois,20 to 24 ,11353,6.3
0500000US17143,Peoria County, Illinois,25 to 29 ,12541,7
0500000US17143,Peoria County, Illinois,30 to 34 ,11068,6.2
0500000US17143,Peoria County, Illinois,35 to 39 ,10507,5.9
0500000US17143,Peoria County, Illinois,40 to 44 ,11187,6.2
0500000US17143,Peoria County, Illinois,45 to 49 ,10607,5.9
0500000US17143,Peoria County, Illinois,50 to 54 ,10512,5.9
0500000US17143,Peoria County, Illinois,55 to 59 ,10604,5.9
0500000US17143,Peoria County, Illinois,60 to 64 ,12089,6.7
0500000US17143,Peoria County, Illinois,65 to 69 ,10175,5.7
0500000US17143,Peoria County, Illinois,70 to 74 ,8502,4.7
0500000US17143,Peoria County, Illinois,75 to 79 ,6385,3.6
0500000US17143,Peoria County, Illinois,80 to 84 ,2671,1.5
0500000US17143,Peoria County, Illinois,85  and over,3887,2.2
0500000US17161,Rock Island County, Illinois,under 5 ,8303,5.9
0500000US17161,Rock Island County, Illinois,5 to 9 ,8015,5.6
0500000US17161,Rock Island County, Illinois,10 to 14 ,9734,6.9
0500000US17161,Rock Island County, Illinois,15 to 19 ,9484,6.7
0500000US17161,Rock Island County, Illinois,20 to 24 ,8722,6.1
0500000US17161,Rock Island County, Illinois,25 to 29 ,8557,6
0500000US17161,Rock Island County, Illinois,30 to 34 ,7995,5.6
0500000US17161,Rock Island County, Illinois,35 to 39 ,9210,6.5
0500000US17161,Rock Island County, Illinois,40 to 44 ,7994,5.6
0500000US17161,Rock Island County, Illinois,45 to 49 ,8246,5.8
0500000US17161,Rock Island County, Illinois,50 to 54 ,8359,5.9
0500000US17161,Rock Island County, Illinois,55 to 59 ,9527,6.7
0500000US17161,Rock Island County, Illinois,60 to 64 ,10092,7.1
0500000US17161,Rock Island County, Illinois,65 to 69 ,9285,6.5
0500000US17161,Rock Island County, Illinois,70 to 74 ,6005,4.2
0500000US17161,Rock Island County, Illinois,75 to 79 ,4788,3.4
0500000US17161,Rock Island County, Illinois,80 to 84 ,4071,2.9
0500000US17161,Rock Island County, Illinois,85  and over,3492,2.5
0500000US17163,St. Clair County, Illinois,under 5 ,16163,6.2
0500000US17163,St. Clair County, Illinois,5 to 9 ,14363,5.5
0500000US17163,St. Clair County, Illinois,10 to 14 ,19493,7.5
0500000US17163,St. Clair County, Illinois,15 to 19 ,15969,6.1
0500000US17163,St. Clair County, Illinois,20 to 24 ,15093,5.8
0500000US17163,St. Clair County, Illinois,25 to 29 ,17536,6.8
0500000US17163,St. Clair County, Illinois,30 to 34 ,17442,6.7
0500000US17163,St. Clair County, Illinois,35 to 39 ,18116,7
0500000US17163,St. Clair County, Illinois,40 to 44 ,14457,5.6
0500000US17163,St. Clair County, Illinois,45 to 49 ,16202,6.2
0500000US17163,St. Clair County, Illinois,50 to 54 ,16035,6.2
0500000US17163,St. Clair County, Illinois,55 to 59 ,18833,7.3
0500000US17163,St. Clair County, Illinois,60 to 64 ,17982,6.9
0500000US17163,St. Clair County, Illinois,65 to 69 ,12920,5
0500000US17163,St. Clair County, Illinois,70 to 74 ,11774,4.5
0500000US17163,St. Clair County, Illinois,75 to 79 ,7535,2.9
0500000US17163,St. Clair County, Illinois,80 to 84 ,4887,1.9
0500000US17163,St. Clair County, Illinois,85  and over,4886,1.9
0500000US17167,Sangamon County, Illinois,under 5 ,11146,5.7
0500000US17167,Sangamon County, Illinois,5 to 9 ,11780,6.1
0500000US17167,Sangamon County, Illinois,10 to 14 ,12430,6.4
0500000US17167,Sangamon County, Illinois,15 to 19 ,12739,6.5
0500000US17167,Sangamon County, Illinois,20 to 24 ,9999,5.1
0500000US17167,Sangamon County, Illinois,25 to 29 ,12607,6.5
0500000US17167,Sangamon County, Illinois,30 to 34 ,12065,6.2
0500000US17167,Sangamon County, Illinois,35 to 39 ,11417,5.9
0500000US17167,Sangamon County, Illinois,40 to 44 ,12568,6.5
0500000US17167,Sangamon County, Illinois,45 to 49 ,11817,6.1
0500000US17167,Sangamon County, Illinois,50 to 54 ,12481,6.4
0500000US17167,Sangamon County, Illinois,55 to 59 ,13992,7.2
0500000US17167,Sangamon County, Illinois,60 to 64 ,13580,7
0500000US17167,Sangamon County, Illinois,65 to 69 ,12234,6.3
0500000US17167,Sangamon County, Illinois,70 to 74 ,8815,4.5
0500000US17167,Sangamon County, Illinois,75 to 79 ,5683,2.9
0500000US17167,Sangamon County, Illinois,80 to 84 ,5872,3
0500000US17167,Sangamon County, Illinois,85  and over,3447,1.8
0500000US17179,Tazewell County, Illinois,under 5 ,7389,5.6
0500000US17179,Tazewell County, Illinois,5 to 9 ,8503,6.5
0500000US17179,Tazewell County, Illinois,10 to 14 ,8656,6.6
0500000US17179,Tazewell County, Illinois,15 to 19 ,8646,6.6
0500000US17179,Tazewell County, Illinois,20 to 24 ,6550,5
0500000US17179,Tazewell County, Illinois,25 to 29 ,7709,5.8
0500000US17179,Tazewell County, Illinois,30 to 34 ,7464,5.7
0500000US17179,Tazewell County, Illinois,35 to 39 ,7198,5.5
0500000US17179,Tazewell County, Illinois,40 to 44 ,9640,7.3
0500000US17179,Tazewell County, Illinois,45 to 49 ,7980,6.1
0500000US17179,Tazewell County, Illinois,50 to 54 ,8099,6.1
0500000US17179,Tazewell County, Illinois,55 to 59 ,8926,6.8
0500000US17179,Tazewell County, Illinois,60 to 64 ,8991,6.8
0500000US17179,Tazewell County, Illinois,65 to 69 ,8332,6.3
0500000US17179,Tazewell County, Illinois,70 to 74 ,6503,4.9
0500000US17179,Tazewell County, Illinois,75 to 79 ,5453,4.1
0500000US17179,Tazewell County, Illinois,80 to 84 ,2588,2
0500000US17179,Tazewell County, Illinois,85  and over,3176,2.4
0500000US17183,Vermilion County, Illinois,under 5 ,5104,6.7
0500000US17183,Vermilion County, Illinois,5 to 9 ,5285,7
0500000US17183,Vermilion County, Illinois,10 to 14 ,4738,6.3
0500000US17183,Vermilion County, Illinois,15 to 19 ,4766,6.3
0500000US17183,Vermilion County, Illinois,20 to 24 ,4029,5.3
0500000US17183,Vermilion County, Illinois,25 to 29 ,4235,5.6
0500000US17183,Vermilion County, Illinois,30 to 34 ,4785,6.3
0500000US17183,Vermilion County, Illinois,35 to 39 ,4595,6.1
0500000US17183,Vermilion County, Illinois,40 to 44 ,3840,5.1
0500000US17183,Vermilion County, Illinois,45 to 49 ,4383,5.8
0500000US17183,Vermilion County, Illinois,50 to 54 ,4205,5.6
0500000US17183,Vermilion County, Illinois,55 to 59 ,5873,7.8
0500000US17183,Vermilion County, Illinois,60 to 64 ,5313,7
0500000US17183,Vermilion County, Illinois,65 to 69 ,4516,6
0500000US17183,Vermilion County, Illinois,70 to 74 ,3801,5
0500000US17183,Vermilion County, Illinois,75 to 79 ,2832,3.7
0500000US17183,Vermilion County, Illinois,80 to 84 ,1683,2.2
0500000US17183,Vermilion County, Illinois,85  and over,1775,2.3
0500000US17197,Will County, Illinois,under 5 ,39843,5.8
0500000US17197,Will County, Illinois,5 to 9 ,43289,6.3
0500000US17197,Will County, Illinois,10 to 14 ,52795,7.6
0500000US17197,Will County, Illinois,15 to 19 ,51269,7.4
0500000US17197,Will County, Illinois,20 to 24 ,44268,6.4
0500000US17197,Will County, Illinois,25 to 29 ,42594,6.2
0500000US17197,Will County, Illinois,30 to 34 ,40331,5.8
0500000US17197,Will County, Illinois,35 to 39 ,43495,6.3
0500000US17197,Will County, Illinois,40 to 44 ,49436,7.2
0500000US17197,Will County, Illinois,45 to 49 ,51139,7.4
0500000US17197,Will County, Illinois,50 to 54 ,50063,7.2
0500000US17197,Will County, Illinois,55 to 59 ,46450,6.7
0500000US17197,Will County, Illinois,60 to 64 ,42318,6.1
0500000US17197,Will County, Illinois,65 to 69 ,31256,4.5
0500000US17197,Will County, Illinois,70 to 74 ,25761,3.7
0500000US17197,Will County, Illinois,75 to 79 ,18148,2.6
0500000US17197,Will County, Illinois,80 to 84 ,8819,1.3
0500000US17197,Will County, Illinois,85  and over,9469,1.4
0500000US17199,Williamson County, Illinois,under 5 ,3903,5.9
0500000US17199,Williamson County, Illinois,5 to 9 ,3985,6
0500000US17199,Williamson County, Illinois,10 to 14 ,4072,6.1
0500000US17199,Williamson County, Illinois,15 to 19 ,3501,5.3
0500000US17199,Williamson County, Illinois,20 to 24 ,3780,5.7
0500000US17199,Williamson County, Illinois,25 to 29 ,3887,5.8
0500000US17199,Williamson County, Illinois,30 to 34 ,4767,7.2
0500000US17199,Williamson County, Illinois,35 to 39 ,4506,6.8
0500000US17199,Williamson County, Illinois,40 to 44 ,4395,6.6
0500000US17199,Williamson County, Illinois,45 to 49 ,4064,6.1
0500000US17199,Williamson County, Illinois,50 to 54 ,3793,5.7
0500000US17199,Williamson County, Illinois,55 to 59 ,3936,5.9
0500000US17199,Williamson County, Illinois,60 to 64 ,4830,7.3
0500000US17199,Williamson County, Illinois,65 to 69 ,3456,5.2
0500000US17199,Williamson County, Illinois,70 to 74 ,4297,6.5
0500000US17199,Williamson County, Illinois,75 to 79 ,2933,4.4
0500000US17199,Williamson County, Illinois,80 to 84 ,1395,2.1
0500000US17199,Williamson County, Illinois,85  and over,1097,1.6
0500000US17201,Winnebago County, Illinois,under 5 ,17415,6.2
0500000US17201,Winnebago County, Illinois,5 to 9 ,18434,6.5
0500000US17201,Winnebago County, Illinois,10 to 14 ,18388,6.5
0500000US17201,Winnebago County, Illinois,15 to 19 ,17963,6.4
0500000US17201,Winnebago County, Illinois,20 to 24 ,17492,6.2
0500000US17201,Winnebago County, Illinois,25 to 29 ,18048,6.4
0500000US17201,Winnebago County, Illinois,30 to 34 ,16318,5.8
0500000US17201,Winnebago County, Illinois,35 to 39 ,18099,6.4
0500000US17201,Winnebago County, Illinois,40 to 44 ,16166,5.7
0500000US17201,Winnebago County, Illinois,45 to 49 ,17400,6.2
0500000US17201,Winnebago County, Illinois,50 to 54 ,17395,6.2
0500000US17201,Winnebago County, Illinois,55 to 59 ,20210,7.2
0500000US17201,Winnebago County, Illinois,60 to 64 ,18613,6.6
0500000US17201,Winnebago County, Illinois,65 to 69 ,17758,6.3
0500000US17201,Winnebago County, Illinois,70 to 74 ,12019,4.3
0500000US17201,Winnebago County, Illinois,75 to 79 ,10213,3.6
0500000US17201,Winnebago County, Illinois,80 to 84 ,4679,1.7
0500000US17201,Winnebago County, Illinois,85  and over,5962,2.1
0500000US18003,Allen County, Indiana,under 5 ,26461,7
0500000US18003,Allen County, Indiana,5 to 9 ,27731,7.3
0500000US18003,Allen County, Indiana,10 to 14 ,26800,7.1
0500000US18003,Allen County, Indiana,15 to 19 ,24084,6.3
0500000US18003,Allen County, Indiana,20 to 24 ,26231,6.9
0500000US18003,Allen County, Indiana,25 to 29 ,28005,7.4
0500000US18003,Allen County, Indiana,30 to 34 ,24108,6.4
0500000US18003,Allen County, Indiana,35 to 39 ,25596,6.7
0500000US18003,Allen County, Indiana,40 to 44 ,22490,5.9
0500000US18003,Allen County, Indiana,45 to 49 ,22580,6
0500000US18003,Allen County, Indiana,50 to 54 ,22401,5.9
0500000US18003,Allen County, Indiana,55 to 59 ,21969,5.8
0500000US18003,Allen County, Indiana,60 to 64 ,24081,6.3
0500000US18003,Allen County, Indiana,65 to 69 ,20110,5.3
0500000US18003,Allen County, Indiana,70 to 74 ,14122,3.7
0500000US18003,Allen County, Indiana,75 to 79 ,10195,2.7
0500000US18003,Allen County, Indiana,80 to 84 ,6996,1.8
0500000US18003,Allen County, Indiana,85  and over,5339,1.4
0500000US18005,Bartholomew County, Indiana,under 5 ,4826,5.8
0500000US18005,Bartholomew County, Indiana,5 to 9 ,4781,5.7
0500000US18005,Bartholomew County, Indiana,10 to 14 ,6502,7.8
0500000US18005,Bartholomew County, Indiana,15 to 19 ,5356,6.4
0500000US18005,Bartholomew County, Indiana,20 to 24 ,4893,5.8
0500000US18005,Bartholomew County, Indiana,25 to 29 ,6995,8.3
0500000US18005,Bartholomew County, Indiana,30 to 34 ,5584,6.7
0500000US18005,Bartholomew County, Indiana,35 to 39 ,4911,5.9
0500000US18005,Bartholomew County, Indiana,40 to 44 ,5936,7.1
0500000US18005,Bartholomew County, Indiana,45 to 49 ,5473,6.5
0500000US18005,Bartholomew County, Indiana,50 to 54 ,4746,5.7
0500000US18005,Bartholomew County, Indiana,55 to 59 ,4649,5.5
0500000US18005,Bartholomew County, Indiana,60 to 64 ,5201,6.2
0500000US18005,Bartholomew County, Indiana,65 to 69 ,4750,5.7
0500000US18005,Bartholomew County, Indiana,70 to 74 ,3334,4
0500000US18005,Bartholomew County, Indiana,75 to 79 ,2274,2.7
0500000US18005,Bartholomew County, Indiana,80 to 84 ,1856,2.2
0500000US18005,Bartholomew County, Indiana,85  and over,1712,2
0500000US18011,Boone County, Indiana,under 5 ,3921,5.8
0500000US18011,Boone County, Indiana,5 to 9 ,3850,5.7
0500000US18011,Boone County, Indiana,10 to 14 ,6973,10.3
0500000US18011,Boone County, Indiana,15 to 19 ,4094,6
0500000US18011,Boone County, Indiana,20 to 24 ,3998,5.9
0500000US18011,Boone County, Indiana,25 to 29 ,3678,5.4
0500000US18011,Boone County, Indiana,30 to 34 ,3928,5.8
0500000US18011,Boone County, Indiana,35 to 39 ,4920,7.3
0500000US18011,Boone County, Indiana,40 to 44 ,5185,7.6
0500000US18011,Boone County, Indiana,45 to 49 ,4311,6.4
0500000US18011,Boone County, Indiana,50 to 54 ,4630,6.8
0500000US18011,Boone County, Indiana,55 to 59 ,4397,6.5
0500000US18011,Boone County, Indiana,60 to 64 ,4542,6.7
0500000US18011,Boone County, Indiana,65 to 69 ,3063,4.5
0500000US18011,Boone County, Indiana,70 to 74 ,2380,3.5
0500000US18011,Boone County, Indiana,75 to 79 ,1635,2.4
0500000US18011,Boone County, Indiana,80 to 84 ,1318,1.9
0500000US18011,Boone County, Indiana,85  and over,1020,1.5
0500000US18019,Clark County, Indiana,under 5 ,7688,6.5
0500000US18019,Clark County, Indiana,5 to 9 ,7527,6.4
0500000US18019,Clark County, Indiana,10 to 14 ,7210,6.1
0500000US18019,Clark County, Indiana,15 to 19 ,7022,5.9
0500000US18019,Clark County, Indiana,20 to 24 ,6754,5.7
0500000US18019,Clark County, Indiana,25 to 29 ,7977,6.7
0500000US18019,Clark County, Indiana,30 to 34 ,7743,6.5
0500000US18019,Clark County, Indiana,35 to 39 ,7536,6.4
0500000US18019,Clark County, Indiana,40 to 44 ,9194,7.8
0500000US18019,Clark County, Indiana,45 to 49 ,7613,6.4
0500000US18019,Clark County, Indiana,50 to 54 ,7225,6.1
0500000US18019,Clark County, Indiana,55 to 59 ,8673,7.3
0500000US18019,Clark County, Indiana,60 to 64 ,6539,5.5
0500000US18019,Clark County, Indiana,65 to 69 ,7016,5.9
0500000US18019,Clark County, Indiana,70 to 74 ,5645,4.8
0500000US18019,Clark County, Indiana,75 to 79 ,3495,3
0500000US18019,Clark County, Indiana,80 to 84 ,2140,1.8
0500000US18019,Clark County, Indiana,85  and over,1305,1.1
0500000US18035,Delaware County, Indiana,under 5 ,5357,4.7
0500000US18035,Delaware County, Indiana,5 to 9 ,5834,5.1
0500000US18035,Delaware County, Indiana,10 to 14 ,5164,4.5
0500000US18035,Delaware County, Indiana,15 to 19 ,11028,9.7
0500000US18035,Delaware County, Indiana,20 to 24 ,15021,13.2
0500000US18035,Delaware County, Indiana,25 to 29 ,6660,5.8
0500000US18035,Delaware County, Indiana,30 to 34 ,6289,5.5
0500000US18035,Delaware County, Indiana,35 to 39 ,4838,4.2
0500000US18035,Delaware County, Indiana,40 to 44 ,6155,5.4
0500000US18035,Delaware County, Indiana,45 to 49 ,6059,5.3
0500000US18035,Delaware County, Indiana,50 to 54 ,7139,6.3
0500000US18035,Delaware County, Indiana,55 to 59 ,6517,5.7
0500000US18035,Delaware County, Indiana,60 to 64 ,7769,6.8
0500000US18035,Delaware County, Indiana,65 to 69 ,6732,5.9
0500000US18035,Delaware County, Indiana,70 to 74 ,4308,3.8
0500000US18035,Delaware County, Indiana,75 to 79 ,4339,3.8
0500000US18035,Delaware County, Indiana,80 to 84 ,2381,2.1
0500000US18035,Delaware County, Indiana,85  and over,2545,2.2
0500000US18039,Elkhart County, Indiana,under 5 ,14202,6.9
0500000US18039,Elkhart County, Indiana,5 to 9 ,12208,5.9
0500000US18039,Elkhart County, Indiana,10 to 14 ,20123,9.8
0500000US18039,Elkhart County, Indiana,15 to 19 ,15616,7.6
0500000US18039,Elkhart County, Indiana,20 to 24 ,13115,6.4
0500000US18039,Elkhart County, Indiana,25 to 29 ,13493,6.5
0500000US18039,Elkhart County, Indiana,30 to 34 ,13164,6.4
0500000US18039,Elkhart County, Indiana,35 to 39 ,10346,5
0500000US18039,Elkhart County, Indiana,40 to 44 ,13100,6.3
0500000US18039,Elkhart County, Indiana,45 to 49 ,12950,6.3
0500000US18039,Elkhart County, Indiana,50 to 54 ,12229,5.9
0500000US18039,Elkhart County, Indiana,55 to 59 ,12523,6.1
0500000US18039,Elkhart County, Indiana,60 to 64 ,11786,5.7
0500000US18039,Elkhart County, Indiana,65 to 69 ,10436,5.1
0500000US18039,Elkhart County, Indiana,70 to 74 ,7490,3.6
0500000US18039,Elkhart County, Indiana,75 to 79 ,5626,2.7
0500000US18039,Elkhart County, Indiana,80 to 84 ,2674,1.3
0500000US18039,Elkhart County, Indiana,85  and over,5260,2.5
0500000US18043,Floyd County, Indiana,under 5 ,4599,5.9
0500000US18043,Floyd County, Indiana,5 to 9 ,4784,6.1
0500000US18043,Floyd County, Indiana,10 to 14 ,6086,7.8
0500000US18043,Floyd County, Indiana,15 to 19 ,4164,5.3
0500000US18043,Floyd County, Indiana,20 to 24 ,5300,6.7
0500000US18043,Floyd County, Indiana,25 to 29 ,5156,6.6
0500000US18043,Floyd County, Indiana,30 to 34 ,4664,5.9
0500000US18043,Floyd County, Indiana,35 to 39 ,5918,7.5
0500000US18043,Floyd County, Indiana,40 to 44 ,3943,5
0500000US18043,Floyd County, Indiana,45 to 49 ,4715,6
0500000US18043,Floyd County, Indiana,50 to 54 ,4845,6.2
0500000US18043,Floyd County, Indiana,55 to 59 ,5562,7.1
0500000US18043,Floyd County, Indiana,60 to 64 ,5823,7.4
0500000US18043,Floyd County, Indiana,65 to 69 ,4698,6
0500000US18043,Floyd County, Indiana,70 to 74 ,3357,4.3
0500000US18043,Floyd County, Indiana,75 to 79 ,1551,2
0500000US18043,Floyd County, Indiana,80 to 84 ,1493,1.9
0500000US18043,Floyd County, Indiana,85  and over,1864,2.4
0500000US18053,Grant County, Indiana,under 5 ,3778,5.7
0500000US18053,Grant County, Indiana,5 to 9 ,3647,5.5
0500000US18053,Grant County, Indiana,10 to 14 ,3834,5.8
0500000US18053,Grant County, Indiana,15 to 19 ,4448,6.8
0500000US18053,Grant County, Indiana,20 to 24 ,6080,9.2
0500000US18053,Grant County, Indiana,25 to 29 ,3893,5.9
0500000US18053,Grant County, Indiana,30 to 34 ,3952,6
0500000US18053,Grant County, Indiana,35 to 39 ,2736,4.2
0500000US18053,Grant County, Indiana,40 to 44 ,3591,5.5
0500000US18053,Grant County, Indiana,45 to 49 ,3537,5.4
0500000US18053,Grant County, Indiana,50 to 54 ,4226,6.4
0500000US18053,Grant County, Indiana,55 to 59 ,4111,6.3
0500000US18053,Grant County, Indiana,60 to 64 ,5323,8.1
0500000US18053,Grant County, Indiana,65 to 69 ,4136,6.3
0500000US18053,Grant County, Indiana,70 to 74 ,2914,4.4
0500000US18053,Grant County, Indiana,75 to 79 ,2152,3.3
0500000US18053,Grant County, Indiana,80 to 84 ,1681,2.6
0500000US18053,Grant County, Indiana,85  and over,1730,2.6
0500000US18057,Hamilton County, Indiana,under 5 ,21160,6.3
0500000US18057,Hamilton County, Indiana,5 to 9 ,23832,7.1
0500000US18057,Hamilton County, Indiana,10 to 14 ,28790,8.5
0500000US18057,Hamilton County, Indiana,15 to 19 ,23617,7
0500000US18057,Hamilton County, Indiana,20 to 24 ,18955,5.6
0500000US18057,Hamilton County, Indiana,25 to 29 ,16484,4.9
0500000US18057,Hamilton County, Indiana,30 to 34 ,21764,6.4
0500000US18057,Hamilton County, Indiana,35 to 39 ,28673,8.5
0500000US18057,Hamilton County, Indiana,40 to 44 ,21672,6.4
0500000US18057,Hamilton County, Indiana,45 to 49 ,25218,7.5
0500000US18057,Hamilton County, Indiana,50 to 54 ,24715,7.3
0500000US18057,Hamilton County, Indiana,55 to 59 ,20215,6
0500000US18057,Hamilton County, Indiana,60 to 64 ,18266,5.4
0500000US18057,Hamilton County, Indiana,65 to 69 ,16790,5
0500000US18057,Hamilton County, Indiana,70 to 74 ,10239,3
0500000US18057,Hamilton County, Indiana,75 to 79 ,6691,2
0500000US18057,Hamilton County, Indiana,80 to 84 ,4092,1.2
0500000US18057,Hamilton County, Indiana,85  and over,6838,2
0500000US18059,Hancock County, Indiana,under 5 ,4742,6.1
0500000US18059,Hancock County, Indiana,5 to 9 ,4335,5.5
0500000US18059,Hancock County, Indiana,10 to 14 ,5455,7
0500000US18059,Hancock County, Indiana,15 to 19 ,5052,6.5
0500000US18059,Hancock County, Indiana,20 to 24 ,4110,5.3
0500000US18059,Hancock County, Indiana,25 to 29 ,4791,6.1
0500000US18059,Hancock County, Indiana,30 to 34 ,5577,7.1
0500000US18059,Hancock County, Indiana,35 to 39 ,4477,5.7
0500000US18059,Hancock County, Indiana,40 to 44 ,5039,6.4
0500000US18059,Hancock County, Indiana,45 to 49 ,5057,6.5
0500000US18059,Hancock County, Indiana,50 to 54 ,5989,7.7
0500000US18059,Hancock County, Indiana,55 to 59 ,6134,7.8
0500000US18059,Hancock County, Indiana,60 to 64 ,4083,5.2
0500000US18059,Hancock County, Indiana,65 to 69 ,4091,5.2
0500000US18059,Hancock County, Indiana,70 to 74 ,3349,4.3
0500000US18059,Hancock County, Indiana,75 to 79 ,2487,3.2
0500000US18059,Hancock County, Indiana,80 to 84 ,1823,2.3
0500000US18059,Hancock County, Indiana,85  and over,1577,2
0500000US18063,Hendricks County, Indiana,under 5 ,9575,5.6
0500000US18063,Hendricks County, Indiana,5 to 9 ,11742,6.9
0500000US18063,Hendricks County, Indiana,10 to 14 ,14102,8.3
0500000US18063,Hendricks County, Indiana,15 to 19 ,10581,6.2
0500000US18063,Hendricks County, Indiana,20 to 24 ,9179,5.4
0500000US18063,Hendricks County, Indiana,25 to 29 ,9721,5.7
0500000US18063,Hendricks County, Indiana,30 to 34 ,13066,7.7
0500000US18063,Hendricks County, Indiana,35 to 39 ,8784,5.2
0500000US18063,Hendricks County, Indiana,40 to 44 ,14726,8.6
0500000US18063,Hendricks County, Indiana,45 to 49 ,12315,7.2
0500000US18063,Hendricks County, Indiana,50 to 54 ,11699,6.9
0500000US18063,Hendricks County, Indiana,55 to 59 ,11410,6.7
0500000US18063,Hendricks County, Indiana,60 to 64 ,8932,5.2
0500000US18063,Hendricks County, Indiana,65 to 69 ,8548,5
0500000US18063,Hendricks County, Indiana,70 to 74 ,6574,3.9
0500000US18063,Hendricks County, Indiana,75 to 79 ,3632,2.1
